Yil,Ay,Gun,Saat,Nem
Y2023,Aralık,D16,T1000,95.20517
Y2023,Aralık,D16,T1100,90.98639
Y2023,Aralık,D16,T1200,88.00587
Y2023,Aralık,D16,T1300,83.88575
Y2023,Aralık,D16,T1400,82.8194
Y2023,Aralık,D16,T1500,88.204895
Y2023,Aralık,D16,T1600,82.56714
Y2023,Aralık,D16,T1700,87.081825
Y2023,Aralık,D16,T1800,93.21997
Y2023,Aralık,D16,T1900,95.32768
Y2023,Aralık,D16,T2000,95.93279
Y2023,Aralık,D16,T2100,95.773506
Y2023,Aralık,D16,T2200,93.91386
Y2023,Aralık,D16,T2300,93.894424
Y2023,Aralık,D17,T0000,94.500374
Y2023,Aralık,D17,T0100,94.70348
Y2023,Aralık,D17,T0200,95.40021
Y2023,Aralık,D17,T0300,96.303
Y2023,Aralık,D17,T0400,95.38134
Y2023,Aralık,D17,T0500,93.91381
Y2023,Aralık,D17,T0600,92.47635
Y2023,Aralık,D17,T0700,93.63135
Y2023,Aralık,D17,T0800,91.754265
Y2023,Aralık,D17,T0900,90.9762
Y2023,Aralık,D17,T1000,89.72277
Y2023,Aralık,D17,T1100,84.781044
Y2023,Aralık,D17,T1200,81.003586
Y2023,Aralık,D17,T1300,78.87133
Y2023,Aralık,D17,T1400,78.23637
Y2023,Aralık,D17,T1500,77.73068
Y2023,Aralık,D17,T1600,81.50639
Y2023,Aralık,D17,T1700,90.44861
Y2023,Aralık,D17,T1800,92.073524
Y2023,Aralık,D17,T1900,92.5347
Y2023,Aralık,D17,T2000,93.27462
Y2023,Aralık,D17,T2100,93.32966
Y2023,Aralık,D17,T2200,94.364334
Y2023,Aralık,D17,T2300,94.20896
Y2023,Aralık,D18,T0000,93.90625
Y2023,Aralık,D18,T0100,94.509514
Y2023,Aralık,D18,T0200,94.70286
Y2023,Aralık,D18,T0300,94.76308
Y2023,Aralık,D18,T0400,93.94332
Y2023,Aralık,D18,T0500,92.37326
Y2023,Aralık,D18,T0600,91.15803
Y2023,Aralık,D18,T0700,91.62844
Y2023,Aralık,D18,T0800,90.052895
Y2023,Aralık,D18,T0900,89.25105
Y2023,Aralık,D18,T1000,86.05025
Y2023,Aralık,D18,T1100,81.58842
Y2023,Aralık,D18,T1200,77.12973
Y2023,Aralık,D18,T1300,74.474106
Y2023,Aralık,D18,T1400,76.56702
Y2023,Aralık,D18,T1500,86.25842
Y2023,Aralık,D18,T1600,91.965004
Y2023,Aralık,D18,T1700,91.88762
Y2023,Aralık,D18,T1800,91.8351
Y2023,Aralık,D18,T1900,90.40791
Y2023,Aralık,D18,T2000,91.141624
Y2023,Aralık,D18,T2100,92.331436
Y2023,Aralık,D18,T2200,91.78835
Y2023,Aralık,D18,T2300,89.08443
Y2023,Aralık,D19,T0000,87.252914
Y2023,Aralık,D19,T0100,91.89341
Y2023,Aralık,D19,T0200,88.07624
Y2023,Aralık,D19,T0300,88.973976
Y2023,Aralık,D19,T0400,88.20149
Y2023,Aralık,D19,T0500,86.793335
Y2023,Aralık,D19,T0600,86.12952
Y2023,Aralık,D19,T0700,85.63735
Y2023,Aralık,D19,T0800,85.66829
Y2023,Aralık,D19,T0900,83.08697
Y2023,Aralık,D19,T1000,80.40111
Y2023,Aralık,D19,T1100,74.882866
Y2023,Aralık,D19,T1200,72.37648
Y2023,Aralık,D19,T1300,71.62812
Y2023,Aralık,D19,T1400,72.45303
Y2023,Aralık,D19,T1500,75.817375
Y2023,Aralık,D19,T1600,78.68439
Y2023,Aralık,D19,T1700,81.833885
Y2023,Aralık,D19,T1800,84.079704
Y2023,Aralık,D19,T1900,87.604805
Y2023,Aralık,D19,T2000,87.1694
Y2023,Aralık,D19,T2100,85.85975
Y2023,Aralık,D19,T2200,83.390785
Y2023,Aralık,D19,T2300,83.69407
Y2023,Aralık,D20,T0000,85.40743
Y2023,Aralık,D20,T0100,86.58714
Y2023,Aralık,D20,T0200,89.966835
Y2023,Aralık,D20,T0300,92.15681
Y2023,Aralık,D20,T0400,93.08662
Y2023,Aralık,D20,T0500,94.00791
Y2023,Aralık,D20,T0600,94.071335
Y2023,Aralık,D20,T0700,93.93917
Y2023,Aralık,D20,T0800,93.67158
Y2023,Aralık,D20,T0900,92.96365
Y2023,Aralık,D20,T1000,87.93091
Y2023,Aralık,D20,T1100,80.69529
Y2023,Aralık,D20,T1200,75.63027
Y2023,Aralık,D20,T1300,72.83108
Y2023,Aralık,D20,T1400,73.991104
Y2023,Aralık,D20,T1500,74.44992
Y2023,Aralık,D20,T1600,77.99795
Y2023,Aralık,D20,T1700,79.573555
Y2023,Aralık,D20,T1800,79.76372
Y2023,Aralık,D20,T1900,79.78308
Y2023,Aralık,D20,T2000,79.4129
Y2023,Aralık,D20,T2100,79.05032
Y2023,Aralık,D20,T2200,79.95717
Y2023,Aralık,D20,T2300,80.51241
Y2023,Aralık,D21,T0000,82.97731
Y2023,Aralık,D21,T0100,83.7852
Y2023,Aralık,D21,T0200,84.64362
Y2023,Aralık,D21,T0300,84.976295
Y2023,Aralık,D21,T0400,84.12016
Y2023,Aralık,D21,T0500,83.84355
Y2023,Aralık,D21,T0600,85.05413
Y2023,Aralık,D21,T0700,85.55745
Y2023,Aralık,D21,T0800,84.878395
Y2023,Aralık,D21,T0900,83.740234
Y2023,Aralık,D21,T1000,85.066635
Y2023,Aralık,D21,T1100,83.706505
Y2023,Aralık,D21,T1200,82.48999
Y2023,Aralık,D21,T1300,83.78756
Y2023,Aralık,D21,T1400,82.90279
Y2023,Aralık,D21,T1500,84.24181
Y2023,Aralık,D21,T1600,85.373116
Y2023,Aralık,D21,T1700,85.86755
Y2023,Aralık,D21,T1800,86.656654
Y2023,Aralık,D21,T1900,87.07257
Y2023,Aralık,D21,T2000,86.94098
Y2023,Aralık,D21,T2100,85.51476
Y2023,Aralık,D21,T2200,81.19709
Y2023,Aralık,D21,T2300,80.338264
Y2023,Aralık,D22,T0000,81.150955
Y2023,Aralık,D22,T0100,78.91939
Y2023,Aralık,D22,T0200,78.52281
Y2023,Aralık,D22,T0300,79.47943
Y2023,Aralık,D22,T0400,76.293
Y2023,Aralık,D22,T0500,77.76375
Y2023,Aralık,D22,T0600,79.70452
Y2023,Aralık,D22,T0700,78.77246
Y2023,Aralık,D22,T0800,79.99101
Y2023,Aralık,D22,T0900,79.967316
Y2023,Aralık,D22,T1000,83.49081
Y2023,Aralık,D22,T1100,87.04309
Y2023,Aralık,D22,T1200,88.71326
Y2023,Aralık,D22,T1300,89.34716
Y2023,Aralık,D22,T1400,89.0009
Y2023,Aralık,D22,T1500,88.27825
Y2023,Aralık,D22,T1600,88.75253
Y2023,Aralık,D22,T1700,88.14948
Y2023,Aralık,D22,T1800,86.99718
Y2023,Aralık,D22,T1900,85.545975
Y2023,Aralık,D22,T2000,84.40792
Y2023,Aralık,D22,T2100,84.25732
Y2023,Aralık,D22,T2200,84.34315
Y2023,Aralık,D22,T2300,84.78791
Y2023,Aralık,D23,T0000,84.77319
Y2023,Aralık,D23,T0100,84.76581
Y2023,Aralık,D23,T0200,85.17203
Y2023,Aralık,D23,T0300,85.992165
Y2023,Aralık,D23,T0400,85.69751
Y2023,Aralık,D23,T0500,84.986725
Y2023,Aralık,D23,T0600,83.98252
Y2023,Aralık,D23,T0700,82.41235
Y2023,Aralık,D23,T0800,81.04771
Y2023,Aralık,D23,T0900,80.278244
Y2023,Aralık,D23,T1000,78.548294
Y2023,Aralık,D23,T1100,78.22995
Y2023,Aralık,D23,T1200,76.35013
Y2023,Aralık,D23,T1300,75.8297
Y2023,Aralık,D23,T1400,76.34134
Y2023,Aralık,D23,T1500,76.58211
Y2023,Aralık,D23,T1600,77.28846
Y2023,Aralık,D23,T1700,77.75627
Y2023,Aralık,D23,T1800,76.72651
Y2023,Aralık,D23,T1900,76.35188
Y2023,Aralık,D23,T2000,76.245926
Y2023,Aralık,D23,T2100,77.05543
Y2023,Aralık,D23,T2200,77.45025
Y2023,Aralık,D23,T2300,77.137314
Y2023,Aralık,D24,T0000,76.67947
Y2023,Aralık,D24,T0100,76.89213
Y2023,Aralık,D24,T0200,77.768776
Y2023,Aralık,D24,T0300,78.59527
Y2023,Aralık,D24,T0400,78.72339
Y2023,Aralık,D24,T0500,79.56404
Y2023,Aralık,D24,T0600,79.95906
Y2023,Aralık,D24,T0700,80.566895
Y2023,Aralık,D24,T0800,80.53012
Y2023,Aralık,D24,T0900,78.400764
Y2023,Aralık,D24,T1000,75.77456
Y2023,Aralık,D24,T1100,74.97649
Y2023,Aralık,D24,T1200,78.47701
Y2023,Aralık,D24,T1300,84.858185
Y2023,Aralık,D24,T1400,89.03178
Y2023,Aralık,D24,T1500,89.28525
Y2023,Aralık,D24,T1600,86.655594
Y2023,Aralık,D24,T1700,81.56563
Y2023,Aralık,D24,T1800,77.39966
Y2023,Aralık,D24,T1900,73.012535
Y2023,Aralık,D24,T2000,68.14119
Y2023,Aralık,D24,T2100,63.503437
Y2023,Aralık,D24,T2200,57.70825
Y2023,Aralık,D24,T2300,56.055668
Y2023,Aralık,D25,T0000,55.83119
Y2023,Aralık,D25,T0100,57.206528
Y2023,Aralık,D25,T0200,58.615025
Y2023,Aralık,D25,T0300,60.482548
Y2023,Aralık,D25,T0400,61.45866
Y2023,Aralık,D25,T0500,62.06613
Y2023,Aralık,D25,T0600,64.22698
Y2023,Aralık,D25,T0700,67.586365
Y2023,Aralık,D25,T0800,69.365395
Y2023,Aralık,D25,T0900,66.617035
Y2023,Aralık,D25,T1000,65.50798
Y2023,Aralık,D25,T1100,62.267487
Y2023,Aralık,D25,T1200,61.47212
Y2023,Aralık,D25,T1300,61.860886
Y2023,Aralık,D25,T1400,61.86762
Y2023,Aralık,D25,T1500,63.95369
Y2023,Aralık,D25,T1600,70.25834
Y2023,Aralık,D25,T1700,76.37751
Y2023,Aralık,D25,T1800,80.11206
Y2023,Aralık,D25,T1900,81.56435
Y2023,Aralık,D25,T2000,83.95439
Y2023,Aralık,D25,T2100,85.48193
Y2023,Aralık,D25,T2200,86.25662
Y2023,Aralık,D25,T2300,86.77836
Y2023,Aralık,D26,T0000,86.00799
Y2023,Aralık,D26,T0100,85.54003
Y2023,Aralık,D26,T0200,85.49405
Y2023,Aralık,D26,T0300,84.26751
Y2023,Aralık,D26,T0400,83.29409
Y2023,Aralık,D26,T0500,82.38415
Y2023,Aralık,D26,T0600,82.34151
Y2023,Aralık,D26,T0700,82.34432
Y2023,Aralık,D26,T0800,80.84602
Y2023,Aralık,D26,T0900,79.05397
Y2023,Aralık,D26,T1000,76.95315
Y2023,Aralık,D26,T1100,74.733894
Y2023,Aralık,D26,T1200,70.1433
Y2023,Aralık,D26,T1300,69.583595
Y2023,Aralık,D26,T1400,68.27598
Y2023,Aralık,D26,T1500,71.49715
Y2023,Aralık,D26,T1600,77.750404
Y2023,Aralık,D26,T1700,82.99898
Y2023,Aralık,D26,T1800,83.45993
Y2023,Aralık,D26,T1900,84.49172
Y2023,Aralık,D26,T2000,86.24309
Y2023,Aralık,D26,T2100,87.85459
Y2023,Aralık,D26,T2200,91.72771
Y2023,Aralık,D26,T2300,92.86939
Y2023,Aralık,D27,T0000,92.90264
Y2023,Aralık,D27,T0100,92.75739
Y2023,Aralık,D27,T0200,93.56032
Y2023,Aralık,D27,T0300,93.74983
Y2023,Aralık,D27,T0400,94.26837
Y2023,Aralık,D27,T0500,94.07062
Y2023,Aralık,D27,T0600,93.870224
Y2023,Aralık,D27,T0700,94.00111
Y2023,Aralık,D27,T0800,92.3198
Y2023,Aralık,D27,T0900,87.51277
Y2023,Aralık,D27,T1000,79.72373
Y2023,Aralık,D27,T1100,71.73069
Y2023,Aralık,D27,T1200,66.32931
Y2023,Aralık,D27,T1300,64.69367
Y2023,Aralık,D27,T1400,67.11209
Y2023,Aralık,D27,T1500,73.35381
Y2023,Aralık,D27,T1600,83.80669
Y2023,Aralık,D27,T1700,90.95941
Y2023,Aralık,D27,T1800,90.419136
Y2023,Aralık,D27,T1900,85.59177
Y2023,Aralık,D27,T2000,79.81147
Y2023,Aralık,D27,T2100,72.76404
Y2023,Aralık,D27,T2200,72.386116
Y2023,Aralık,D27,T2300,71.10881
Y2023,Aralık,D28,T0000,69.34246
Y2023,Aralık,D28,T0100,67.60792
Y2023,Aralık,D28,T0200,66.191154
Y2023,Aralık,D28,T0300,67.29704
Y2023,Aralık,D28,T0400,65.33245
Y2023,Aralık,D28,T0500,65.83056
Y2023,Aralık,D28,T0600,67.02753
Y2023,Aralık,D28,T0700,69.721344
Y2023,Aralık,D28,T0800,72.97489
Y2023,Aralık,D28,T0900,74.95415
Y2023,Aralık,D28,T1000,75.64407
Y2023,Aralık,D28,T1100,75.28394
Y2023,Aralık,D28,T1200,76.16719
Y2023,Aralık,D28,T1300,76.7245
Y2023,Aralık,D28,T1400,77.00579
Y2023,Aralık,D28,T1500,80.30531
Y2023,Aralık,D28,T1600,86.28912
Y2023,Aralık,D28,T1700,90.70783
Y2023,Aralık,D28,T1800,92.39497
Y2023,Aralık,D28,T1900,92.07574
Y2023,Aralık,D28,T2000,91.49172
Y2023,Aralık,D28,T2100,88.9308
Y2023,Aralık,D28,T2200,88.36462
Y2023,Aralık,D28,T2300,85.664696
Y2023,Aralık,D29,T0000,84.703026
Y2023,Aralık,D29,T0100,84.54834
Y2023,Aralık,D29,T0200,85.81753
Y2023,Aralık,D29,T0300,88.05306
Y2023,Aralık,D29,T0400,89.41568
Y2023,Aralık,D29,T0500,89.9748
Y2023,Aralık,D29,T0600,89.216484
Y2023,Aralık,D29,T0700,89.662926
Y2023,Aralık,D29,T0800,87.69881
Y2023,Aralık,D29,T0900,86.26656
Y2023,Aralık,D29,T1000,81.713585
Y2023,Aralık,D29,T1100,77.85109
Y2023,Aralık,D29,T1200,74.78277
Y2023,Aralık,D29,T1300,73.09568
Y2023,Aralık,D29,T1400,72.46595
Y2023,Aralık,D29,T1500,74.962555
Y2023,Aralık,D29,T1600,76.0825
Y2023,Aralık,D29,T1700,79.21247
Y2023,Aralık,D29,T1800,80.1462
Y2023,Aralık,D29,T1900,81.18125
Y2023,Aralık,D29,T2000,81.62177
Y2023,Aralık,D29,T2100,81.45309
Y2023,Aralık,D29,T2200,80.59367
Y2023,Aralık,D29,T2300,80.59284
Y2023,Aralık,D30,T0000,78.98008
Y2023,Aralık,D30,T0100,79.18327
Y2023,Aralık,D30,T0200,81.987724
Y2023,Aralık,D30,T0300,84.00711
Y2023,Aralık,D30,T0400,84.36064
Y2023,Aralık,D30,T0500,85.78517
Y2023,Aralık,D30,T0600,86.79003
Y2023,Aralık,D30,T0700,86.657234
Y2023,Aralık,D30,T0800,85.757286
Y2023,Aralık,D30,T0900,82.212166
Y2023,Aralık,D30,T1000,76.56793
Y2023,Aralık,D30,T1100,71.89725
Y2023,Aralık,D30,T1200,68.48915
Y2023,Aralık,D30,T1300,66.41065
Y2023,Aralık,D30,T1400,66.76533
Y2023,Aralık,D30,T1500,70.67236
Y2023,Aralık,D30,T1600,84.20004
Y2023,Aralık,D30,T1700,90.769455
Y2023,Aralık,D30,T1800,92.4955
Y2023,Aralık,D30,T1900,94.837685
Y2023,Aralık,D30,T2000,95.23236
Y2023,Aralık,D30,T2100,94.42502
Y2023,Aralık,D30,T2200,94.68849
Y2023,Aralık,D30,T2300,95.08919
Y2023,Aralık,D31,T0000,95.16907
Y2023,Aralık,D31,T0100,95.44093
Y2023,Aralık,D31,T0200,95.37382
Y2023,Aralık,D31,T0300,96.03941
Y2023,Aralık,D31,T0400,95.626656
Y2023,Aralık,D31,T0500,94.959625
Y2023,Aralık,D31,T0600,94.03388
Y2023,Aralık,D31,T0700,91.03003
Y2023,Aralık,D31,T0800,90.08213
Y2023,Aralık,D31,T0900,84.598755
Y2023,Aralık,D31,T1000,77.07528
Y2023,Aralık,D31,T1100,80.13599
Y2023,Aralık,D31,T1200,87.520874
Y2023,Aralık,D31,T1300,90.20335
Y2023,Aralık,D31,T1400,89.49005
Y2023,Aralık,D31,T1500,87.86538
Y2023,Aralık,D31,T1600,87.79918
Y2023,Aralık,D31,T1700,86.851135
Y2023,Aralık,D31,T1800,85.20812
Y2023,Aralık,D31,T1900,84.79466
Y2023,Aralık,D31,T2000,84.839714
Y2023,Aralık,D31,T2100,84.54019
Y2023,Aralık,D31,T2200,83.20295
Y2023,Aralık,D31,T2300,81.90129
Y2024,Ocak,D01,T0000,81.2849
Y2024,Ocak,D01,T0100,83.22755
Y2024,Ocak,D01,T0200,84.7112
Y2024,Ocak,D01,T0300,84.94641
Y2024,Ocak,D01,T0400,83.80913
Y2024,Ocak,D01,T0500,84.10285
Y2024,Ocak,D01,T0600,84.32747
Y2024,Ocak,D01,T0700,84.449776
Y2024,Ocak,D01,T0800,82.822174
Y2024,Ocak,D01,T0900,81.61914
Y2024,Ocak,D01,T1000,78.20641
Y2024,Ocak,D01,T1100,75.3871
Y2024,Ocak,D01,T1200,75.784424
Y2024,Ocak,D01,T1300,76.4252
Y2024,Ocak,D01,T1400,75.05355
Y2024,Ocak,D01,T1500,75.12102
Y2024,Ocak,D01,T1600,79.64705
Y2024,Ocak,D01,T1700,85.010635
Y2024,Ocak,D01,T1800,86.418076
Y2024,Ocak,D01,T1900,85.39759
Y2024,Ocak,D01,T2000,86.277504
Y2024,Ocak,D01,T2100,84.65669
Y2024,Ocak,D01,T2200,84.45306
Y2024,Ocak,D01,T2300,82.46372
Y2024,Ocak,D02,T0000,80.252014
Y2024,Ocak,D02,T0100,77.46423
Y2024,Ocak,D02,T0200,72.56643
Y2024,Ocak,D02,T0300,75.34709
Y2024,Ocak,D02,T0400,79.81503
Y2024,Ocak,D02,T0500,82.068115
Y2024,Ocak,D02,T0600,82.065636
Y2024,Ocak,D02,T0700,81.8136
Y2024,Ocak,D02,T0800,82.017204
Y2024,Ocak,D02,T0900,81.716576
Y2024,Ocak,D02,T1000,82.8227
Y2024,Ocak,D02,T1100,80.58039
Y2024,Ocak,D02,T1200,80.59219
Y2024,Ocak,D02,T1300,82.49687
Y2024,Ocak,D02,T1400,85.31209
Y2024,Ocak,D02,T1500,86.19404
Y2024,Ocak,D02,T1600,85.788315
Y2024,Ocak,D02,T1700,85.34003
Y2024,Ocak,D02,T1800,83.643074
Y2024,Ocak,D02,T1900,81.530655
Y2024,Ocak,D02,T2000,81.33253
Y2024,Ocak,D02,T2100,79.42699
Y2024,Ocak,D02,T2200,76.72658
Y2024,Ocak,D02,T2300,76.09163
Y2024,Ocak,D03,T0000,79.53919
Y2024,Ocak,D03,T0100,80.08247
Y2024,Ocak,D03,T0200,79.589264
Y2024,Ocak,D03,T0300,80.112114
Y2024,Ocak,D03,T0400,80.87297
Y2024,Ocak,D03,T0500,78.84078
Y2024,Ocak,D03,T0600,76.74078
Y2024,Ocak,D03,T0700,75.56196
Y2024,Ocak,D03,T0800,72.42809
Y2024,Ocak,D03,T0900,67.461555
Y2024,Ocak,D03,T1000,65.40755
Y2024,Ocak,D03,T1100,63.438194
Y2024,Ocak,D03,T1200,65.00892
Y2024,Ocak,D03,T1300,65.66552
Y2024,Ocak,D03,T1400,66.55447
Y2024,Ocak,D03,T1500,69.11898
Y2024,Ocak,D03,T1600,68.75921
Y2024,Ocak,D03,T1700,68.11295
Y2024,Ocak,D03,T1800,78.64177
Y2024,Ocak,D03,T1900,77.90736
Y2024,Ocak,D03,T2000,75.943535
Y2024,Ocak,D03,T2100,73.67892
Y2024,Ocak,D03,T2200,73.21427
Y2024,Ocak,D03,T2300,73.71763
Y2024,Ocak,D04,T0000,73.98857
Y2024,Ocak,D04,T0100,75.212715
Y2024,Ocak,D04,T0200,75.70946
Y2024,Ocak,D04,T0300,79.25285
Y2024,Ocak,D04,T0400,80.89044
Y2024,Ocak,D04,T0500,80.92777
Y2024,Ocak,D04,T0600,78.60014
Y2024,Ocak,D04,T0700,78.74142
Y2024,Ocak,D04,T0800,78.74465
Y2024,Ocak,D04,T0900,82.25587
Y2024,Ocak,D04,T1000,81.09537
Y2024,Ocak,D04,T1100,78.71801
Y2024,Ocak,D04,T1200,77.76958
Y2024,Ocak,D04,T1300,76.03872
Y2024,Ocak,D04,T1400,74.14545
Y2024,Ocak,D04,T1500,75.78089
Y2024,Ocak,D04,T1600,82.79874
Y2024,Ocak,D04,T1700,79.87262
Y2024,Ocak,D04,T1800,90.58234
Y2024,Ocak,D04,T1900,92.62564
Y2024,Ocak,D04,T2000,93.589226
Y2024,Ocak,D04,T2100,95.70598
Y2024,Ocak,D04,T2200,95.42036
Y2024,Ocak,D04,T2300,95.76462
Y2024,Ocak,D05,T0000,95.90553
Y2024,Ocak,D05,T0100,95.37175
Y2024,Ocak,D05,T0200,94.29815
Y2024,Ocak,D05,T0300,93.104416
Y2024,Ocak,D05,T0400,91.68544
Y2024,Ocak,D05,T0500,90.67364
Y2024,Ocak,D05,T0600,88.68788
Y2024,Ocak,D05,T0700,88.84601
Y2024,Ocak,D05,T0800,90.68127
Y2024,Ocak,D05,T0900,90.10664
Y2024,Ocak,D05,T1000,91.337685
Y2024,Ocak,D05,T1100,91.37885
Y2024,Ocak,D05,T1200,90.344864
Y2024,Ocak,D05,T1300,88.45523
Y2024,Ocak,D05,T1400,89.01207
Y2024,Ocak,D05,T1500,89.67528
Y2024,Ocak,D05,T1600,91.061104
Y2024,Ocak,D05,T1700,92.05645
Y2024,Ocak,D05,T1800,94.15688
Y2024,Ocak,D05,T1900,95.85516
Y2024,Ocak,D05,T2000,95.63918
Y2024,Ocak,D05,T2100,93.72487
Y2024,Ocak,D05,T2200,93.07531
Y2024,Ocak,D05,T2300,92.28286
Y2024,Ocak,D06,T0000,92.14943
Y2024,Ocak,D06,T0100,91.236595
Y2024,Ocak,D06,T0200,90.4483
Y2024,Ocak,D06,T0300,89.91965
Y2024,Ocak,D06,T0400,89.96792
Y2024,Ocak,D06,T0500,90.59809
Y2024,Ocak,D06,T0600,90.39915
Y2024,Ocak,D06,T0700,91.02076
Y2024,Ocak,D06,T0800,89.933075
Y2024,Ocak,D06,T0900,89.030235
Y2024,Ocak,D06,T1000,87.06864
Y2024,Ocak,D06,T1100,84.561966
Y2024,Ocak,D06,T1200,82.23217
Y2024,Ocak,D06,T1300,81.998856
Y2024,Ocak,D06,T1400,83.44102
Y2024,Ocak,D06,T1500,84.06746
Y2024,Ocak,D06,T1600,85.952255
Y2024,Ocak,D06,T1700,86.227806
Y2024,Ocak,D06,T1800,86.59128
Y2024,Ocak,D06,T1900,87.32979
Y2024,Ocak,D06,T2000,88.375725
Y2024,Ocak,D06,T2100,89.49821
Y2024,Ocak,D06,T2200,91.68229
Y2024,Ocak,D06,T2300,92.325615
Y2024,Ocak,D07,T0000,92.586044
Y2024,Ocak,D07,T0100,93.77111
Y2024,Ocak,D07,T0200,94.832115
Y2024,Ocak,D07,T0300,95.83943
Y2024,Ocak,D07,T0400,95.3593
Y2024,Ocak,D07,T0500,95.21054
Y2024,Ocak,D07,T0600,95.19762
Y2024,Ocak,D07,T0700,96.14667
Y2024,Ocak,D07,T0800,96.14385
Y2024,Ocak,D07,T0900,96.149956
Y2024,Ocak,D07,T1000,95.76707
Y2024,Ocak,D07,T1100,92.90125
Y2024,Ocak,D07,T1200,88.47911
Y2024,Ocak,D07,T1300,88.03747
Y2024,Ocak,D07,T1400,88.52173
Y2024,Ocak,D07,T1500,88.5971
Y2024,Ocak,D07,T1600,89.49933
Y2024,Ocak,D07,T1700,90.27736
Y2024,Ocak,D07,T1800,90.68294
Y2024,Ocak,D07,T1900,91.16808
Y2024,Ocak,D07,T2000,90.53691
Y2024,Ocak,D07,T2100,89.11544
Y2024,Ocak,D07,T2200,88.93581
Y2024,Ocak,D07,T2300,87.45406
Y2024,Ocak,D08,T0000,86.6239
Y2024,Ocak,D08,T0100,85.547104
Y2024,Ocak,D08,T0200,84.81319
Y2024,Ocak,D08,T0300,83.51814
Y2024,Ocak,D08,T0400,81.460526
Y2024,Ocak,D08,T0500,79.14838
Y2024,Ocak,D08,T0600,77.308586
Y2024,Ocak,D08,T0700,75.90907
Y2024,Ocak,D08,T0800,74.892456
Y2024,Ocak,D08,T0900,74.63593
Y2024,Ocak,D08,T1000,71.5616
Y2024,Ocak,D08,T1100,69.63993
Y2024,Ocak,D08,T1200,68.53212
Y2024,Ocak,D08,T1300,67.978546
Y2024,Ocak,D08,T1400,68.03541
Y2024,Ocak,D08,T1500,68.22504
Y2024,Ocak,D08,T1600,68.80295
Y2024,Ocak,D08,T1700,69.445244
Y2024,Ocak,D08,T1800,70.04352
Y2024,Ocak,D08,T1900,71.09922
Y2024,Ocak,D08,T2000,71.173904
Y2024,Ocak,D08,T2100,71.82452
Y2024,Ocak,D08,T2200,73.279915
Y2024,Ocak,D08,T2300,73.76836
Y2024,Ocak,D09,T0000,73.509674
Y2024,Ocak,D09,T0100,74.224075
Y2024,Ocak,D09,T0200,74.72531
Y2024,Ocak,D09,T0300,74.62677
Y2024,Ocak,D09,T0400,76.38059
Y2024,Ocak,D09,T0500,75.12037
Y2024,Ocak,D09,T0600,73.492256
Y2024,Ocak,D09,T0700,72.33781
Y2024,Ocak,D09,T0800,74.041084
Y2024,Ocak,D09,T0900,72.42716
Y2024,Ocak,D09,T1000,75.42347
Y2024,Ocak,D09,T1100,74.90242
Y2024,Ocak,D09,T1200,74.897995
Y2024,Ocak,D09,T1300,74.31415
Y2024,Ocak,D09,T1400,74.3941
Y2024,Ocak,D09,T1500,76.230736
Y2024,Ocak,D09,T1600,83.85702
Y2024,Ocak,D09,T1700,82.30205
Y2024,Ocak,D09,T1800,83.40833
Y2024,Ocak,D09,T1900,87.33327
Y2024,Ocak,D09,T2000,88.05649
Y2024,Ocak,D09,T2100,86.03032
Y2024,Ocak,D09,T2200,90.97576
Y2024,Ocak,D09,T2300,91.31327
Y2024,Ocak,D10,T0000,91.79538
Y2024,Ocak,D10,T0100,92.067665
Y2024,Ocak,D10,T0200,93.24274
Y2024,Ocak,D10,T0300,92.34266
Y2024,Ocak,D10,T0400,91.6357
Y2024,Ocak,D10,T0500,91.13705
Y2024,Ocak,D10,T0600,89.81249
Y2024,Ocak,D10,T0700,88.97692
Y2024,Ocak,D10,T0800,87.31645
Y2024,Ocak,D10,T0900,85.65405
Y2024,Ocak,D10,T1000,83.743935
Y2024,Ocak,D10,T1100,82.814476
Y2024,Ocak,D10,T1200,81.32003
Y2024,Ocak,D10,T1300,81.051346
Y2024,Ocak,D10,T1400,80.35215
Y2024,Ocak,D10,T1500,87.13257
Y2024,Ocak,D10,T1600,86.893906
Y2024,Ocak,D10,T1700,90.47174
Y2024,Ocak,D10,T1800,90.81773
Y2024,Ocak,D10,T1900,91.76784
Y2024,Ocak,D10,T2000,91.183044
Y2024,Ocak,D10,T2100,91.711464
Y2024,Ocak,D10,T2200,91.0796
Y2024,Ocak,D10,T2300,90.71539
Y2024,Ocak,D11,T0000,91.10898
Y2024,Ocak,D11,T0100,90.55046
Y2024,Ocak,D11,T0200,89.16612
Y2024,Ocak,D11,T0300,88.21562
Y2024,Ocak,D11,T0400,86.02789
Y2024,Ocak,D11,T0500,87.41808
Y2024,Ocak,D11,T0600,87.742004
Y2024,Ocak,D11,T0700,88.59176
Y2024,Ocak,D11,T0800,89.12675
Y2024,Ocak,D11,T0900,85.04981
Y2024,Ocak,D11,T1000,85.14428
Y2024,Ocak,D11,T1100,84.70507
Y2024,Ocak,D11,T1200,83.10207
Y2024,Ocak,D11,T1300,82.75533
Y2024,Ocak,D11,T1400,83.356255
Y2024,Ocak,D11,T1500,85.45649
Y2024,Ocak,D11,T1600,85.77664
Y2024,Ocak,D11,T1700,87.91999
Y2024,Ocak,D11,T1800,89.16565
Y2024,Ocak,D11,T1900,90.93498
Y2024,Ocak,D11,T2000,91.02635
