Yil,Ay,Gun,Saat,Nem
Y2023,Mayıs,D16,T0200,96.456955
Y2023,Mayıs,D16,T0300,94.05188
Y2023,Mayıs,D16,T0400,95.693275
Y2023,Mayıs,D16,T0500,95.689384
Y2023,Mayıs,D16,T0600,95.8107
Y2023,Mayıs,D16,T0700,95.10632
Y2023,Mayıs,D16,T0800,92.04253
Y2023,Mayıs,D16,T0900,88.419556
Y2023,Mayıs,D16,T1000,90.084274
Y2023,Mayıs,D16,T1100,86.44875
Y2023,Mayıs,D16,T1200,84.115395
Y2023,Mayıs,D16,T1300,80.19439
Y2023,Mayıs,D16,T1400,80.5183
Y2023,Mayıs,D16,T1500,79.116875
Y2023,Mayıs,D16,T1600,75.99287
Y2023,Mayıs,D16,T1700,71.91887
Y2023,Mayıs,D16,T1800,68.5325
Y2023,Mayıs,D16,T1900,63.86893
Y2023,Mayıs,D16,T2000,62.502922
Y2023,Mayıs,D16,T2100,63.742363
Y2023,Mayıs,D16,T2200,67.76179
Y2023,Mayıs,D16,T2300,68.05263
Y2023,Mayıs,D17,T0000,68.806404
Y2023,Mayıs,D17,T0100,69.25881
Y2023,Mayıs,D17,T0200,70.112915
Y2023,Mayıs,D17,T0300,72.15886
Y2023,Mayıs,D17,T0400,74.751335
Y2023,Mayıs,D17,T0500,75.769455
Y2023,Mayıs,D17,T0600,72.76641
Y2023,Mayıs,D17,T0700,70.94783
Y2023,Mayıs,D17,T0800,63.292072
Y2023,Mayıs,D17,T0900,57.320644
Y2023,Mayıs,D17,T1000,54.507633
Y2023,Mayıs,D17,T1100,54.154163
Y2023,Mayıs,D17,T1200,53.68708
Y2023,Mayıs,D17,T1300,53.381527
Y2023,Mayıs,D17,T1400,53.742172
Y2023,Mayıs,D17,T1500,53.89522
Y2023,Mayıs,D17,T1600,55.746155
Y2023,Mayıs,D17,T1700,56.97915
Y2023,Mayıs,D17,T1800,59.002666
Y2023,Mayıs,D17,T1900,61.919968
Y2023,Mayıs,D17,T2000,64.72118
Y2023,Mayıs,D17,T2100,67.552216
Y2023,Mayıs,D17,T2200,72.49038
Y2023,Mayıs,D17,T2300,74.71007
Y2023,Mayıs,D18,T0000,76.75103
Y2023,Mayıs,D18,T0100,80.35439
Y2023,Mayıs,D18,T0200,82.75646
Y2023,Mayıs,D18,T0300,84.49429
Y2023,Mayıs,D18,T0400,84.90251
Y2023,Mayıs,D18,T0500,80.32997
Y2023,Mayıs,D18,T0600,74.15516
Y2023,Mayıs,D18,T0700,68.83158
Y2023,Mayıs,D18,T0800,64.79346
Y2023,Mayıs,D18,T0900,58.097576
Y2023,Mayıs,D18,T1000,54.552963
Y2023,Mayıs,D18,T1100,54.089394
Y2023,Mayıs,D18,T1200,53.24843
Y2023,Mayıs,D18,T1300,52.540764
Y2023,Mayıs,D18,T1400,52.769722
Y2023,Mayıs,D18,T1500,53.209988
Y2023,Mayıs,D18,T1600,56.350666
Y2023,Mayıs,D18,T1700,58.541527
Y2023,Mayıs,D18,T1800,62.142925
Y2023,Mayıs,D18,T1900,65.65736
Y2023,Mayıs,D18,T2000,68.09967
Y2023,Mayıs,D18,T2100,70.73177
Y2023,Mayıs,D18,T2200,67.4154
Y2023,Mayıs,D18,T2300,70.944595
Y2023,Mayıs,D19,T0000,72.330376
Y2023,Mayıs,D19,T0100,75.296555
Y2023,Mayıs,D19,T0200,78.26069
Y2023,Mayıs,D19,T0300,80.4258
Y2023,Mayıs,D19,T0400,81.51981
Y2023,Mayıs,D19,T0500,80.37356
Y2023,Mayıs,D19,T0600,74.99056
Y2023,Mayıs,D19,T0700,70.22643
Y2023,Mayıs,D19,T0800,65.72017
Y2023,Mayıs,D19,T0900,63.4798
Y2023,Mayıs,D19,T1000,61.67216
Y2023,Mayıs,D19,T1100,60.617935
Y2023,Mayıs,D19,T1200,60.826763
Y2023,Mayıs,D19,T1300,61.077682
Y2023,Mayıs,D19,T1400,60.814667
Y2023,Mayıs,D19,T1500,61.549873
Y2023,Mayıs,D19,T1600,61.772923
Y2023,Mayıs,D19,T1700,62.90918
Y2023,Mayıs,D19,T1800,64.51892
Y2023,Mayıs,D19,T1900,65.96235
Y2023,Mayıs,D19,T2000,68.09218
Y2023,Mayıs,D19,T2100,71.115135
Y2023,Mayıs,D19,T2200,75.276024
Y2023,Mayıs,D19,T2300,74.531494
Y2023,Mayıs,D20,T0000,75.77334
Y2023,Mayıs,D20,T0100,79.97246
Y2023,Mayıs,D20,T0200,82.38613
Y2023,Mayıs,D20,T0300,83.90731
Y2023,Mayıs,D20,T0400,85.210045
Y2023,Mayıs,D20,T0500,84.75363
Y2023,Mayıs,D20,T0600,81.71139
Y2023,Mayıs,D20,T0700,79.14811
Y2023,Mayıs,D20,T0800,77.210976
Y2023,Mayıs,D20,T0900,74.21494
Y2023,Mayıs,D20,T1000,72.52419
Y2023,Mayıs,D20,T1100,71.95717
Y2023,Mayıs,D20,T1200,70.54486
Y2023,Mayıs,D20,T1300,69.87498
Y2023,Mayıs,D20,T1400,68.62967
Y2023,Mayıs,D20,T1500,69.847755
Y2023,Mayıs,D20,T1600,72.7691
Y2023,Mayıs,D20,T1700,74.39415
Y2023,Mayıs,D20,T1800,76.78759
Y2023,Mayıs,D20,T1900,82.420135
Y2023,Mayıs,D20,T2000,84.510216
Y2023,Mayıs,D20,T2100,89.0744
Y2023,Mayıs,D20,T2200,90.564896
Y2023,Mayıs,D20,T2300,92.64678
Y2023,Mayıs,D21,T0000,93.310005
Y2023,Mayıs,D21,T0100,93.27113
Y2023,Mayıs,D21,T0200,94.74321
Y2023,Mayıs,D21,T0300,95.48971
Y2023,Mayıs,D21,T0400,95.61543
Y2023,Mayıs,D21,T0500,97.38833
Y2023,Mayıs,D21,T0600,93.83259
Y2023,Mayıs,D21,T0700,87.455795
Y2023,Mayıs,D21,T0800,79.86843
Y2023,Mayıs,D21,T0900,74.50849
Y2023,Mayıs,D21,T1000,69.42125
Y2023,Mayıs,D21,T1100,65.01215
Y2023,Mayıs,D21,T1200,61.54146
Y2023,Mayıs,D21,T1300,58.22605
Y2023,Mayıs,D21,T1400,55.24129
Y2023,Mayıs,D21,T1500,53.356785
Y2023,Mayıs,D21,T1600,55.082684
Y2023,Mayıs,D21,T1700,60.95676
Y2023,Mayıs,D21,T1800,69.24573
Y2023,Mayıs,D21,T1900,75.55298
Y2023,Mayıs,D21,T2000,80.28663
Y2023,Mayıs,D21,T2100,85.34902
Y2023,Mayıs,D21,T2200,85.29628
Y2023,Mayıs,D21,T2300,85.81885
Y2023,Mayıs,D22,T0000,89.163185
Y2023,Mayıs,D22,T0100,89.55752
Y2023,Mayıs,D22,T0200,91.39484
Y2023,Mayıs,D22,T0300,92.44695
Y2023,Mayıs,D22,T0400,92.5734
Y2023,Mayıs,D22,T0500,91.36416
Y2023,Mayıs,D22,T0600,86.243515
Y2023,Mayıs,D22,T0700,78.988884
Y2023,Mayıs,D22,T0800,73.48925
Y2023,Mayıs,D22,T0900,65.96341
Y2023,Mayıs,D22,T1000,62.461872
Y2023,Mayıs,D22,T1100,55.176205
Y2023,Mayıs,D22,T1200,49.77711
Y2023,Mayıs,D22,T1300,46.512386
Y2023,Mayıs,D22,T1400,46.149082
Y2023,Mayıs,D22,T1500,49.154686
Y2023,Mayıs,D22,T1600,54.75535
Y2023,Mayıs,D22,T1700,57.706875
Y2023,Mayıs,D22,T1800,66.70842
Y2023,Mayıs,D22,T1900,70.33019
Y2023,Mayıs,D22,T2000,79.85168
Y2023,Mayıs,D22,T2100,83.48433
Y2023,Mayıs,D22,T2200,86.636086
Y2023,Mayıs,D22,T2300,85.6449
Y2023,Mayıs,D23,T0000,87.72121
Y2023,Mayıs,D23,T0100,91.81404
Y2023,Mayıs,D23,T0200,91.17007
Y2023,Mayıs,D23,T0300,92.583084
Y2023,Mayıs,D23,T0400,93.89041
Y2023,Mayıs,D23,T0500,93.31459
Y2023,Mayıs,D23,T0600,90.22229
Y2023,Mayıs,D23,T0700,88.14596
Y2023,Mayıs,D23,T0800,84.49893
Y2023,Mayıs,D23,T0900,81.145035
Y2023,Mayıs,D23,T1000,76.89346
Y2023,Mayıs,D23,T1100,71.130264
Y2023,Mayıs,D23,T1200,69.093765
Y2023,Mayıs,D23,T1300,65.7757
Y2023,Mayıs,D23,T1400,64.091125
Y2023,Mayıs,D23,T1500,61.32744
Y2023,Mayıs,D23,T1600,59.223766
Y2023,Mayıs,D23,T1700,60.461124
Y2023,Mayıs,D23,T1800,61.968353
Y2023,Mayıs,D23,T1900,65.11025
Y2023,Mayıs,D23,T2000,69.15816
Y2023,Mayıs,D23,T2100,73.80153
Y2023,Mayıs,D23,T2200,74.16716
Y2023,Mayıs,D23,T2300,76.930435
Y2023,Mayıs,D24,T0000,78.18735
Y2023,Mayıs,D24,T0100,79.6143
Y2023,Mayıs,D24,T0200,78.97105
Y2023,Mayıs,D24,T0300,79.2794
Y2023,Mayıs,D24,T0400,79.29533
Y2023,Mayıs,D24,T0500,78.72277
Y2023,Mayıs,D24,T0600,77.01177
Y2023,Mayıs,D24,T0700,75.74607
Y2023,Mayıs,D24,T0800,74.91834
Y2023,Mayıs,D24,T0900,75.278564
Y2023,Mayıs,D24,T1000,71.88559
Y2023,Mayıs,D24,T1100,67.67077
Y2023,Mayıs,D24,T1200,64.58183
Y2023,Mayıs,D24,T1300,60.898087
Y2023,Mayıs,D24,T1400,57.613983
Y2023,Mayıs,D24,T1500,56.015873
Y2023,Mayıs,D24,T1600,53.21474
Y2023,Mayıs,D24,T1700,53.9803
Y2023,Mayıs,D24,T1800,56.91649
Y2023,Mayıs,D24,T1900,59.554935
Y2023,Mayıs,D24,T2000,62.389606
Y2023,Mayıs,D24,T2100,64.791145
Y2023,Mayıs,D24,T2200,65.9231
Y2023,Mayıs,D24,T2300,67.75902
Y2023,Mayıs,D25,T0000,69.73234
Y2023,Mayıs,D25,T0100,68.52807
Y2023,Mayıs,D25,T0200,68.615425
Y2023,Mayıs,D25,T0300,69.30743
Y2023,Mayıs,D25,T0400,71.082825
Y2023,Mayıs,D25,T0500,71.156746
Y2023,Mayıs,D25,T0600,68.79234
Y2023,Mayıs,D25,T0700,66.82183
Y2023,Mayıs,D25,T0800,65.14301
Y2023,Mayıs,D25,T0900,63.07946
Y2023,Mayıs,D25,T1000,60.760143
Y2023,Mayıs,D25,T1100,60.592354
Y2023,Mayıs,D25,T1200,58.622803
Y2023,Mayıs,D25,T1300,57.36296
Y2023,Mayıs,D25,T1400,57.219402
Y2023,Mayıs,D25,T1500,58.976612
Y2023,Mayıs,D25,T1600,59.947796
Y2023,Mayıs,D25,T1700,62.16227
Y2023,Mayıs,D25,T1800,64.71083
Y2023,Mayıs,D25,T1900,72.151566
Y2023,Mayıs,D25,T2000,77.76744
Y2023,Mayıs,D25,T2100,81.53445
Y2023,Mayıs,D25,T2200,84.39585
Y2023,Mayıs,D25,T2300,85.40125
Y2023,Mayıs,D26,T0000,87.803734
Y2023,Mayıs,D26,T0100,88.82148
Y2023,Mayıs,D26,T0200,90.304375
Y2023,Mayıs,D26,T0300,92.00317
Y2023,Mayıs,D26,T0400,93.24373
Y2023,Mayıs,D26,T0500,91.39618
Y2023,Mayıs,D26,T0600,85.65032
Y2023,Mayıs,D26,T0700,76.45298
Y2023,Mayıs,D26,T0800,69.97431
Y2023,Mayıs,D26,T0900,65.426186
Y2023,Mayıs,D26,T1000,60.551033
Y2023,Mayıs,D26,T1100,58.327206
Y2023,Mayıs,D26,T1200,56.45844
Y2023,Mayıs,D26,T1300,54.812138
Y2023,Mayıs,D26,T1400,53.646873
Y2023,Mayıs,D26,T1500,52.525135
Y2023,Mayıs,D26,T1600,50.782013
Y2023,Mayıs,D26,T1700,50.391335
Y2023,Mayıs,D26,T1800,50.79024
Y2023,Mayıs,D26,T1900,53.599876
Y2023,Mayıs,D26,T2000,58.781902
Y2023,Mayıs,D26,T2100,64.99542
Y2023,Mayıs,D26,T2200,74.126434
Y2023,Mayıs,D26,T2300,77.17557
Y2023,Mayıs,D27,T0000,79.75116
Y2023,Mayıs,D27,T0100,81.757935
Y2023,Mayıs,D27,T0200,83.01318
Y2023,Mayıs,D27,T0300,84.53436
Y2023,Mayıs,D27,T0400,85.19334
Y2023,Mayıs,D27,T0500,80.60704
Y2023,Mayıs,D27,T0600,71.68966
Y2023,Mayıs,D27,T0700,64.29602
Y2023,Mayıs,D27,T0800,59.871414
Y2023,Mayıs,D27,T0900,56.38902
Y2023,Mayıs,D27,T1000,53.860664
Y2023,Mayıs,D27,T1100,50.099365
Y2023,Mayıs,D27,T1200,46.823486
Y2023,Mayıs,D27,T1300,43.859165
Y2023,Mayıs,D27,T1400,41.542904
Y2023,Mayıs,D27,T1500,39.720573
Y2023,Mayıs,D27,T1600,39.34035
Y2023,Mayıs,D27,T1700,42.231693
Y2023,Mayıs,D27,T1800,46.822693
Y2023,Mayıs,D27,T1900,54.38757
Y2023,Mayıs,D27,T2000,63.40981
Y2023,Mayıs,D27,T2100,63.353935
Y2023,Mayıs,D27,T2200,73.66879
Y2023,Mayıs,D27,T2300,75.994415
Y2023,Mayıs,D28,T0000,79.35835
Y2023,Mayıs,D28,T0100,82.57889
Y2023,Mayıs,D28,T0200,84.815865
Y2023,Mayıs,D28,T0300,86.02753
Y2023,Mayıs,D28,T0400,86.864136
Y2023,Mayıs,D28,T0500,82.42276
Y2023,Mayıs,D28,T0600,74.490654
Y2023,Mayıs,D28,T0700,62.146015
Y2023,Mayıs,D28,T0800,54.19733
Y2023,Mayıs,D28,T0900,48.9094
Y2023,Mayıs,D28,T1000,48.106464
Y2023,Mayıs,D28,T1100,45.431225
Y2023,Mayıs,D28,T1200,42.946507
Y2023,Mayıs,D28,T1300,39.986954
Y2023,Mayıs,D28,T1400,38.369972
Y2023,Mayıs,D28,T1500,36.51076
Y2023,Mayıs,D28,T1600,36.1161
Y2023,Mayıs,D28,T1700,37.71614
Y2023,Mayıs,D28,T1800,40.804996
Y2023,Mayıs,D28,T1900,45.6957
Y2023,Mayıs,D28,T2000,53.708282
Y2023,Mayıs,D28,T2100,60.451077
Y2023,Mayıs,D28,T2200,70.092865
Y2023,Mayıs,D28,T2300,72.8973
Y2023,Mayıs,D29,T0000,76.61029
Y2023,Mayıs,D29,T0100,80.44702
Y2023,Mayıs,D29,T0200,82.25496
Y2023,Mayıs,D29,T0300,84.91293
Y2023,Mayıs,D29,T0400,86.715965
Y2023,Mayıs,D29,T0500,83.4327
Y2023,Mayıs,D29,T0600,71.44117
Y2023,Mayıs,D29,T0700,61.727787
Y2023,Mayıs,D29,T0800,53.827465
Y2023,Mayıs,D29,T0900,47.658768
Y2023,Mayıs,D29,T1000,42.71156
Y2023,Mayıs,D29,T1100,38.48973
Y2023,Mayıs,D29,T1200,35.619255
Y2023,Mayıs,D29,T1300,34.239025
Y2023,Mayıs,D29,T1400,32.473145
Y2023,Mayıs,D29,T1500,30.503126
Y2023,Mayıs,D29,T1600,29.984982
Y2023,Mayıs,D29,T1700,32.369965
Y2023,Mayıs,D29,T1800,35.338287
Y2023,Mayıs,D29,T1900,38.96199
Y2023,Mayıs,D29,T2000,44.368977
Y2023,Mayıs,D29,T2100,49.971077
Y2023,Mayıs,D29,T2200,59.631767
Y2023,Mayıs,D29,T2300,63.216637
Y2023,Mayıs,D30,T0000,68.82738
Y2023,Mayıs,D30,T0100,74.04136
Y2023,Mayıs,D30,T0200,77.453804
Y2023,Mayıs,D30,T0300,79.0753
Y2023,Mayıs,D30,T0400,81.32329
Y2023,Mayıs,D30,T0500,78.640465
Y2023,Mayıs,D30,T0600,68.51398
Y2023,Mayıs,D30,T0700,61.391754
Y2023,Mayıs,D30,T0800,55.268944
Y2023,Mayıs,D30,T0900,51.060333
Y2023,Mayıs,D30,T1000,49.56162
Y2023,Mayıs,D30,T1100,46.202557
Y2023,Mayıs,D30,T1200,41.78479
Y2023,Mayıs,D30,T1300,38.18238
Y2023,Mayıs,D30,T1400,37.143494
Y2023,Mayıs,D30,T1500,36.16392
Y2023,Mayıs,D30,T1600,36.421337
Y2023,Mayıs,D30,T1700,36.271267
Y2023,Mayıs,D30,T1800,37.63197
Y2023,Mayıs,D30,T1900,39.520313
Y2023,Mayıs,D30,T2000,43.828964
Y2023,Mayıs,D30,T2100,47.00746
Y2023,Mayıs,D30,T2200,51.39692
Y2023,Mayıs,D30,T2300,54.561844
Y2023,Mayıs,D31,T0000,57.42481
Y2023,Mayıs,D31,T0100,60.73668
Y2023,Mayıs,D31,T0200,62.943146
Y2023,Mayıs,D31,T0300,66.5668
Y2023,Mayıs,D31,T0400,69.766754
Y2023,Mayıs,D31,T0500,65.94076
Y2023,Mayıs,D31,T0600,57.55661
Y2023,Mayıs,D31,T0700,50.36822
Y2023,Mayıs,D31,T0800,45.962517
Y2023,Mayıs,D31,T0900,42.860527
Y2023,Mayıs,D31,T1000,40.43352
Y2023,Mayıs,D31,T1100,38.269474
Y2023,Mayıs,D31,T1200,35.72356
Y2023,Mayıs,D31,T1300,33.141163
Y2023,Mayıs,D31,T1400,30.085207
Y2023,Mayıs,D31,T1500,27.862686
Y2023,Mayıs,D31,T1600,26.79793
Y2023,Mayıs,D31,T1700,27.5026
Y2023,Mayıs,D31,T1800,32.849983
Y2023,Mayıs,D31,T1900,39.09549
Y2023,Mayıs,D31,T2000,48.547108
Y2023,Mayıs,D31,T2100,57.574867
Y2023,Mayıs,D31,T2200,61.942318
Y2023,Mayıs,D31,T2300,63.91224
Y2023,Haziran,D01,T0000,66.54518
Y2023,Haziran,D01,T0100,70.38064
Y2023,Haziran,D01,T0200,76.83805
Y2023,Haziran,D01,T0300,78.45397
Y2023,Haziran,D01,T0400,82.79788
Y2023,Haziran,D01,T0500,76.92556
Y2023,Haziran,D01,T0600,66.68787
Y2023,Haziran,D01,T0700,55.971245
Y2023,Haziran,D01,T0800,49.125164
Y2023,Haziran,D01,T0900,45.619946
Y2023,Haziran,D01,T1000,44.25506
Y2023,Haziran,D01,T1100,41.41627
Y2023,Haziran,D01,T1200,38.341167
Y2023,Haziran,D01,T1300,37.570118
Y2023,Haziran,D01,T1400,35.84707
Y2023,Haziran,D01,T1500,34.437027
Y2023,Haziran,D01,T1600,34.18425
Y2023,Haziran,D01,T1700,33.965576
Y2023,Haziran,D01,T1800,35.63889
Y2023,Haziran,D01,T1900,40.43573
Y2023,Haziran,D01,T2000,51.645897
Y2023,Haziran,D01,T2100,47.15886
Y2023,Haziran,D01,T2200,60.599014
Y2023,Haziran,D01,T2300,63.71482
Y2023,Haziran,D02,T0000,66.450325
Y2023,Haziran,D02,T0100,69.33216
Y2023,Haziran,D02,T0200,74.5296
Y2023,Haziran,D02,T0300,75.372475
Y2023,Haziran,D02,T0400,74.207924
Y2023,Haziran,D02,T0500,76.22923
Y2023,Haziran,D02,T0600,67.154465
Y2023,Haziran,D02,T0700,60.79142
Y2023,Haziran,D02,T0800,55.18499
Y2023,Haziran,D02,T0900,51.26741
Y2023,Haziran,D02,T1000,45.62851
Y2023,Haziran,D02,T1100,42.076492
Y2023,Haziran,D02,T1200,38.552135
Y2023,Haziran,D02,T1300,36.92972
Y2023,Haziran,D02,T1400,34.84727
Y2023,Haziran,D02,T1500,33.665462
Y2023,Haziran,D02,T1600,33.40355
Y2023,Haziran,D02,T1700,33.218025
Y2023,Haziran,D02,T1800,35.061314
Y2023,Haziran,D02,T1900,36.579025
Y2023,Haziran,D02,T2000,41.976944
Y2023,Haziran,D02,T2100,48.730045
Y2023,Haziran,D02,T2200,55.89466
Y2023,Haziran,D02,T2300,61.322517
Y2023,Haziran,D03,T0000,66.318924
Y2023,Haziran,D03,T0100,69.09783
Y2023,Haziran,D03,T0200,70.46478
Y2023,Haziran,D03,T0300,74.57091
Y2023,Haziran,D03,T0400,78.97699
Y2023,Haziran,D03,T0500,78.26568
Y2023,Haziran,D03,T0600,64.593834
Y2023,Haziran,D03,T0700,57.444683
Y2023,Haziran,D03,T0800,53.039948
Y2023,Haziran,D03,T0900,49.18437
Y2023,Haziran,D03,T1000,46.393536
Y2023,Haziran,D03,T1100,43.225723
Y2023,Haziran,D03,T1200,40.27724
Y2023,Haziran,D03,T1300,38.10291
Y2023,Haziran,D03,T1400,35.05713
Y2023,Haziran,D03,T1500,34.68812
Y2023,Haziran,D03,T1600,33.976936
Y2023,Haziran,D03,T1700,35.488968
Y2023,Haziran,D03,T1800,45.980717
Y2023,Haziran,D03,T1900,35.82539
Y2023,Haziran,D03,T2000,41.787823
Y2023,Haziran,D03,T2100,52.305428
Y2023,Haziran,D03,T2200,71.56198
Y2023,Haziran,D03,T2300,75.888084
Y2023,Haziran,D04,T0000,79.59808
Y2023,Haziran,D04,T0100,81.16342
Y2023,Haziran,D04,T0200,81.46545
Y2023,Haziran,D04,T0300,83.516846
Y2023,Haziran,D04,T0400,85.61057
Y2023,Haziran,D04,T0500,80.64526
Y2023,Haziran,D04,T0600,72.3907
Y2023,Haziran,D04,T0700,62.216927
Y2023,Haziran,D04,T0800,57.251896
Y2023,Haziran,D04,T0900,54.597286
Y2023,Haziran,D04,T1000,51.70856
Y2023,Haziran,D04,T1100,47.29973
Y2023,Haziran,D04,T1200,42.105118
Y2023,Haziran,D04,T1300,40.460163
Y2023,Haziran,D04,T1400,36.12674
Y2023,Haziran,D04,T1500,32.857216
Y2023,Haziran,D04,T1600,36.023724
Y2023,Haziran,D04,T1700,38.624584
Y2023,Haziran,D04,T1800,43.19264
Y2023,Haziran,D04,T1900,46.05645
Y2023,Haziran,D04,T2000,51.70194
Y2023,Haziran,D04,T2100,54.992737
Y2023,Haziran,D04,T2200,63.149693
Y2023,Haziran,D04,T2300,64.24135
Y2023,Haziran,D05,T0000,62.66535
Y2023,Haziran,D05,T0100,65.607544
Y2023,Haziran,D05,T0200,69.930244
Y2023,Haziran,D05,T0300,74.53925
Y2023,Haziran,D05,T0400,79.560776
Y2023,Haziran,D05,T0500,73.52603
Y2023,Haziran,D05,T0600,63.45192
Y2023,Haziran,D05,T0700,50.922707
Y2023,Haziran,D05,T0800,43.01964
Y2023,Haziran,D05,T0900,38.732304
Y2023,Haziran,D05,T1000,37.76518
Y2023,Haziran,D05,T1100,34.395504
Y2023,Haziran,D05,T1200,31.985163
Y2023,Haziran,D05,T1300,30.15562
Y2023,Haziran,D05,T1400,30.038467
Y2023,Haziran,D05,T1500,29.359274
Y2023,Haziran,D05,T1600,29.952486
Y2023,Haziran,D05,T1700,30.042065
Y2023,Haziran,D05,T1800,32.39377
Y2023,Haziran,D05,T1900,34.529816
Y2023,Haziran,D05,T2000,37.166946
Y2023,Haziran,D05,T2100,47.06549
Y2023,Haziran,D05,T2200,52.314774
Y2023,Haziran,D05,T2300,55.24575
Y2023,Haziran,D06,T0000,59.7256
Y2023,Haziran,D06,T0100,69.04519
Y2023,Haziran,D06,T0200,75.7769
Y2023,Haziran,D06,T0300,79.96687
Y2023,Haziran,D06,T0400,81.199165
Y2023,Haziran,D06,T0500,75.726265
Y2023,Haziran,D06,T0600,65.47025
Y2023,Haziran,D06,T0700,57.943703
Y2023,Haziran,D06,T0800,54.13772
Y2023,Haziran,D06,T0900,47.722584
Y2023,Haziran,D06,T1000,42.234486
Y2023,Haziran,D06,T1100,37.86708
Y2023,Haziran,D06,T1200,33.10752
Y2023,Haziran,D06,T1300,29.93308
Y2023,Haziran,D06,T1400,28.453032
Y2023,Haziran,D06,T1500,27.195667
Y2023,Haziran,D06,T1600,26.82137
Y2023,Haziran,D06,T1700,26.547714
Y2023,Haziran,D06,T1800,33.715714
Y2023,Haziran,D06,T1900,25.380548
Y2023,Haziran,D06,T2000,38.763283
Y2023,Haziran,D06,T2100,47.46422
Y2023,Haziran,D06,T2200,54.37712
Y2023,Haziran,D06,T2300,60.05396
Y2023,Haziran,D07,T0000,66.10469
Y2023,Haziran,D07,T0100,70.48089
Y2023,Haziran,D07,T0200,76.57634
Y2023,Haziran,D07,T0300,80.491234
Y2023,Haziran,D07,T0400,83.43641
Y2023,Haziran,D07,T0500,76.694496
Y2023,Haziran,D07,T0600,65.5096
Y2023,Haziran,D07,T0700,56.450275
Y2023,Haziran,D07,T0800,50.69873
Y2023,Haziran,D07,T0900,45.77607
Y2023,Haziran,D07,T1000,37.971367
Y2023,Haziran,D07,T1100,33.145847
Y2023,Haziran,D07,T1200,29.684092
Y2023,Haziran,D07,T1300,26.674355
Y2023,Haziran,D07,T1400,25.16403
Y2023,Haziran,D07,T1500,24.017786
Y2023,Haziran,D07,T1600,24.722485
Y2023,Haziran,D07,T1700,25.387705
Y2023,Haziran,D07,T1800,29.2131
Y2023,Haziran,D07,T1900,43.598373
Y2023,Haziran,D07,T2000,49.21299
Y2023,Haziran,D07,T2100,55.274822
Y2023,Haziran,D07,T2200,63.02512
Y2023,Haziran,D07,T2300,66.17415
Y2023,Haziran,D08,T0000,71.46978
Y2023,Haziran,D08,T0100,76.657646
Y2023,Haziran,D08,T0200,81.719505
Y2023,Haziran,D08,T0300,86.40178
Y2023,Haziran,D08,T0400,86.68805
Y2023,Haziran,D08,T0500,78.26085
Y2023,Haziran,D08,T0600,66.92732
Y2023,Haziran,D08,T0700,56.808754
Y2023,Haziran,D08,T0800,51.200714
Y2023,Haziran,D08,T0900,45.00458
Y2023,Haziran,D08,T1000,39.079674
Y2023,Haziran,D08,T1100,35.582188
Y2023,Haziran,D08,T1200,34.02364
Y2023,Haziran,D08,T1300,30.159985
Y2023,Haziran,D08,T1400,30.188927
Y2023,Haziran,D08,T1500,27.46934
Y2023,Haziran,D08,T1600,29.207222
Y2023,Haziran,D08,T1700,31.98912
Y2023,Haziran,D08,T1800,42.95559
Y2023,Haziran,D08,T1900,36.883217
Y2023,Haziran,D08,T2000,51.268654
Y2023,Haziran,D08,T2100,61.798855
Y2023,Haziran,D08,T2200,74.31299
Y2023,Haziran,D08,T2300,78.31416
Y2023,Haziran,D09,T0000,83.28725
Y2023,Haziran,D09,T0100,87.123375
Y2023,Haziran,D09,T0200,89.06022
Y2023,Haziran,D09,T0300,90.04929
Y2023,Haziran,D09,T0400,90.1052
Y2023,Haziran,D09,T0500,80.914085
Y2023,Haziran,D09,T0600,70.680435
Y2023,Haziran,D09,T0700,60.587364
Y2023,Haziran,D09,T0800,54.277714
Y2023,Haziran,D09,T0900,49.184875
Y2023,Haziran,D09,T1000,40.975822
Y2023,Haziran,D09,T1100,35.992706
Y2023,Haziran,D09,T1200,31.763157
Y2023,Haziran,D09,T1300,28.683752
Y2023,Haziran,D09,T1400,26.115133
Y2023,Haziran,D09,T1500,26.958174
Y2023,Haziran,D09,T1600,28.133472
Y2023,Haziran,D09,T1700,29.40541
Y2023,Haziran,D09,T1800,35.241344
Y2023,Haziran,D09,T1900,42.254257
Y2023,Haziran,D09,T2000,48.431137
Y2023,Haziran,D09,T2100,51.933723
Y2023,Haziran,D09,T2200,57.36071
Y2023,Haziran,D09,T2300,54.37196
Y2023,Haziran,D10,T0000,62.909714
Y2023,Haziran,D10,T0100,69.20599
Y2023,Haziran,D10,T0200,78.529495
Y2023,Haziran,D10,T0300,81.32341
Y2023,Haziran,D10,T0400,86.7506
Y2023,Haziran,D10,T0500,77.74595
Y2023,Haziran,D10,T0600,68.1172
Y2023,Haziran,D10,T0700,61.51927
Y2023,Haziran,D10,T0800,54.71156
Y2023,Haziran,D10,T0900,48.345116
Y2023,Haziran,D10,T1000,42.876614
Y2023,Haziran,D10,T1100,38.112423
Y2023,Haziran,D10,T1200,33.77709
Y2023,Haziran,D10,T1300,31.672901
Y2023,Haziran,D10,T1400,30.413504
Y2023,Haziran,D10,T1500,30.378141
Y2023,Haziran,D10,T1600,30.787626
Y2023,Haziran,D10,T1700,30.622221
Y2023,Haziran,D10,T1800,34.31757
Y2023,Haziran,D10,T1900,37.757534
