Yil,Ay,Gun,Saat,Bulut
Y2023,Ekim,D13,T1800,1.0
Y2023,Ekim,D13,T1900,4.0
Y2023,Ekim,D13,T2000,14.0
Y2023,Ekim,D13,T2100,23.0
Y2023,Ekim,D13,T2200,51.0
Y2023,Ekim,D13,T2300,58.0
Y2023,Ekim,D14,T0000,69.0
Y2023,Ekim,D14,T0100,74.0
Y2023,Ekim,D14,T0200,55.0
Y2023,Ekim,D14,T0300,73.0
Y2023,Ekim,D14,T0400,80.0
Y2023,Ekim,D14,T0500,73.0
Y2023,Ekim,D14,T0600,72.0
Y2023,Ekim,D14,T0700,70.0
Y2023,Ekim,D14,T0800,60.0
Y2023,Ekim,D14,T0900,69.0
Y2023,Ekim,D14,T1000,74.0
Y2023,Ekim,D14,T1100,99.0
Y2023,Ekim,D14,T1200,93.0
Y2023,Ekim,D14,T1300,100.0
Y2023,Ekim,D14,T1400,95.0
Y2023,Ekim,D14,T1500,79.0
Y2023,Ekim,D14,T1600,53.0
Y2023,Ekim,D14,T1700,52.0
Y2023,Ekim,D14,T1800,53.0
Y2023,Ekim,D14,T1900,55.0
Y2023,Ekim,D14,T2000,41.0
Y2023,Ekim,D14,T2100,49.0
Y2023,Ekim,D14,T2200,85.0
Y2023,Ekim,D14,T2300,88.0
Y2023,Ekim,D15,T0000,99.0
Y2023,Ekim,D15,T0100,90.0
Y2023,Ekim,D15,T0200,72.0
Y2023,Ekim,D15,T0300,69.0
Y2023,Ekim,D15,T0400,65.0
Y2023,Ekim,D15,T0500,47.0
Y2023,Ekim,D15,T0600,31.0
Y2023,Ekim,D15,T0700,36.0
Y2023,Ekim,D15,T0800,27.0
Y2023,Ekim,D15,T0900,23.0
Y2023,Ekim,D15,T1000,26.0
Y2023,Ekim,D15,T1100,24.0
Y2023,Ekim,D15,T1200,50.0
Y2023,Ekim,D15,T1300,66.0
Y2023,Ekim,D15,T1400,57.0
Y2023,Ekim,D15,T1500,37.0
Y2023,Ekim,D15,T1600,26.400002
Y2023,Ekim,D15,T1700,28.500002
Y2023,Ekim,D15,T1800,28.800001
Y2023,Ekim,D15,T1900,29.7
Y2023,Ekim,D15,T2000,29.400002
Y2023,Ekim,D15,T2100,29.400002
Y2023,Ekim,D15,T2200,30.000002
Y2023,Ekim,D15,T2300,29.400002
Y2023,Ekim,D16,T0000,29.400002
Y2023,Ekim,D16,T0100,29.7
Y2023,Ekim,D16,T0200,30.000002
Y2023,Ekim,D16,T0300,29.7
Y2023,Ekim,D16,T0400,30.000002
Y2023,Ekim,D16,T0500,29.1
Y2023,Ekim,D16,T0600,28.800001
Y2023,Ekim,D16,T0700,28.2
Y2023,Ekim,D16,T0800,28.2
Y2023,Ekim,D16,T0900,24.300001
Y2023,Ekim,D16,T1000,16.5
Y2023,Ekim,D16,T1100,5.4
Y2023,Ekim,D16,T1200,4.2000003
Y2023,Ekim,D16,T1300,0.90000004
Y2023,Ekim,D16,T1400,0.0
Y2023,Ekim,D16,T1500,4.8
Y2023,Ekim,D16,T1600,24.900002
Y2023,Ekim,D16,T1700,28.800001
Y2023,Ekim,D16,T1800,28.500002
Y2023,Ekim,D16,T1900,27.000002
Y2023,Ekim,D16,T2000,23.7
Y2023,Ekim,D16,T2100,22.5
Y2023,Ekim,D16,T2200,10.5
Y2023,Ekim,D16,T2300,8.1
Y2023,Ekim,D17,T0000,24.0
Y2023,Ekim,D17,T0100,28.500002
Y2023,Ekim,D17,T0200,29.1
Y2023,Ekim,D17,T0300,32.0
Y2023,Ekim,D17,T0400,27.6
Y2023,Ekim,D17,T0500,30.0
Y2023,Ekim,D17,T0600,28.0
Y2023,Ekim,D17,T0700,19.5
Y2023,Ekim,D17,T0800,27.000002
Y2023,Ekim,D17,T0900,28.500002
Y2023,Ekim,D17,T1000,37.0
Y2023,Ekim,D17,T1100,24.300001
Y2023,Ekim,D17,T1200,17.1
Y2023,Ekim,D17,T1300,25.800001
Y2023,Ekim,D17,T1400,38.0
Y2023,Ekim,D17,T1500,46.0
Y2023,Ekim,D17,T1600,65.0
Y2023,Ekim,D17,T1700,66.0
Y2023,Ekim,D17,T1800,38.0
Y2023,Ekim,D17,T1900,29.7
Y2023,Ekim,D17,T2000,30.000002
Y2023,Ekim,D17,T2100,29.400002
Y2023,Ekim,D17,T2200,38.0
Y2023,Ekim,D17,T2300,46.0
Y2023,Ekim,D18,T0000,59.0
Y2023,Ekim,D18,T0100,60.0
Y2023,Ekim,D18,T0200,60.0
Y2023,Ekim,D18,T0300,87.0
Y2023,Ekim,D18,T0400,78.0
Y2023,Ekim,D18,T0500,43.0
Y2023,Ekim,D18,T0600,48.0
Y2023,Ekim,D18,T0700,89.0
Y2023,Ekim,D18,T0800,100.0
Y2023,Ekim,D18,T0900,83.0
Y2023,Ekim,D18,T1000,91.0
Y2023,Ekim,D18,T1100,98.0
Y2023,Ekim,D18,T1200,81.0
Y2023,Ekim,D18,T1300,95.0
Y2023,Ekim,D18,T1400,98.0
Y2023,Ekim,D18,T1500,73.0
Y2023,Ekim,D18,T1600,88.0
Y2023,Ekim,D18,T1700,93.0
Y2023,Ekim,D18,T1800,98.0
Y2023,Ekim,D18,T1900,100.0
Y2023,Ekim,D18,T2000,99.0
Y2023,Ekim,D18,T2100,100.0
Y2023,Ekim,D18,T2200,99.0
Y2023,Ekim,D18,T2300,100.0
Y2023,Ekim,D19,T0000,89.0
Y2023,Ekim,D19,T0100,71.0
Y2023,Ekim,D19,T0200,78.0
Y2023,Ekim,D19,T0300,82.0
Y2023,Ekim,D19,T0400,28.800001
Y2023,Ekim,D19,T0500,46.0
Y2023,Ekim,D19,T0600,46.0
Y2023,Ekim,D19,T0700,63.0
Y2023,Ekim,D19,T0800,63.0
Y2023,Ekim,D19,T0900,77.0
Y2023,Ekim,D19,T1000,98.0
Y2023,Ekim,D19,T1100,94.0
Y2023,Ekim,D19,T1200,96.0
Y2023,Ekim,D19,T1300,88.0
Y2023,Ekim,D19,T1400,88.0
Y2023,Ekim,D19,T1500,87.0
Y2023,Ekim,D19,T1600,95.0
Y2023,Ekim,D19,T1700,71.0
Y2023,Ekim,D19,T1800,95.0
Y2023,Ekim,D19,T1900,95.0
Y2023,Ekim,D19,T2000,80.0
Y2023,Ekim,D19,T2100,99.0
Y2023,Ekim,D19,T2200,59.0
Y2023,Ekim,D19,T2300,60.0
Y2023,Ekim,D20,T0000,92.0
Y2023,Ekim,D20,T0100,98.0
Y2023,Ekim,D20,T0200,90.0
Y2023,Ekim,D20,T0300,63.0
Y2023,Ekim,D20,T0400,49.0
Y2023,Ekim,D20,T0500,88.0
Y2023,Ekim,D20,T0600,98.0
Y2023,Ekim,D20,T0700,98.0
Y2023,Ekim,D20,T0800,94.0
Y2023,Ekim,D20,T0900,95.0
Y2023,Ekim,D20,T1000,97.0
Y2023,Ekim,D20,T1100,82.0
Y2023,Ekim,D20,T1200,100.0
Y2023,Ekim,D20,T1300,99.0
Y2023,Ekim,D20,T1400,92.0
Y2023,Ekim,D20,T1500,67.0
Y2023,Ekim,D20,T1600,27.0
Y2023,Ekim,D20,T1700,53.0
Y2023,Ekim,D20,T1800,74.0
Y2023,Ekim,D20,T1900,68.0
Y2023,Ekim,D20,T2000,66.0
Y2023,Ekim,D20,T2100,70.0
Y2023,Ekim,D20,T2200,58.0
Y2023,Ekim,D20,T2300,60.0
Y2023,Ekim,D21,T0000,43.0
Y2023,Ekim,D21,T0100,50.0
Y2023,Ekim,D21,T0200,73.0
Y2023,Ekim,D21,T0300,65.0
Y2023,Ekim,D21,T0400,56.0
Y2023,Ekim,D21,T0500,31.0
Y2023,Ekim,D21,T0600,20.0
Y2023,Ekim,D21,T0700,13.0
Y2023,Ekim,D21,T0800,6.0
Y2023,Ekim,D21,T0900,8.0
Y2023,Ekim,D21,T1000,23.0
Y2023,Ekim,D21,T1100,22.0
Y2023,Ekim,D21,T1200,24.0
Y2023,Ekim,D21,T1300,26.0
Y2023,Ekim,D21,T1400,42.0
Y2023,Ekim,D21,T1500,31.0
Y2023,Ekim,D21,T1600,31.0
Y2023,Ekim,D21,T1700,21.0
Y2023,Ekim,D21,T1800,19.0
Y2023,Ekim,D21,T1900,12.0
Y2023,Ekim,D21,T2000,7.0
Y2023,Ekim,D21,T2100,16.0
Y2023,Ekim,D21,T2200,26.0
Y2023,Ekim,D21,T2300,38.0
Y2023,Ekim,D22,T0000,44.0
Y2023,Ekim,D22,T0100,59.0
Y2023,Ekim,D22,T0200,61.0
Y2023,Ekim,D22,T0300,68.0
Y2023,Ekim,D22,T0400,49.0
Y2023,Ekim,D22,T0500,21.0
Y2023,Ekim,D22,T0600,11.0
Y2023,Ekim,D22,T0700,7.0
Y2023,Ekim,D22,T0800,5.0
Y2023,Ekim,D22,T0900,5.0
Y2023,Ekim,D22,T1000,13.0
Y2023,Ekim,D22,T1100,36.0
Y2023,Ekim,D22,T1200,53.0
Y2023,Ekim,D22,T1300,60.0
Y2023,Ekim,D22,T1400,37.0
Y2023,Ekim,D22,T1500,30.0
Y2023,Ekim,D22,T1600,29.1
Y2023,Ekim,D22,T1700,27.900002
Y2023,Ekim,D22,T1800,30.0
Y2023,Ekim,D22,T1900,43.0
Y2023,Ekim,D22,T2000,72.0
Y2023,Ekim,D22,T2100,83.0
Y2023,Ekim,D22,T2200,0.3
Y2023,Ekim,D22,T2300,0.0
Y2023,Ekim,D23,T0000,0.0
Y2023,Ekim,D23,T0100,5.0
Y2023,Ekim,D23,T0200,2.0
Y2023,Ekim,D23,T0300,1.0
Y2023,Ekim,D23,T0400,11.0
Y2023,Ekim,D23,T0500,73.0
Y2023,Ekim,D23,T0600,75.0
Y2023,Ekim,D23,T0700,53.0
Y2023,Ekim,D23,T0800,95.0
Y2023,Ekim,D23,T0900,99.0
Y2023,Ekim,D23,T1000,99.0
Y2023,Ekim,D23,T1100,98.0
Y2023,Ekim,D23,T1200,81.0
Y2023,Ekim,D23,T1300,59.0
Y2023,Ekim,D23,T1400,51.0
Y2023,Ekim,D23,T1500,42.0
Y2023,Ekim,D23,T1600,64.0
Y2023,Ekim,D23,T1700,71.0
Y2023,Ekim,D23,T1800,63.0
Y2023,Ekim,D23,T1900,50.0
Y2023,Ekim,D23,T2000,48.0
Y2023,Ekim,D23,T2100,34.0
Y2023,Ekim,D23,T2200,47.0
Y2023,Ekim,D23,T2300,88.0
Y2023,Ekim,D24,T0000,72.0
Y2023,Ekim,D24,T0100,97.0
Y2023,Ekim,D24,T0200,100.0
Y2023,Ekim,D24,T0300,98.0
Y2023,Ekim,D24,T0400,96.0
Y2023,Ekim,D24,T0500,96.0
Y2023,Ekim,D24,T0600,100.0
Y2023,Ekim,D24,T0700,100.0
Y2023,Ekim,D24,T0800,100.0
Y2023,Ekim,D24,T0900,99.0
Y2023,Ekim,D24,T1000,100.0
Y2023,Ekim,D24,T1100,99.0
Y2023,Ekim,D24,T1200,87.0
Y2023,Ekim,D24,T1300,99.0
Y2023,Ekim,D24,T1400,99.0
Y2023,Ekim,D24,T1500,94.0
Y2023,Ekim,D24,T1600,48.0
Y2023,Ekim,D24,T1700,52.0
Y2023,Ekim,D24,T1800,43.0
Y2023,Ekim,D24,T1900,36.0
Y2023,Ekim,D24,T2000,27.0
Y2023,Ekim,D24,T2100,29.1
Y2023,Ekim,D24,T2200,58.0
Y2023,Ekim,D24,T2300,72.0
Y2023,Ekim,D25,T0000,82.0
Y2023,Ekim,D25,T0100,55.0
Y2023,Ekim,D25,T0200,46.0
Y2023,Ekim,D25,T0300,41.0
Y2023,Ekim,D25,T0400,34.0
Y2023,Ekim,D25,T0500,30.0
Y2023,Ekim,D25,T0600,48.0
Y2023,Ekim,D25,T0700,83.0
Y2023,Ekim,D25,T0800,78.0
Y2023,Ekim,D25,T0900,51.0
Y2023,Ekim,D25,T1000,52.0
Y2023,Ekim,D25,T1100,77.0
Y2023,Ekim,D25,T1200,95.0
Y2023,Ekim,D25,T1300,98.0
Y2023,Ekim,D25,T1400,77.0
Y2023,Ekim,D25,T1500,72.0
Y2023,Ekim,D25,T1600,57.0
Y2023,Ekim,D25,T1700,49.0
Y2023,Ekim,D25,T1800,49.0
Y2023,Ekim,D25,T1900,46.0
Y2023,Ekim,D25,T2000,32.0
Y2023,Ekim,D25,T2100,37.0
Y2023,Ekim,D25,T2200,30.0
Y2023,Ekim,D25,T2300,70.0
Y2023,Ekim,D26,T0000,62.0
Y2023,Ekim,D26,T0100,77.0
Y2023,Ekim,D26,T0200,83.0
Y2023,Ekim,D26,T0300,94.0
Y2023,Ekim,D26,T0400,99.0
Y2023,Ekim,D26,T0500,96.0
Y2023,Ekim,D26,T0600,92.0
Y2023,Ekim,D26,T0700,100.0
Y2023,Ekim,D26,T0800,94.0
Y2023,Ekim,D26,T0900,58.0
Y2023,Ekim,D26,T1000,38.0
Y2023,Ekim,D26,T1100,47.0
Y2023,Ekim,D26,T1200,70.0
Y2023,Ekim,D26,T1300,82.0
Y2023,Ekim,D26,T1400,99.0
Y2023,Ekim,D26,T1500,100.0
Y2023,Ekim,D26,T1600,100.0
Y2023,Ekim,D26,T1700,100.0
Y2023,Ekim,D26,T1800,100.0
Y2023,Ekim,D26,T1900,100.0
Y2023,Ekim,D26,T2000,100.0
Y2023,Ekim,D26,T2100,100.0
Y2023,Ekim,D26,T2200,94.0
Y2023,Ekim,D26,T2300,99.0
Y2023,Ekim,D27,T0000,100.0
Y2023,Ekim,D27,T0100,99.0
Y2023,Ekim,D27,T0200,100.0
Y2023,Ekim,D27,T0300,100.0
Y2023,Ekim,D27,T0400,90.0
Y2023,Ekim,D27,T0500,81.0
Y2023,Ekim,D27,T0600,69.0
Y2023,Ekim,D27,T0700,54.0
Y2023,Ekim,D27,T0800,36.0
Y2023,Ekim,D27,T0900,36.0
Y2023,Ekim,D27,T1000,57.0
Y2023,Ekim,D27,T1100,61.0
Y2023,Ekim,D27,T1200,45.0
Y2023,Ekim,D27,T1300,41.0
Y2023,Ekim,D27,T1400,35.0
Y2023,Ekim,D27,T1500,29.1
Y2023,Ekim,D27,T1600,29.400002
Y2023,Ekim,D27,T1700,30.000002
Y2023,Ekim,D27,T1800,57.0
Y2023,Ekim,D27,T1900,92.0
Y2023,Ekim,D27,T2000,88.0
Y2023,Ekim,D27,T2100,40.0
Y2023,Ekim,D27,T2200,45.0
Y2023,Ekim,D27,T2300,75.0
Y2023,Ekim,D28,T0000,69.0
Y2023,Ekim,D28,T0100,63.0
Y2023,Ekim,D28,T0200,72.0
Y2023,Ekim,D28,T0300,67.0
Y2023,Ekim,D28,T0400,76.0
Y2023,Ekim,D28,T0500,87.0
Y2023,Ekim,D28,T0600,84.0
Y2023,Ekim,D28,T0700,64.0
Y2023,Ekim,D28,T0800,30.0
Y2023,Ekim,D28,T0900,60.0
Y2023,Ekim,D28,T1000,37.0
Y2023,Ekim,D28,T1100,60.0
Y2023,Ekim,D28,T1200,20.0
Y2023,Ekim,D28,T1300,66.0
Y2023,Ekim,D28,T1400,62.0
Y2023,Ekim,D28,T1500,46.0
Y2023,Ekim,D28,T1600,91.0
Y2023,Ekim,D28,T1700,81.0
Y2023,Ekim,D28,T1800,57.0
Y2023,Ekim,D28,T1900,81.0
Y2023,Ekim,D28,T2000,30.000002
Y2023,Ekim,D28,T2100,30.000002
Y2023,Ekim,D28,T2200,29.1
Y2023,Ekim,D28,T2300,29.7
Y2023,Ekim,D29,T0000,29.7
Y2023,Ekim,D29,T0100,30.000002
Y2023,Ekim,D29,T0200,30.000002
Y2023,Ekim,D29,T0300,29.7
Y2023,Ekim,D29,T0400,29.7
Y2023,Ekim,D29,T0500,18.0
Y2023,Ekim,D29,T0600,95.0
Y2023,Ekim,D29,T0700,84.0
Y2023,Ekim,D29,T0800,80.0
Y2023,Ekim,D29,T0900,86.0
Y2023,Ekim,D29,T1000,36.0
Y2023,Ekim,D29,T1100,76.0
Y2023,Ekim,D29,T1200,68.0
Y2023,Ekim,D29,T1300,72.0
Y2023,Ekim,D29,T1400,71.0
Y2023,Ekim,D29,T1500,28.800001
Y2023,Ekim,D29,T1600,29.1
Y2023,Ekim,D29,T1700,38.0
Y2023,Ekim,D29,T1800,45.0
Y2023,Ekim,D29,T1900,51.0
Y2023,Ekim,D29,T2000,41.0
Y2023,Ekim,D29,T2100,41.0
Y2023,Ekim,D29,T2200,20.0
Y2023,Ekim,D29,T2300,19.2
Y2023,Ekim,D30,T0000,26.1
Y2023,Ekim,D30,T0100,10.5
Y2023,Ekim,D30,T0200,44.0
Y2023,Ekim,D30,T0300,61.0
Y2023,Ekim,D30,T0400,39.0
Y2023,Ekim,D30,T0500,22.0
Y2023,Ekim,D30,T0600,11.0
Y2023,Ekim,D30,T0700,18.0
Y2023,Ekim,D30,T0800,12.0
Y2023,Ekim,D30,T0900,12.0
Y2023,Ekim,D30,T1000,66.0
Y2023,Ekim,D30,T1100,91.0
Y2023,Ekim,D30,T1200,100.0
Y2023,Ekim,D30,T1300,100.0
Y2023,Ekim,D30,T1400,100.0
Y2023,Ekim,D30,T1500,100.0
Y2023,Ekim,D30,T1600,97.0
Y2023,Ekim,D30,T1700,97.0
Y2023,Ekim,D30,T1800,100.0
Y2023,Ekim,D30,T1900,100.0
Y2023,Ekim,D30,T2000,100.0
Y2023,Ekim,D30,T2100,100.0
Y2023,Ekim,D30,T2200,98.0
Y2023,Ekim,D30,T2300,95.0
Y2023,Ekim,D31,T0000,92.0
Y2023,Ekim,D31,T0100,89.0
Y2023,Ekim,D31,T0200,72.0
Y2023,Ekim,D31,T0300,46.0
Y2023,Ekim,D31,T0400,47.0
Y2023,Ekim,D31,T0500,67.0
Y2023,Ekim,D31,T0600,84.0
Y2023,Ekim,D31,T0700,98.0
Y2023,Ekim,D31,T0800,97.0
Y2023,Ekim,D31,T0900,74.0
Y2023,Ekim,D31,T1000,34.0
Y2023,Ekim,D31,T1100,55.0
Y2023,Ekim,D31,T1200,61.0
Y2023,Ekim,D31,T1300,79.0
Y2023,Ekim,D31,T1400,72.0
Y2023,Ekim,D31,T1500,74.0
Y2023,Ekim,D31,T1600,68.0
Y2023,Ekim,D31,T1700,51.0
Y2023,Ekim,D31,T1800,33.0
Y2023,Ekim,D31,T1900,55.0
Y2023,Ekim,D31,T2000,45.0
Y2023,Ekim,D31,T2100,36.0
Y2023,Ekim,D31,T2200,66.0
Y2023,Ekim,D31,T2300,93.0
Y2023,Kasım,D01,T0000,47.0
Y2023,Kasım,D01,T0100,19.2
Y2023,Kasım,D01,T0200,26.400002
Y2023,Kasım,D01,T0300,25.800001
Y2023,Kasım,D01,T0400,25.2
Y2023,Kasım,D01,T0500,17.7
Y2023,Kasım,D01,T0600,15.000001
Y2023,Kasım,D01,T0700,25.500002
Y2023,Kasım,D01,T0800,29.0
Y2023,Kasım,D01,T0900,44.0
Y2023,Kasım,D01,T1000,80.0
Y2023,Kasım,D01,T1100,81.0
Y2023,Kasım,D01,T1200,87.0
Y2023,Kasım,D01,T1300,87.0
Y2023,Kasım,D01,T1400,94.0
Y2023,Kasım,D01,T1500,99.0
Y2023,Kasım,D01,T1600,99.0
Y2023,Kasım,D01,T1700,96.0
Y2023,Kasım,D01,T1800,40.0
Y2023,Kasım,D01,T1900,14.0
Y2023,Kasım,D01,T2000,3.0
Y2023,Kasım,D01,T2100,6.0
Y2023,Kasım,D01,T2200,9.6
Y2023,Kasım,D01,T2300,87.0
Y2023,Kasım,D02,T0000,97.0
Y2023,Kasım,D02,T0100,90.0
Y2023,Kasım,D02,T0200,67.0
Y2023,Kasım,D02,T0300,85.0
Y2023,Kasım,D02,T0400,87.0
Y2023,Kasım,D02,T0500,87.0
Y2023,Kasım,D02,T0600,97.0
Y2023,Kasım,D02,T0700,93.0
Y2023,Kasım,D02,T0800,100.0
Y2023,Kasım,D02,T0900,100.0
Y2023,Kasım,D02,T1000,100.0
Y2023,Kasım,D02,T1100,99.0
Y2023,Kasım,D02,T1200,94.0
Y2023,Kasım,D02,T1300,86.0
Y2023,Kasım,D02,T1400,85.0
Y2023,Kasım,D02,T1500,91.0
Y2023,Kasım,D02,T1600,94.0
Y2023,Kasım,D02,T1700,77.0
Y2023,Kasım,D02,T1800,37.0
Y2023,Kasım,D02,T1900,11.0
Y2023,Kasım,D02,T2000,15.3
Y2023,Kasım,D02,T2100,44.0
Y2023,Kasım,D02,T2200,41.0
Y2023,Kasım,D02,T2300,88.0
Y2023,Kasım,D03,T0000,77.0
Y2023,Kasım,D03,T0100,77.0
Y2023,Kasım,D03,T0200,84.0
Y2023,Kasım,D03,T0300,91.0
Y2023,Kasım,D03,T0400,91.0
Y2023,Kasım,D03,T0500,89.0
Y2023,Kasım,D03,T0600,90.0
Y2023,Kasım,D03,T0700,89.0
Y2023,Kasım,D03,T0800,61.0
Y2023,Kasım,D03,T0900,68.0
Y2023,Kasım,D03,T1000,47.0
Y2023,Kasım,D03,T1100,71.0
Y2023,Kasım,D03,T1200,62.0
Y2023,Kasım,D03,T1300,44.0
Y2023,Kasım,D03,T1400,26.0
Y2023,Kasım,D03,T1500,21.6
Y2023,Kasım,D03,T1600,21.300001
Y2023,Kasım,D03,T1700,17.7
Y2023,Kasım,D03,T1800,30.0
Y2023,Kasım,D03,T1900,19.0
Y2023,Kasım,D03,T2000,11.0
Y2023,Kasım,D03,T2100,24.0
Y2023,Kasım,D03,T2200,52.0
Y2023,Kasım,D03,T2300,64.0
Y2023,Kasım,D04,T0000,50.0
Y2023,Kasım,D04,T0100,72.0
Y2023,Kasım,D04,T0200,77.0
Y2023,Kasım,D04,T0300,67.0
Y2023,Kasım,D04,T0400,56.0
Y2023,Kasım,D04,T0500,45.0
Y2023,Kasım,D04,T0600,38.0
Y2023,Kasım,D04,T0700,28.2
Y2023,Kasım,D04,T0800,64.0
Y2023,Kasım,D04,T0900,99.0
Y2023,Kasım,D04,T1000,67.0
Y2023,Kasım,D04,T1100,94.0
Y2023,Kasım,D04,T1200,99.0
Y2023,Kasım,D04,T1300,100.0
Y2023,Kasım,D04,T1400,97.0
Y2023,Kasım,D04,T1500,90.0
Y2023,Kasım,D04,T1600,100.0
Y2023,Kasım,D04,T1700,94.0
Y2023,Kasım,D04,T1800,100.0
Y2023,Kasım,D04,T1900,86.0
Y2023,Kasım,D04,T2000,74.0
Y2023,Kasım,D04,T2100,77.0
Y2023,Kasım,D04,T2200,67.0
Y2023,Kasım,D04,T2300,79.0
Y2023,Kasım,D05,T0000,52.0
Y2023,Kasım,D05,T0100,88.0
Y2023,Kasım,D05,T0200,97.0
Y2023,Kasım,D05,T0300,87.0
Y2023,Kasım,D05,T0400,86.0
Y2023,Kasım,D05,T0500,77.0
Y2023,Kasım,D05,T0600,71.0
Y2023,Kasım,D05,T0700,82.0
Y2023,Kasım,D05,T0800,84.0
Y2023,Kasım,D05,T0900,71.0
Y2023,Kasım,D05,T1000,27.0
Y2023,Kasım,D05,T1100,93.0
Y2023,Kasım,D05,T1200,49.0
Y2023,Kasım,D05,T1300,64.0
Y2023,Kasım,D05,T1400,89.0
Y2023,Kasım,D05,T1500,56.0
Y2023,Kasım,D05,T1600,37.0
Y2023,Kasım,D05,T1700,38.0
Y2023,Kasım,D05,T1800,40.0
Y2023,Kasım,D05,T1900,47.0
Y2023,Kasım,D05,T2000,35.0
Y2023,Kasım,D05,T2100,50.0
Y2023,Kasım,D05,T2200,60.0
Y2023,Kasım,D05,T2300,75.0
Y2023,Kasım,D06,T0000,74.0
Y2023,Kasım,D06,T0100,77.0
Y2023,Kasım,D06,T0200,71.0
Y2023,Kasım,D06,T0300,49.0
Y2023,Kasım,D06,T0400,44.0
Y2023,Kasım,D06,T0500,37.0
Y2023,Kasım,D06,T0600,37.0
Y2023,Kasım,D06,T0700,37.0
Y2023,Kasım,D06,T0800,47.0
Y2023,Kasım,D06,T0900,54.0
Y2023,Kasım,D06,T1000,77.0
Y2023,Kasım,D06,T1100,48.0
Y2023,Kasım,D06,T1200,79.0
Y2023,Kasım,D06,T1300,72.0
Y2023,Kasım,D06,T1400,68.0
Y2023,Kasım,D06,T1500,54.0
Y2023,Kasım,D06,T1600,60.0
Y2023,Kasım,D06,T1700,63.0
Y2023,Kasım,D06,T1800,35.0
Y2023,Kasım,D06,T1900,27.0
Y2023,Kasım,D06,T2000,22.0
Y2023,Kasım,D06,T2100,13.0
Y2023,Kasım,D06,T2200,31.0
Y2023,Kasım,D06,T2300,42.0
Y2023,Kasım,D07,T0000,63.0
Y2023,Kasım,D07,T0100,45.0
Y2023,Kasım,D07,T0200,65.0
Y2023,Kasım,D07,T0300,52.0
Y2023,Kasım,D07,T0400,51.0
Y2023,Kasım,D07,T0500,60.0
Y2023,Kasım,D07,T0600,72.0
Y2023,Kasım,D07,T0700,75.0
Y2023,Kasım,D07,T0800,64.0
Y2023,Kasım,D07,T0900,46.0
Y2023,Kasım,D07,T1000,87.0
Y2023,Kasım,D07,T1100,96.0
Y2023,Kasım,D07,T1200,95.0
Y2023,Kasım,D07,T1300,75.0
Y2023,Kasım,D07,T1400,45.0
Y2023,Kasım,D07,T1500,38.0
Y2023,Kasım,D07,T1600,39.0
Y2023,Kasım,D07,T1700,25.0
Y2023,Kasım,D07,T1800,21.0
Y2023,Kasım,D07,T1900,22.0
Y2023,Kasım,D07,T2000,13.0
Y2023,Kasım,D07,T2100,16.0
Y2023,Kasım,D07,T2200,28.0
Y2023,Kasım,D07,T2300,25.0
Y2023,Kasım,D08,T0000,13.0
Y2023,Kasım,D08,T0100,27.0
Y2023,Kasım,D08,T0200,37.0
Y2023,Kasım,D08,T0300,37.0
Y2023,Kasım,D08,T0400,47.0
Y2023,Kasım,D08,T0500,52.0
Y2023,Kasım,D08,T0600,30.0
Y2023,Kasım,D08,T0700,20.0
Y2023,Kasım,D08,T0800,28.0
Y2023,Kasım,D08,T0900,5.0
Y2023,Kasım,D08,T1000,29.0
Y2023,Kasım,D08,T1100,46.0
Y2023,Kasım,D08,T1200,62.0
Y2023,Kasım,D08,T1300,79.0
Y2023,Kasım,D08,T1400,72.0
Y2023,Kasım,D08,T1500,16.0
Y2023,Kasım,D08,T1600,11.1
Y2023,Kasım,D08,T1700,15.6
Y2023,Kasım,D08,T1800,23.7
Y2023,Kasım,D08,T1900,29.400002
Y2023,Kasım,D08,T2000,30.000002
Y2023,Kasım,D08,T2100,29.1
Y2023,Kasım,D08,T2200,28.500002
Y2023,Kasım,D08,T2300,30.000002
Y2023,Kasım,D09,T0000,28.500002
Y2023,Kasım,D09,T0100,26.7
Y2023,Kasım,D09,T0200,29.400002
Y2023,Kasım,D09,T0300,27.900002
Y2023,Kasım,D09,T0400,40.0
Y2023,Kasım,D09,T0500,79.0
Y2023,Kasım,D09,T0600,97.0
Y2023,Kasım,D09,T0700,100.0
Y2023,Kasım,D09,T0800,99.0
Y2023,Kasım,D09,T0900,99.0
Y2023,Kasım,D09,T1000,98.0
Y2023,Kasım,D09,T1100,100.0
Y2023,Kasım,D09,T1200,99.0
Y2023,Kasım,D09,T1300,100.0
Y2023,Kasım,D09,T1400,100.0
Y2023,Kasım,D09,T1500,96.0
Y2023,Kasım,D09,T1600,84.0
Y2023,Kasım,D09,T1700,46.0
Y2023,Kasım,D09,T1800,40.0
Y2023,Kasım,D09,T1900,38.0
Y2023,Kasım,D09,T2000,66.0
Y2023,Kasım,D09,T2100,55.0
Y2023,Kasım,D09,T2200,78.0
Y2023,Kasım,D09,T2300,96.0
Y2023,Kasım,D10,T0000,95.0
Y2023,Kasım,D10,T0100,92.0
Y2023,Kasım,D10,T0200,96.0
Y2023,Kasım,D10,T0300,100.0
Y2023,Kasım,D10,T0400,98.0
Y2023,Kasım,D10,T0500,91.0
Y2023,Kasım,D10,T0600,67.0
Y2023,Kasım,D10,T0700,33.0
Y2023,Kasım,D10,T0800,25.0
