Yil,Ay,Gun,Saat,Bulut
Y2023,Nisan,D21,T0900,25.0
Y2023,Nisan,D21,T1000,44.0
Y2023,Nisan,D21,T1100,80.0
Y2023,Nisan,D21,T1200,97.0
Y2023,Nisan,D21,T1300,84.0
Y2023,Nisan,D21,T1400,75.0
Y2023,Nisan,D21,T1500,72.0
Y2023,Nisan,D21,T1600,79.0
Y2023,Nisan,D21,T1700,89.0
Y2023,Nisan,D21,T1800,81.0
Y2023,Nisan,D21,T1900,78.0
Y2023,Nisan,D21,T2000,72.0
Y2023,Nisan,D21,T2100,73.0
Y2023,Nisan,D21,T2200,84.0
Y2023,Nisan,D21,T2300,89.0
Y2023,Nisan,D22,T0000,65.0
Y2023,Nisan,D22,T0100,39.0
Y2023,Nisan,D22,T0200,30.0
Y2023,Nisan,D22,T0300,27.300001
Y2023,Nisan,D22,T0400,27.900002
Y2023,Nisan,D22,T0500,39.0
Y2023,Nisan,D22,T0600,69.0
Y2023,Nisan,D22,T0700,59.0
Y2023,Nisan,D22,T0800,51.0
Y2023,Nisan,D22,T0900,71.0
Y2023,Nisan,D22,T1000,88.0
Y2023,Nisan,D22,T1100,94.0
Y2023,Nisan,D22,T1200,22.2
Y2023,Nisan,D22,T1300,38.0
Y2023,Nisan,D22,T1400,96.0
Y2023,Nisan,D22,T1500,99.0
Y2023,Nisan,D22,T1600,99.0
Y2023,Nisan,D22,T1700,98.0
Y2023,Nisan,D22,T1800,90.0
Y2023,Nisan,D22,T1900,86.0
Y2023,Nisan,D22,T2000,94.0
Y2023,Nisan,D22,T2100,100.0
Y2023,Nisan,D22,T2200,98.0
Y2023,Nisan,D22,T2300,98.0
Y2023,Nisan,D23,T0000,96.0
Y2023,Nisan,D23,T0100,85.0
Y2023,Nisan,D23,T0200,71.0
Y2023,Nisan,D23,T0300,72.0
Y2023,Nisan,D23,T0400,44.0
Y2023,Nisan,D23,T0500,44.0
Y2023,Nisan,D23,T0600,29.0
Y2023,Nisan,D23,T0700,29.400002
Y2023,Nisan,D23,T0800,29.400002
Y2023,Nisan,D23,T0900,29.7
Y2023,Nisan,D23,T1000,39.0
Y2023,Nisan,D23,T1100,72.0
Y2023,Nisan,D23,T1200,76.0
Y2023,Nisan,D23,T1300,53.0
Y2023,Nisan,D23,T1400,62.0
Y2023,Nisan,D23,T1500,97.0
Y2023,Nisan,D23,T1600,92.0
Y2023,Nisan,D23,T1700,100.0
Y2023,Nisan,D23,T1800,97.0
Y2023,Nisan,D23,T1900,80.0
Y2023,Nisan,D23,T2000,55.0
Y2023,Nisan,D23,T2100,26.1
Y2023,Nisan,D23,T2200,77.0
Y2023,Nisan,D23,T2300,86.0
Y2023,Nisan,D24,T0000,95.0
Y2023,Nisan,D24,T0100,82.0
Y2023,Nisan,D24,T0200,66.0
Y2023,Nisan,D24,T0300,65.0
Y2023,Nisan,D24,T0400,52.0
Y2023,Nisan,D24,T0500,35.0
Y2023,Nisan,D24,T0600,46.0
Y2023,Nisan,D24,T0700,41.0
Y2023,Nisan,D24,T0800,43.0
Y2023,Nisan,D24,T0900,40.0
Y2023,Nisan,D24,T1000,35.0
Y2023,Nisan,D24,T1100,57.0
Y2023,Nisan,D24,T1200,56.0
Y2023,Nisan,D24,T1300,61.0
Y2023,Nisan,D24,T1400,58.0
Y2023,Nisan,D24,T1500,36.0
Y2023,Nisan,D24,T1600,31.0
Y2023,Nisan,D24,T1700,26.0
Y2023,Nisan,D24,T1800,35.0
Y2023,Nisan,D24,T1900,39.0
Y2023,Nisan,D24,T2000,36.0
Y2023,Nisan,D24,T2100,26.0
Y2023,Nisan,D24,T2200,43.0
Y2023,Nisan,D24,T2300,53.0
Y2023,Nisan,D25,T0000,50.0
Y2023,Nisan,D25,T0100,51.0
Y2023,Nisan,D25,T0200,24.0
Y2023,Nisan,D25,T0300,42.0
Y2023,Nisan,D25,T0400,84.0
Y2023,Nisan,D25,T0500,87.0
Y2023,Nisan,D25,T0600,92.0
Y2023,Nisan,D25,T0700,99.0
Y2023,Nisan,D25,T0800,97.0
Y2023,Nisan,D25,T0900,86.0
Y2023,Nisan,D25,T1000,58.0
Y2023,Nisan,D25,T1100,89.0
Y2023,Nisan,D25,T1200,71.0
Y2023,Nisan,D25,T1300,77.0
Y2023,Nisan,D25,T1400,57.0
Y2023,Nisan,D25,T1500,51.0
Y2023,Nisan,D25,T1600,37.0
Y2023,Nisan,D25,T1700,33.0
Y2023,Nisan,D25,T1800,24.0
Y2023,Nisan,D25,T1900,20.0
Y2023,Nisan,D25,T2000,20.0
Y2023,Nisan,D25,T2100,14.0
Y2023,Nisan,D25,T2200,17.0
Y2023,Nisan,D25,T2300,22.0
Y2023,Nisan,D26,T0000,36.0
Y2023,Nisan,D26,T0100,38.0
Y2023,Nisan,D26,T0200,24.0
Y2023,Nisan,D26,T0300,35.0
Y2023,Nisan,D26,T0400,61.0
Y2023,Nisan,D26,T0500,100.0
Y2023,Nisan,D26,T0600,100.0
Y2023,Nisan,D26,T0700,100.0
Y2023,Nisan,D26,T0800,63.0
Y2023,Nisan,D26,T0900,74.0
Y2023,Nisan,D26,T1000,99.0
Y2023,Nisan,D26,T1100,96.0
Y2023,Nisan,D26,T1200,91.0
Y2023,Nisan,D26,T1300,71.0
Y2023,Nisan,D26,T1400,58.0
Y2023,Nisan,D26,T1500,58.0
Y2023,Nisan,D26,T1600,46.0
Y2023,Nisan,D26,T1700,65.0
Y2023,Nisan,D26,T1800,64.0
Y2023,Nisan,D26,T1900,47.0
Y2023,Nisan,D26,T2000,49.0
Y2023,Nisan,D26,T2100,48.0
Y2023,Nisan,D26,T2200,60.0
Y2023,Nisan,D26,T2300,51.0
Y2023,Nisan,D27,T0000,71.0
Y2023,Nisan,D27,T0100,76.0
Y2023,Nisan,D27,T0200,71.0
Y2023,Nisan,D27,T0300,64.0
Y2023,Nisan,D27,T0400,55.0
Y2023,Nisan,D27,T0500,47.0
Y2023,Nisan,D27,T0600,39.0
Y2023,Nisan,D27,T0700,41.0
Y2023,Nisan,D27,T0800,40.0
Y2023,Nisan,D27,T0900,27.0
Y2023,Nisan,D27,T1000,29.400002
Y2023,Nisan,D27,T1100,28.800001
Y2023,Nisan,D27,T1200,49.0
Y2023,Nisan,D27,T1300,45.0
Y2023,Nisan,D27,T1400,27.0
Y2023,Nisan,D27,T1500,31.0
Y2023,Nisan,D27,T1600,32.0
Y2023,Nisan,D27,T1700,46.0
Y2023,Nisan,D27,T1800,83.0
Y2023,Nisan,D27,T1900,95.0
Y2023,Nisan,D27,T2000,84.0
Y2023,Nisan,D27,T2100,50.0
Y2023,Nisan,D27,T2200,78.0
Y2023,Nisan,D27,T2300,65.0
Y2023,Nisan,D28,T0000,93.0
Y2023,Nisan,D28,T0100,57.0
Y2023,Nisan,D28,T0200,98.0
Y2023,Nisan,D28,T0300,99.0
Y2023,Nisan,D28,T0400,96.0
Y2023,Nisan,D28,T0500,100.0
Y2023,Nisan,D28,T0600,99.0
Y2023,Nisan,D28,T0700,99.0
Y2023,Nisan,D28,T0800,97.0
Y2023,Nisan,D28,T0900,95.0
Y2023,Nisan,D28,T1000,68.0
Y2023,Nisan,D28,T1100,97.0
Y2023,Nisan,D28,T1200,87.0
Y2023,Nisan,D28,T1300,80.0
Y2023,Nisan,D28,T1400,50.0
Y2023,Nisan,D28,T1500,33.0
Y2023,Nisan,D28,T1600,46.0
Y2023,Nisan,D28,T1700,28.2
Y2023,Nisan,D28,T1800,41.0
Y2023,Nisan,D28,T1900,38.0
Y2023,Nisan,D28,T2000,21.0
Y2023,Nisan,D28,T2100,21.6
Y2023,Nisan,D28,T2200,42.0
Y2023,Nisan,D28,T2300,65.0
Y2023,Nisan,D29,T0000,69.0
Y2023,Nisan,D29,T0100,83.0
Y2023,Nisan,D29,T0200,89.0
Y2023,Nisan,D29,T0300,67.0
Y2023,Nisan,D29,T0400,49.0
Y2023,Nisan,D29,T0500,29.0
Y2023,Nisan,D29,T0600,59.0
Y2023,Nisan,D29,T0700,71.0
Y2023,Nisan,D29,T0800,31.0
Y2023,Nisan,D29,T0900,30.000002
Y2023,Nisan,D29,T1000,28.800001
Y2023,Nisan,D29,T1100,33.0
Y2023,Nisan,D29,T1200,27.900002
Y2023,Nisan,D29,T1300,42.0
Y2023,Nisan,D29,T1400,44.0
Y2023,Nisan,D29,T1500,25.500002
Y2023,Nisan,D29,T1600,25.800001
Y2023,Nisan,D29,T1700,25.2
Y2023,Nisan,D29,T1800,28.0
Y2023,Nisan,D29,T1900,41.0
Y2023,Nisan,D29,T2000,36.0
Y2023,Nisan,D29,T2100,27.0
Y2023,Nisan,D29,T2200,23.0
Y2023,Nisan,D29,T2300,30.0
Y2023,Nisan,D30,T0000,34.0
Y2023,Nisan,D30,T0100,37.0
Y2023,Nisan,D30,T0200,32.0
Y2023,Nisan,D30,T0300,27.6
Y2023,Nisan,D30,T0400,29.1
Y2023,Nisan,D30,T0500,29.400002
Y2023,Nisan,D30,T0600,35.0
Y2023,Nisan,D30,T0700,45.0
Y2023,Nisan,D30,T0800,81.0
Y2023,Nisan,D30,T0900,94.0
Y2023,Nisan,D30,T1000,100.0
Y2023,Nisan,D30,T1100,100.0
Y2023,Nisan,D30,T1200,89.0
Y2023,Nisan,D30,T1300,84.0
Y2023,Nisan,D30,T1400,84.0
Y2023,Nisan,D30,T1500,75.0
Y2023,Nisan,D30,T1600,86.0
Y2023,Nisan,D30,T1700,84.0
Y2023,Nisan,D30,T1800,82.0
Y2023,Nisan,D30,T1900,84.0
Y2023,Nisan,D30,T2000,80.0
Y2023,Nisan,D30,T2100,76.0
Y2023,Nisan,D30,T2200,86.0
Y2023,Nisan,D30,T2300,98.0
Y2023,Mayıs,D01,T0000,100.0
Y2023,Mayıs,D01,T0100,99.0
Y2023,Mayıs,D01,T0200,96.0
Y2023,Mayıs,D01,T0300,93.0
Y2023,Mayıs,D01,T0400,94.0
Y2023,Mayıs,D01,T0500,97.0
Y2023,Mayıs,D01,T0600,91.0
Y2023,Mayıs,D01,T0700,97.0
Y2023,Mayıs,D01,T0800,87.0
Y2023,Mayıs,D01,T0900,82.0
Y2023,Mayıs,D01,T1000,95.0
Y2023,Mayıs,D01,T1100,93.0
Y2023,Mayıs,D01,T1200,93.0
Y2023,Mayıs,D01,T1300,91.0
Y2023,Mayıs,D01,T1400,92.0
Y2023,Mayıs,D01,T1500,64.0
Y2023,Mayıs,D01,T1600,64.0
Y2023,Mayıs,D01,T1700,48.0
Y2023,Mayıs,D01,T1800,58.0
Y2023,Mayıs,D01,T1900,68.0
Y2023,Mayıs,D01,T2000,47.0
Y2023,Mayıs,D01,T2100,25.800001
Y2023,Mayıs,D01,T2200,54.0
Y2023,Mayıs,D01,T2300,19.0
Y2023,Mayıs,D02,T0000,23.0
Y2023,Mayıs,D02,T0100,20.0
Y2023,Mayıs,D02,T0200,22.0
Y2023,Mayıs,D02,T0300,30.0
Y2023,Mayıs,D02,T0400,34.0
Y2023,Mayıs,D02,T0500,47.0
Y2023,Mayıs,D02,T0600,42.0
Y2023,Mayıs,D02,T0700,44.0
Y2023,Mayıs,D02,T0800,40.0
Y2023,Mayıs,D02,T0900,44.0
Y2023,Mayıs,D02,T1000,34.0
Y2023,Mayıs,D02,T1100,19.0
Y2023,Mayıs,D02,T1200,28.0
Y2023,Mayıs,D02,T1300,32.0
Y2023,Mayıs,D02,T1400,37.0
Y2023,Mayıs,D02,T1500,42.0
Y2023,Mayıs,D02,T1600,18.0
Y2023,Mayıs,D02,T1700,15.0
Y2023,Mayıs,D02,T1800,8.0
Y2023,Mayıs,D02,T1900,10.0
Y2023,Mayıs,D02,T2000,14.0
Y2023,Mayıs,D02,T2100,17.0
Y2023,Mayıs,D02,T2200,59.0
Y2023,Mayıs,D02,T2300,51.0
Y2023,Mayıs,D03,T0000,34.0
Y2023,Mayıs,D03,T0100,19.0
Y2023,Mayıs,D03,T0200,8.0
Y2023,Mayıs,D03,T0300,6.0
Y2023,Mayıs,D03,T0400,9.0
Y2023,Mayıs,D03,T0500,9.0
Y2023,Mayıs,D03,T0600,2.0
Y2023,Mayıs,D03,T0700,10.0
Y2023,Mayıs,D03,T0800,41.0
Y2023,Mayıs,D03,T0900,55.0
Y2023,Mayıs,D03,T1000,40.0
Y2023,Mayıs,D03,T1100,44.0
Y2023,Mayıs,D03,T1200,27.0
Y2023,Mayıs,D03,T1300,4.0
Y2023,Mayıs,D03,T1400,39.0
Y2023,Mayıs,D03,T1500,8.0
Y2023,Mayıs,D03,T1600,6.6000004
Y2023,Mayıs,D03,T1700,8.1
Y2023,Mayıs,D03,T1800,0.0
Y2023,Mayıs,D03,T1900,0.0
Y2023,Mayıs,D03,T2000,0.0
Y2023,Mayıs,D03,T2100,0.0
Y2023,Mayıs,D03,T2200,0.0
Y2023,Mayıs,D03,T2300,0.0
Y2023,Mayıs,D04,T0000,0.0
Y2023,Mayıs,D04,T0100,1.2
Y2023,Mayıs,D04,T0200,5.7000003
Y2023,Mayıs,D04,T0300,11.400001
Y2023,Mayıs,D04,T0400,21.900002
Y2023,Mayıs,D04,T0500,3.9
Y2023,Mayıs,D04,T0600,0.0
Y2023,Mayıs,D04,T0700,0.90000004
Y2023,Mayıs,D04,T0800,1.8000001
Y2023,Mayıs,D04,T0900,1.8000001
Y2023,Mayıs,D04,T1000,8.700001
Y2023,Mayıs,D04,T1100,8.700001
Y2023,Mayıs,D04,T1200,5.7000003
Y2023,Mayıs,D04,T1300,13.200001
Y2023,Mayıs,D04,T1400,17.7
Y2023,Mayıs,D04,T1500,24.900002
Y2023,Mayıs,D04,T1600,26.7
Y2023,Mayıs,D04,T1700,24.300001
Y2023,Mayıs,D04,T1800,14.0
Y2023,Mayıs,D04,T1900,19.0
Y2023,Mayıs,D04,T2000,2.0
Y2023,Mayıs,D04,T2100,3.0
Y2023,Mayıs,D04,T2200,39.0
Y2023,Mayıs,D04,T2300,58.0
Y2023,Mayıs,D05,T0000,42.0
Y2023,Mayıs,D05,T0100,23.0
Y2023,Mayıs,D05,T0200,35.0
Y2023,Mayıs,D05,T0300,43.0
Y2023,Mayıs,D05,T0400,48.0
Y2023,Mayıs,D05,T0500,41.0
Y2023,Mayıs,D05,T0600,32.0
Y2023,Mayıs,D05,T0700,29.400002
Y2023,Mayıs,D05,T0800,29.7
Y2023,Mayıs,D05,T0900,29.400002
Y2023,Mayıs,D05,T1000,43.0
Y2023,Mayıs,D05,T1100,49.0
Y2023,Mayıs,D05,T1200,48.0
Y2023,Mayıs,D05,T1300,36.0
Y2023,Mayıs,D05,T1400,50.0
Y2023,Mayıs,D05,T1500,81.0
Y2023,Mayıs,D05,T1600,26.400002
Y2023,Mayıs,D05,T1700,29.0
Y2023,Mayıs,D05,T1800,58.0
Y2023,Mayıs,D05,T1900,47.0
Y2023,Mayıs,D05,T2000,54.0
Y2023,Mayıs,D05,T2100,54.0
Y2023,Mayıs,D05,T2200,22.0
Y2023,Mayıs,D05,T2300,8.400001
Y2023,Mayıs,D06,T0000,6.0
Y2023,Mayıs,D06,T0100,23.0
Y2023,Mayıs,D06,T0200,32.0
Y2023,Mayıs,D06,T0300,35.0
Y2023,Mayıs,D06,T0400,43.0
Y2023,Mayıs,D06,T0500,66.0
Y2023,Mayıs,D06,T0600,87.0
Y2023,Mayıs,D06,T0700,50.0
Y2023,Mayıs,D06,T0800,29.0
Y2023,Mayıs,D06,T0900,30.000002
Y2023,Mayıs,D06,T1000,29.400002
Y2023,Mayıs,D06,T1100,28.500002
Y2023,Mayıs,D06,T1200,29.400002
Y2023,Mayıs,D06,T1300,28.500002
Y2023,Mayıs,D06,T1400,32.0
Y2023,Mayıs,D06,T1500,41.0
Y2023,Mayıs,D06,T1600,28.500002
Y2023,Mayıs,D06,T1700,27.300001
Y2023,Mayıs,D06,T1800,28.800001
Y2023,Mayıs,D06,T1900,29.400002
Y2023,Mayıs,D06,T2000,29.7
Y2023,Mayıs,D06,T2100,30.000002
Y2023,Mayıs,D06,T2200,29.1
Y2023,Mayıs,D06,T2300,29.7
Y2023,Mayıs,D07,T0000,30.000002
Y2023,Mayıs,D07,T0100,19.5
Y2023,Mayıs,D07,T0200,5.0
Y2023,Mayıs,D07,T0300,10.5
Y2023,Mayıs,D07,T0400,16.800001
Y2023,Mayıs,D07,T0500,33.0
Y2023,Mayıs,D07,T0600,53.0
Y2023,Mayıs,D07,T0700,76.0
Y2023,Mayıs,D07,T0800,83.0
Y2023,Mayıs,D07,T0900,89.0
Y2023,Mayıs,D07,T1000,73.0
Y2023,Mayıs,D07,T1100,79.0
Y2023,Mayıs,D07,T1200,53.0
Y2023,Mayıs,D07,T1300,90.0
Y2023,Mayıs,D07,T1400,99.0
Y2023,Mayıs,D07,T1500,87.0
Y2023,Mayıs,D07,T1600,73.0
Y2023,Mayıs,D07,T1700,62.0
Y2023,Mayıs,D07,T1800,77.0
Y2023,Mayıs,D07,T1900,73.0
Y2023,Mayıs,D07,T2000,80.0
Y2023,Mayıs,D07,T2100,75.0
Y2023,Mayıs,D07,T2200,81.0
Y2023,Mayıs,D07,T2300,52.0
Y2023,Mayıs,D08,T0000,31.0
Y2023,Mayıs,D08,T0100,58.0
Y2023,Mayıs,D08,T0200,55.0
Y2023,Mayıs,D08,T0300,79.0
Y2023,Mayıs,D08,T0400,86.0
Y2023,Mayıs,D08,T0500,76.0
Y2023,Mayıs,D08,T0600,50.0
Y2023,Mayıs,D08,T0700,45.0
Y2023,Mayıs,D08,T0800,51.0
Y2023,Mayıs,D08,T0900,60.0
Y2023,Mayıs,D08,T1000,71.0
Y2023,Mayıs,D08,T1100,80.0
Y2023,Mayıs,D08,T1200,72.0
Y2023,Mayıs,D08,T1300,71.0
Y2023,Mayıs,D08,T1400,45.0
Y2023,Mayıs,D08,T1500,41.0
Y2023,Mayıs,D08,T1600,31.0
Y2023,Mayıs,D08,T1700,43.0
Y2023,Mayıs,D08,T1800,48.0
Y2023,Mayıs,D08,T1900,35.0
Y2023,Mayıs,D08,T2000,29.400002
Y2023,Mayıs,D08,T2100,34.0
Y2023,Mayıs,D08,T2200,22.0
Y2023,Mayıs,D08,T2300,22.0
Y2023,Mayıs,D09,T0000,52.0
Y2023,Mayıs,D09,T0100,50.0
Y2023,Mayıs,D09,T0200,57.0
Y2023,Mayıs,D09,T0300,68.0
Y2023,Mayıs,D09,T0400,74.0
Y2023,Mayıs,D09,T0500,62.0
Y2023,Mayıs,D09,T0600,61.0
Y2023,Mayıs,D09,T0700,88.0
Y2023,Mayıs,D09,T0800,93.0
Y2023,Mayıs,D09,T0900,33.0
Y2023,Mayıs,D09,T1000,40.0
Y2023,Mayıs,D09,T1100,67.0
Y2023,Mayıs,D09,T1200,81.0
Y2023,Mayıs,D09,T1300,96.0
Y2023,Mayıs,D09,T1400,100.0
Y2023,Mayıs,D09,T1500,100.0
Y2023,Mayıs,D09,T1600,100.0
Y2023,Mayıs,D09,T1700,100.0
Y2023,Mayıs,D09,T1800,100.0
Y2023,Mayıs,D09,T1900,100.0
Y2023,Mayıs,D09,T2000,100.0
Y2023,Mayıs,D09,T2100,96.0
Y2023,Mayıs,D09,T2200,94.0
Y2023,Mayıs,D09,T2300,76.0
Y2023,Mayıs,D10,T0000,91.0
Y2023,Mayıs,D10,T0100,62.0
Y2023,Mayıs,D10,T0200,76.0
Y2023,Mayıs,D10,T0300,82.0
Y2023,Mayıs,D10,T0400,40.0
Y2023,Mayıs,D10,T0500,55.0
Y2023,Mayıs,D10,T0600,39.0
Y2023,Mayıs,D10,T0700,25.0
Y2023,Mayıs,D10,T0800,26.400002
Y2023,Mayıs,D10,T0900,33.0
Y2023,Mayıs,D10,T1000,37.0
Y2023,Mayıs,D10,T1100,37.0
Y2023,Mayıs,D10,T1200,40.0
Y2023,Mayıs,D10,T1300,45.0
Y2023,Mayıs,D10,T1400,28.0
Y2023,Mayıs,D10,T1500,17.0
Y2023,Mayıs,D10,T1600,69.0
Y2023,Mayıs,D10,T1700,38.0
Y2023,Mayıs,D10,T1800,18.0
Y2023,Mayıs,D10,T1900,21.900002
Y2023,Mayıs,D10,T2000,30.0
Y2023,Mayıs,D10,T2100,43.0
Y2023,Mayıs,D10,T2200,56.0
Y2023,Mayıs,D10,T2300,63.0
Y2023,Mayıs,D11,T0000,69.0
Y2023,Mayıs,D11,T0100,75.0
Y2023,Mayıs,D11,T0200,66.0
Y2023,Mayıs,D11,T0300,73.0
Y2023,Mayıs,D11,T0400,70.0
Y2023,Mayıs,D11,T0500,69.0
Y2023,Mayıs,D11,T0600,56.0
Y2023,Mayıs,D11,T0700,47.0
Y2023,Mayıs,D11,T0800,41.0
Y2023,Mayıs,D11,T0900,44.0
Y2023,Mayıs,D11,T1000,93.0
Y2023,Mayıs,D11,T1100,96.0
Y2023,Mayıs,D11,T1200,96.0
Y2023,Mayıs,D11,T1300,92.0
Y2023,Mayıs,D11,T1400,84.0
Y2023,Mayıs,D11,T1500,61.0
Y2023,Mayıs,D11,T1600,70.0
Y2023,Mayıs,D11,T1700,72.0
Y2023,Mayıs,D11,T1800,57.0
Y2023,Mayıs,D11,T1900,29.0
Y2023,Mayıs,D11,T2000,36.0
Y2023,Mayıs,D11,T2100,74.0
Y2023,Mayıs,D11,T2200,53.0
Y2023,Mayıs,D11,T2300,30.0
Y2023,Mayıs,D12,T0000,31.0
Y2023,Mayıs,D12,T0100,38.0
Y2023,Mayıs,D12,T0200,40.0
Y2023,Mayıs,D12,T0300,27.300001
Y2023,Mayıs,D12,T0400,24.6
Y2023,Mayıs,D12,T0500,39.0
Y2023,Mayıs,D12,T0600,54.0
Y2023,Mayıs,D12,T0700,57.0
Y2023,Mayıs,D12,T0800,50.0
Y2023,Mayıs,D12,T0900,54.0
Y2023,Mayıs,D12,T1000,64.0
Y2023,Mayıs,D12,T1100,50.0
Y2023,Mayıs,D12,T1200,48.0
Y2023,Mayıs,D12,T1300,26.0
Y2023,Mayıs,D12,T1400,42.0
Y2023,Mayıs,D12,T1500,24.900002
Y2023,Mayıs,D12,T1600,41.0
Y2023,Mayıs,D12,T1700,32.0
Y2023,Mayıs,D12,T1800,38.0
Y2023,Mayıs,D12,T1900,28.0
Y2023,Mayıs,D12,T2000,26.0
Y2023,Mayıs,D12,T2100,20.0
Y2023,Mayıs,D12,T2200,38.0
Y2023,Mayıs,D12,T2300,38.0
Y2023,Mayıs,D13,T0000,25.0
Y2023,Mayıs,D13,T0100,23.7
Y2023,Mayıs,D13,T0200,23.1
Y2023,Mayıs,D13,T0300,59.0
Y2023,Mayıs,D13,T0400,77.0
Y2023,Mayıs,D13,T0500,91.0
Y2023,Mayıs,D13,T0600,93.0
Y2023,Mayıs,D13,T0700,87.0
Y2023,Mayıs,D13,T0800,94.0
Y2023,Mayıs,D13,T0900,80.0
Y2023,Mayıs,D13,T1000,63.0
Y2023,Mayıs,D13,T1100,50.0
Y2023,Mayıs,D13,T1200,56.0
Y2023,Mayıs,D13,T1300,67.0
Y2023,Mayıs,D13,T1400,57.0
Y2023,Mayıs,D13,T1500,60.0
Y2023,Mayıs,D13,T1600,52.0
Y2023,Mayıs,D13,T1700,49.0
Y2023,Mayıs,D13,T1800,34.0
Y2023,Mayıs,D13,T1900,37.0
Y2023,Mayıs,D13,T2000,38.0
Y2023,Mayıs,D13,T2100,31.0
Y2023,Mayıs,D13,T2200,57.0
Y2023,Mayıs,D13,T2300,20.0
Y2023,Mayıs,D14,T0000,18.0
Y2023,Mayıs,D14,T0100,21.0
Y2023,Mayıs,D14,T0200,32.0
Y2023,Mayıs,D14,T0300,73.0
Y2023,Mayıs,D14,T0400,71.0
Y2023,Mayıs,D14,T0500,70.0
Y2023,Mayıs,D14,T0600,70.0
Y2023,Mayıs,D14,T0700,89.0
Y2023,Mayıs,D14,T0800,81.0
Y2023,Mayıs,D14,T0900,79.0
Y2023,Mayıs,D14,T1000,72.0
Y2023,Mayıs,D14,T1100,67.0
Y2023,Mayıs,D14,T1200,68.0
Y2023,Mayıs,D14,T1300,46.0
Y2023,Mayıs,D14,T1400,72.0
Y2023,Mayıs,D14,T1500,73.0
Y2023,Mayıs,D14,T1600,61.0
Y2023,Mayıs,D14,T1700,48.0
Y2023,Mayıs,D14,T1800,38.0
Y2023,Mayıs,D14,T1900,28.0
Y2023,Mayıs,D14,T2000,47.0
Y2023,Mayıs,D14,T2100,39.0
Y2023,Mayıs,D14,T2200,67.0
Y2023,Mayıs,D14,T2300,74.0
Y2023,Mayıs,D15,T0000,33.0
Y2023,Mayıs,D15,T0100,24.0
Y2023,Mayıs,D15,T0200,21.0
Y2023,Mayıs,D15,T0300,29.0
Y2023,Mayıs,D15,T0400,39.0
Y2023,Mayıs,D15,T0500,53.0
Y2023,Mayıs,D15,T0600,64.0
Y2023,Mayıs,D15,T0700,42.0
Y2023,Mayıs,D15,T0800,27.0
Y2023,Mayıs,D15,T0900,44.0
Y2023,Mayıs,D15,T1000,94.0
Y2023,Mayıs,D15,T1100,81.0
Y2023,Mayıs,D15,T1200,61.0
Y2023,Mayıs,D15,T1300,62.0
Y2023,Mayıs,D15,T1400,64.0
Y2023,Mayıs,D15,T1500,66.0
Y2023,Mayıs,D15,T1600,66.0
Y2023,Mayıs,D15,T1700,58.0
Y2023,Mayıs,D15,T1800,73.0
Y2023,Mayıs,D15,T1900,62.0
Y2023,Mayıs,D15,T2000,51.0
Y2023,Mayıs,D15,T2100,65.0
Y2023,Mayıs,D15,T2200,48.0
Y2023,Mayıs,D15,T2300,48.0
Y2023,Mayıs,D16,T0000,44.0
Y2023,Mayıs,D16,T0100,48.0
Y2023,Mayıs,D16,T0200,40.0
Y2023,Mayıs,D16,T0300,81.0
Y2023,Mayıs,D16,T0400,72.0
Y2023,Mayıs,D16,T0500,71.0
Y2023,Mayıs,D16,T0600,57.0
Y2023,Mayıs,D16,T0700,89.0
Y2023,Mayıs,D16,T0800,96.0
Y2023,Mayıs,D16,T0900,55.0
Y2023,Mayıs,D16,T1000,76.0
Y2023,Mayıs,D16,T1100,76.0
Y2023,Mayıs,D16,T1200,65.0
Y2023,Mayıs,D16,T1300,88.0
Y2023,Mayıs,D16,T1400,89.0
Y2023,Mayıs,D16,T1500,88.0
Y2023,Mayıs,D16,T1600,77.0
Y2023,Mayıs,D16,T1700,66.0
Y2023,Mayıs,D16,T1800,76.0
Y2023,Mayıs,D16,T1900,84.0
Y2023,Mayıs,D16,T2000,96.0
Y2023,Mayıs,D16,T2100,93.0
Y2023,Mayıs,D16,T2200,96.0
Y2023,Mayıs,D16,T2300,95.0
Y2023,Mayıs,D17,T0000,88.0
Y2023,Mayıs,D17,T0100,77.0
Y2023,Mayıs,D17,T0200,81.0
Y2023,Mayıs,D17,T0300,66.0
Y2023,Mayıs,D17,T0400,45.0
Y2023,Mayıs,D17,T0500,31.0
Y2023,Mayıs,D17,T0600,31.0
Y2023,Mayıs,D17,T0700,14.0
Y2023,Mayıs,D17,T0800,43.0
Y2023,Mayıs,D17,T0900,96.0
Y2023,Mayıs,D17,T1000,75.0
Y2023,Mayıs,D17,T1100,71.0
Y2023,Mayıs,D17,T1200,85.0
Y2023,Mayıs,D17,T1300,95.0
Y2023,Mayıs,D17,T1400,75.0
Y2023,Mayıs,D17,T1500,79.0
Y2023,Mayıs,D17,T1600,73.0
Y2023,Mayıs,D17,T1700,77.0
Y2023,Mayıs,D17,T1800,55.0
Y2023,Mayıs,D17,T1900,30.0
Y2023,Mayıs,D17,T2000,17.7
Y2023,Mayıs,D17,T2100,12.0
Y2023,Mayıs,D17,T2200,26.0
Y2023,Mayıs,D17,T2300,39.0
Y2023,Mayıs,D18,T0000,55.0
Y2023,Mayıs,D18,T0100,55.0
Y2023,Mayıs,D18,T0200,48.0
Y2023,Mayıs,D18,T0300,52.0
