Yil,Ay,Gun,Saat,Sicaklik
Y2023,Kasım,D08,T2000,4.2802453
Y2023,Kasım,D08,T2100,3.7602453
Y2023,Kasım,D08,T2200,3.8102455
Y2023,Kasım,D08,T2300,3.6902456
Y2023,Kasım,D09,T0000,4.0102453
Y2023,Kasım,D09,T0100,3.7702456
Y2023,Kasım,D09,T0200,3.8902454
Y2023,Kasım,D09,T0300,4.2102456
Y2023,Kasım,D09,T0400,4.8002453
Y2023,Kasım,D09,T0500,5.3302455
Y2023,Kasım,D09,T0600,6.0902452
Y2023,Kasım,D09,T0700,6.770245
Y2023,Kasım,D09,T0800,7.650245
Y2023,Kasım,D09,T0900,8.370246
Y2023,Kasım,D09,T1000,10.050245
Y2023,Kasım,D09,T1100,10.380245
Y2023,Kasım,D09,T1200,10.260245
Y2023,Kasım,D09,T1300,9.980246
Y2023,Kasım,D09,T1400,9.710245
Y2023,Kasım,D09,T1500,9.690246
Y2023,Kasım,D09,T1600,9.790245
Y2023,Kasım,D09,T1700,9.720245
Y2023,Kasım,D09,T1800,9.660245
Y2023,Kasım,D09,T1900,9.170245
Y2023,Kasım,D09,T2000,9.350245
Y2023,Kasım,D09,T2100,9.520246
Y2023,Kasım,D09,T2200,9.650246
Y2023,Kasım,D09,T2300,9.590245
Y2023,Kasım,D10,T0000,9.250245
Y2023,Kasım,D10,T0100,8.910245
Y2023,Kasım,D10,T0200,8.740245
Y2023,Kasım,D10,T0300,8.600245
Y2023,Kasım,D10,T0400,8.420245
Y2023,Kasım,D10,T0500,8.180245
Y2023,Kasım,D10,T0600,8.100245
Y2023,Kasım,D10,T0700,7.960245
Y2023,Kasım,D10,T0800,8.0602455
Y2023,Kasım,D10,T0900,8.390245
Y2023,Kasım,D10,T1000,9.300245
Y2023,Kasım,D10,T1100,9.8102455
Y2023,Kasım,D10,T1200,10.380245
Y2023,Kasım,D10,T1300,10.670245
Y2023,Kasım,D10,T1400,10.540245
Y2023,Kasım,D10,T1500,10.280245
Y2023,Kasım,D10,T1600,9.790245
Y2023,Kasım,D10,T1700,9.330245
Y2023,Kasım,D10,T1800,9.200245
Y2023,Kasım,D10,T1900,8.940246
Y2023,Kasım,D10,T2000,8.750245
Y2023,Kasım,D10,T2100,8.510245
Y2023,Kasım,D10,T2200,8.720245
Y2023,Kasım,D10,T2300,8.630245
Y2023,Kasım,D11,T0000,8.660245
Y2023,Kasım,D11,T0100,8.270246
Y2023,Kasım,D11,T0200,7.9902453
Y2023,Kasım,D11,T0300,7.500245
Y2023,Kasım,D11,T0400,7.0502453
Y2023,Kasım,D11,T0500,7.0602455
Y2023,Kasım,D11,T0600,6.9302454
Y2023,Kasım,D11,T0700,6.710245
Y2023,Kasım,D11,T0800,7.3202453
Y2023,Kasım,D11,T0900,7.610245
Y2023,Kasım,D11,T1000,8.400246
Y2023,Kasım,D11,T1100,8.400246
Y2023,Kasım,D11,T1200,8.270246
Y2023,Kasım,D11,T1300,8.630245
Y2023,Kasım,D11,T1400,8.150246
Y2023,Kasım,D11,T1500,8.070246
Y2023,Kasım,D11,T1600,7.3202453
Y2023,Kasım,D11,T1700,6.900245
Y2023,Kasım,D11,T1800,6.730245
Y2023,Kasım,D11,T1900,6.380245
Y2023,Kasım,D11,T2000,5.8002453
Y2023,Kasım,D11,T2100,5.360245
Y2023,Kasım,D11,T2200,4.2602453
Y2023,Kasım,D11,T2300,4.130245
Y2023,Kasım,D12,T0000,2.5702453
Y2023,Kasım,D12,T0100,2.3702455
Y2023,Kasım,D12,T0200,2.1402454
Y2023,Kasım,D12,T0300,2.4602454
Y2023,Kasım,D12,T0400,2.8902454
Y2023,Kasım,D12,T0500,3.6802454
Y2023,Kasım,D12,T0600,4.0802455
Y2023,Kasım,D12,T0700,4.3202453
Y2023,Kasım,D12,T0800,4.2602453
Y2023,Kasım,D12,T0900,4.0302453
Y2023,Kasım,D12,T1000,4.0202456
Y2023,Kasım,D12,T1100,3.7402453
Y2023,Kasım,D12,T1200,3.4602456
Y2023,Kasım,D12,T1300,3.6902456
Y2023,Kasım,D12,T1400,5.270245
Y2023,Kasım,D12,T1500,7.5802455
Y2023,Kasım,D12,T1600,9.140245
Y2023,Kasım,D12,T1700,10.520246
Y2023,Kasım,D12,T1800,10.740245
Y2023,Kasım,D12,T1900,11.040245
Y2023,Kasım,D12,T2000,11.230246
Y2023,Kasım,D12,T2100,11.230246
Y2023,Kasım,D12,T2200,11.040245
Y2023,Kasım,D12,T2300,11.380245
Y2023,Kasım,D13,T0000,11.960245
Y2023,Kasım,D13,T0100,12.580245
Y2023,Kasım,D13,T0200,12.740245
Y2023,Kasım,D13,T0300,12.670245
Y2023,Kasım,D13,T0400,12.190246
Y2023,Kasım,D13,T0500,11.8102455
Y2023,Kasım,D13,T0600,12.080245
Y2023,Kasım,D13,T0700,13.200245
Y2023,Kasım,D13,T0800,13.880245
Y2023,Kasım,D13,T0900,14.430245
Y2023,Kasım,D13,T1000,14.860246
Y2023,Kasım,D13,T1100,15.300245
Y2023,Kasım,D13,T1200,14.900246
Y2023,Kasım,D13,T1300,15.330245
Y2023,Kasım,D13,T1400,15.990245
Y2023,Kasım,D13,T1500,16.180246
Y2023,Kasım,D13,T1600,15.5602455
Y2023,Kasım,D13,T1700,15.230246
Y2023,Kasım,D13,T1800,15.490245
Y2023,Kasım,D13,T1900,15.700245
Y2023,Kasım,D13,T2000,16.160246
Y2023,Kasım,D13,T2100,16.110247
Y2023,Kasım,D13,T2200,15.820246
Y2023,Kasım,D13,T2300,15.550245
Y2023,Kasım,D14,T0000,15.080245
Y2023,Kasım,D14,T0100,14.320246
Y2023,Kasım,D14,T0200,13.460245
Y2023,Kasım,D14,T0300,12.610246
Y2023,Kasım,D14,T0400,11.820246
Y2023,Kasım,D14,T0500,11.170245
Y2023,Kasım,D14,T0600,11.010245
Y2023,Kasım,D14,T0700,11.090245
Y2023,Kasım,D14,T0800,11.440246
Y2023,Kasım,D14,T0900,11.780245
Y2023,Kasım,D14,T1000,12.120245
Y2023,Kasım,D14,T1100,11.770246
Y2023,Kasım,D14,T1200,11.250245
Y2023,Kasım,D14,T1300,10.710245
Y2023,Kasım,D14,T1400,10.420245
Y2023,Kasım,D14,T1500,10.360246
Y2023,Kasım,D14,T1600,11.030245
Y2023,Kasım,D14,T1700,12.150246
Y2023,Kasım,D14,T1800,12.510245
Y2023,Kasım,D14,T1900,12.5602455
Y2023,Kasım,D14,T2000,12.580245
Y2023,Kasım,D14,T2100,12.190246
Y2023,Kasım,D14,T2200,11.900246
Y2023,Kasım,D14,T2300,11.670245
Y2023,Kasım,D15,T0000,11.330245
Y2023,Kasım,D15,T0100,11.150246
Y2023,Kasım,D15,T0200,10.780245
Y2023,Kasım,D15,T0300,10.490245
Y2023,Kasım,D15,T0400,10.490245
Y2023,Kasım,D15,T0500,10.490245
Y2023,Kasım,D15,T0600,10.250245
Y2023,Kasım,D15,T0700,10.110246
Y2023,Kasım,D15,T0800,10.350245
Y2023,Kasım,D15,T0900,10.900246
Y2023,Kasım,D15,T1000,11.050245
Y2023,Kasım,D15,T1100,11.490245
Y2023,Kasım,D15,T1200,11.430245
Y2023,Kasım,D15,T1300,11.5602455
Y2023,Kasım,D15,T1400,11.650246
Y2023,Kasım,D15,T1500,11.150246
Y2023,Kasım,D15,T1600,10.0602455
Y2023,Kasım,D15,T1700,9.520246
Y2023,Kasım,D15,T1800,9.270246
Y2023,Kasım,D15,T1900,9.010245
Y2023,Kasım,D15,T2000,8.330246
Y2023,Kasım,D15,T2100,7.960245
Y2023,Kasım,D15,T2200,7.290245
Y2023,Kasım,D15,T2300,7.1602454
Y2023,Kasım,D16,T0000,7.0702453
Y2023,Kasım,D16,T0100,6.500245
Y2023,Kasım,D16,T0200,6.4302454
Y2023,Kasım,D16,T0300,5.6602454
Y2023,Kasım,D16,T0400,5.5902452
Y2023,Kasım,D16,T0500,5.3902454
Y2023,Kasım,D16,T0600,5.2802453
Y2023,Kasım,D16,T0700,5.230245
Y2023,Kasım,D16,T0800,6.0102453
Y2023,Kasım,D16,T0900,6.7402453
Y2023,Kasım,D16,T1000,8.070246
Y2023,Kasım,D16,T1100,9.580245
Y2023,Kasım,D16,T1200,9.570246
Y2023,Kasım,D16,T1300,9.390245
Y2023,Kasım,D16,T1400,9.820246
Y2023,Kasım,D16,T1500,9.690246
Y2023,Kasım,D16,T1600,9.780245
Y2023,Kasım,D16,T1700,11.580245
Y2023,Kasım,D16,T1800,12.140245
Y2023,Kasım,D16,T1900,12.210245
Y2023,Kasım,D16,T2000,12.140245
Y2023,Kasım,D16,T2100,11.880245
Y2023,Kasım,D16,T2200,11.480246
Y2023,Kasım,D16,T2300,10.360246
Y2023,Kasım,D17,T0000,9.050245
Y2023,Kasım,D17,T0100,8.220245
Y2023,Kasım,D17,T0200,7.7802453
Y2023,Kasım,D17,T0300,7.5502453
Y2023,Kasım,D17,T0400,7.3302455
Y2023,Kasım,D17,T0500,7.1402454
Y2023,Kasım,D17,T0600,7.130245
Y2023,Kasım,D17,T0700,7.0502453
Y2023,Kasım,D17,T0800,7.020245
Y2023,Kasım,D17,T0900,7.250245
Y2023,Kasım,D17,T1000,7.920245
Y2023,Kasım,D17,T1100,8.120246
Y2023,Kasım,D17,T1200,8.260245
Y2023,Kasım,D17,T1300,8.270246
Y2023,Kasım,D17,T1400,8.210245
Y2023,Kasım,D17,T1500,8.070246
Y2023,Kasım,D17,T1600,7.670245
Y2023,Kasım,D17,T1700,7.1802454
Y2023,Kasım,D17,T1800,6.9902453
Y2023,Kasım,D17,T1900,6.7402453
Y2023,Kasım,D17,T2000,6.540245
Y2023,Kasım,D17,T2100,6.170245
Y2023,Kasım,D17,T2200,5.290245
Y2023,Kasım,D17,T2300,4.8902454
Y2023,Kasım,D18,T0000,4.5602455
Y2023,Kasım,D18,T0100,4.0502453
Y2023,Kasım,D18,T0200,3.8402452
Y2023,Kasım,D18,T0300,3.7102456
Y2023,Kasım,D18,T0400,3.3702455
Y2023,Kasım,D18,T0500,3.3702455
Y2023,Kasım,D18,T0600,3.2702456
Y2023,Kasım,D18,T0700,3.4802456
Y2023,Kasım,D18,T0800,4.1402454
Y2023,Kasım,D18,T0900,5.400245
Y2023,Kasım,D18,T1000,6.6602454
Y2023,Kasım,D18,T1100,7.3702455
Y2023,Kasım,D18,T1200,7.8502455
Y2023,Kasım,D18,T1300,8.280246
Y2023,Kasım,D18,T1400,8.610246
Y2023,Kasım,D18,T1500,8.520246
Y2023,Kasım,D18,T1600,8.270246
Y2023,Kasım,D18,T1700,8.180245
Y2023,Kasım,D18,T1800,8.110246
Y2023,Kasım,D18,T1900,8.050245
Y2023,Kasım,D18,T2000,8.170245
Y2023,Kasım,D18,T2100,8.620245
Y2023,Kasım,D18,T2200,9.120245
Y2023,Kasım,D18,T2300,9.620245
Y2023,Kasım,D19,T0000,10.280245
Y2023,Kasım,D19,T0100,10.930245
Y2023,Kasım,D19,T0200,11.370245
Y2023,Kasım,D19,T0300,11.500245
Y2023,Kasım,D19,T0400,11.630245
Y2023,Kasım,D19,T0500,11.780245
Y2023,Kasım,D19,T0600,11.750245
Y2023,Kasım,D19,T0700,12.040245
Y2023,Kasım,D19,T0800,12.630245
Y2023,Kasım,D19,T0900,13.110246
Y2023,Kasım,D19,T1000,13.650246
Y2023,Kasım,D19,T1100,14.100245
Y2023,Kasım,D19,T1200,14.410245
Y2023,Kasım,D19,T1300,14.700245
Y2023,Kasım,D19,T1400,14.790245
Y2023,Kasım,D19,T1500,14.420245
Y2023,Kasım,D19,T1600,14.020246
Y2023,Kasım,D19,T1700,13.8102455
Y2023,Kasım,D19,T1800,13.690246
Y2023,Kasım,D19,T1900,13.5602455
Y2023,Kasım,D19,T2000,13.500245
Y2023,Kasım,D19,T2100,13.260245
Y2023,Kasım,D19,T2200,12.880245
Y2023,Kasım,D19,T2300,12.900246
Y2023,Kasım,D20,T0000,12.870245
Y2023,Kasım,D20,T0100,12.720245
Y2023,Kasım,D20,T0200,12.340245
Y2023,Kasım,D20,T0300,12.040245
Y2023,Kasım,D20,T0400,11.640245
Y2023,Kasım,D20,T0500,11.210245
Y2023,Kasım,D20,T0600,11.040245
Y2023,Kasım,D20,T0700,10.800245
Y2023,Kasım,D20,T0800,10.780245
Y2023,Kasım,D20,T0900,11.040245
Y2023,Kasım,D20,T1000,11.740245
Y2023,Kasım,D20,T1100,11.980246
Y2023,Kasım,D20,T1200,12.200245
Y2023,Kasım,D20,T1300,12.260245
Y2023,Kasım,D20,T1400,11.990245
Y2023,Kasım,D20,T1500,11.470245
Y2023,Kasım,D20,T1600,10.8102455
Y2023,Kasım,D20,T1700,10.380245
Y2023,Kasım,D20,T1800,9.930245
Y2023,Kasım,D20,T1900,9.670245
Y2023,Kasım,D20,T2000,9.820246
Y2023,Kasım,D20,T2100,9.570246
Y2023,Kasım,D20,T2200,9.430245
Y2023,Kasım,D20,T2300,9.370245
Y2023,Kasım,D21,T0000,9.090245
Y2023,Kasım,D21,T0100,8.780245
Y2023,Kasım,D21,T0200,8.540245
Y2023,Kasım,D21,T0300,8.160246
Y2023,Kasım,D21,T0400,8.0602455
Y2023,Kasım,D21,T0500,8.030246
Y2023,Kasım,D21,T0600,7.980245
Y2023,Kasım,D21,T0700,7.710245
Y2023,Kasım,D21,T0800,8.130245
Y2023,Kasım,D21,T0900,8.750245
Y2023,Kasım,D21,T1000,9.490245
Y2023,Kasım,D21,T1100,9.730246
Y2023,Kasım,D21,T1200,9.890245
Y2023,Kasım,D21,T1300,9.830245
Y2023,Kasım,D21,T1400,9.550245
Y2023,Kasım,D21,T1500,9.250245
Y2023,Kasım,D21,T1600,8.410246
Y2023,Kasım,D21,T1700,7.960245
Y2023,Kasım,D21,T1800,7.9702454
Y2023,Kasım,D21,T1900,7.8302455
Y2023,Kasım,D21,T2000,7.7602453
Y2023,Kasım,D21,T2100,7.650245
Y2023,Kasım,D21,T2200,7.5502453
Y2023,Kasım,D21,T2300,7.4502454
Y2023,Kasım,D22,T0000,7.290245
Y2023,Kasım,D22,T0100,7.2802453
Y2023,Kasım,D22,T0200,7.290245
Y2023,Kasım,D22,T0300,7.1002455
Y2023,Kasım,D22,T0400,6.8102455
Y2023,Kasım,D22,T0500,6.3302455
Y2023,Kasım,D22,T0600,5.8902454
Y2023,Kasım,D22,T0700,5.3002453
Y2023,Kasım,D22,T0800,4.8102455
Y2023,Kasım,D22,T0900,4.8402452
Y2023,Kasım,D22,T1000,5.020245
Y2023,Kasım,D22,T1100,5.2402453
Y2023,Kasım,D22,T1200,5.210245
Y2023,Kasım,D22,T1300,4.9902453
Y2023,Kasım,D22,T1400,4.610245
Y2023,Kasım,D22,T1500,4.110245
Y2023,Kasım,D22,T1600,3.4602456
Y2023,Kasım,D22,T1700,2.9002452
Y2023,Kasım,D22,T1800,2.6002455
Y2023,Kasım,D22,T1900,2.2102454
Y2023,Kasım,D22,T2000,1.8802454
Y2023,Kasım,D22,T2100,1.5102453
Y2023,Kasım,D22,T2200,1.3602455
Y2023,Kasım,D22,T2300,1.6502454
Y2023,Kasım,D23,T0000,0.9802454
Y2023,Kasım,D23,T0100,0.7202454
Y2023,Kasım,D23,T0200,1.4902453
Y2023,Kasım,D23,T0300,1.3802454
Y2023,Kasım,D23,T0400,1.3602455
Y2023,Kasım,D23,T0500,1.2902454
Y2023,Kasım,D23,T0600,1.1102455
Y2023,Kasım,D23,T0700,0.23024541
Y2023,Kasım,D23,T0800,0.9802454
Y2023,Kasım,D23,T0900,2.8202453
Y2023,Kasım,D23,T1000,4.690245
Y2023,Kasım,D23,T1100,6.0702453
Y2023,Kasım,D23,T1200,7.0702453
Y2023,Kasım,D23,T1300,7.8002453
Y2023,Kasım,D23,T1400,7.860245
Y2023,Kasım,D23,T1500,7.190245
Y2023,Kasım,D23,T1600,5.4102454
Y2023,Kasım,D23,T1700,4.730245
Y2023,Kasım,D23,T1800,4.980245
Y2023,Kasım,D23,T1900,5.1402454
Y2023,Kasım,D23,T2000,5.500245
Y2023,Kasım,D23,T2100,5.5102453
Y2023,Kasım,D23,T2200,5.8002453
Y2023,Kasım,D23,T2300,6.000245
Y2023,Kasım,D24,T0000,6.5302453
Y2023,Kasım,D24,T0100,6.9102454
Y2023,Kasım,D24,T0200,7.190245
Y2023,Kasım,D24,T0300,7.440245
Y2023,Kasım,D24,T0400,7.5102453
Y2023,Kasım,D24,T0500,7.5602455
Y2023,Kasım,D24,T0600,7.5702453
Y2023,Kasım,D24,T0700,7.6402454
Y2023,Kasım,D24,T0800,7.960245
Y2023,Kasım,D24,T0900,8.290245
Y2023,Kasım,D24,T1000,8.660245
Y2023,Kasım,D24,T1100,8.720245
Y2023,Kasım,D24,T1200,8.990245
Y2023,Kasım,D24,T1300,8.730246
Y2023,Kasım,D24,T1400,8.170245
Y2023,Kasım,D24,T1500,7.400245
Y2023,Kasım,D24,T1600,6.770245
Y2023,Kasım,D24,T1700,6.270245
Y2023,Kasım,D24,T1800,5.4902453
Y2023,Kasım,D24,T1900,4.9502454
Y2023,Kasım,D24,T2000,4.2402453
Y2023,Kasım,D24,T2100,4.1802454
Y2023,Kasım,D24,T2200,4.1802454
Y2023,Kasım,D24,T2300,4.0602455
Y2023,Kasım,D25,T0000,3.8402452
Y2023,Kasım,D25,T0100,3.6102452
Y2023,Kasım,D25,T0200,3.4402456
Y2023,Kasım,D25,T0300,3.0702453
Y2023,Kasım,D25,T0400,2.9002452
Y2023,Kasım,D25,T0500,2.7802453
Y2023,Kasım,D25,T0600,2.5302453
Y2023,Kasım,D25,T0700,1.9902455
Y2023,Kasım,D25,T0800,2.6902456
Y2023,Kasım,D25,T0900,3.5702453
Y2023,Kasım,D25,T1000,4.3202453
Y2023,Kasım,D25,T1100,4.770245
Y2023,Kasım,D25,T1200,5.000245
Y2023,Kasım,D25,T1300,5.130245
Y2023,Kasım,D25,T1400,4.8202453
Y2023,Kasım,D25,T1500,3.8602452
Y2023,Kasım,D25,T1600,2.7602453
Y2023,Kasım,D25,T1700,2.5702453
Y2023,Kasım,D25,T1800,2.8502455
Y2023,Kasım,D25,T1900,2.9702454
Y2023,Kasım,D25,T2000,3.4202452
Y2023,Kasım,D25,T2100,3.6802454
Y2023,Kasım,D25,T2200,3.7602453
Y2023,Kasım,D25,T2300,3.6802454
Y2023,Kasım,D26,T0000,3.6602454
Y2023,Kasım,D26,T0100,3.6902456
Y2023,Kasım,D26,T0200,3.3902454
Y2023,Kasım,D26,T0300,3.1202455
Y2023,Kasım,D26,T0400,3.1102452
Y2023,Kasım,D26,T0500,2.8302455
Y2023,Kasım,D26,T0600,2.8002453
Y2023,Kasım,D26,T0700,2.7302456
Y2023,Kasım,D26,T0800,2.9502454
Y2023,Kasım,D26,T0900,3.5502453
Y2023,Kasım,D26,T1000,4.2202454
Y2023,Kasım,D26,T1100,4.6202455
Y2023,Kasım,D26,T1200,4.9902453
Y2023,Kasım,D26,T1300,5.1802454
Y2023,Kasım,D26,T1400,5.3402452
Y2023,Kasım,D26,T1500,5.0702453
Y2023,Kasım,D26,T1600,4.2002454
Y2023,Kasım,D26,T1700,3.7602453
Y2023,Kasım,D26,T1800,2.8802452
Y2023,Kasım,D26,T1900,1.6902454
Y2023,Kasım,D26,T2000,1.0302454
Y2023,Kasım,D26,T2100,0.100245416
Y2023,Kasım,D26,T2200,0.1202454
Y2023,Kasım,D26,T2300,0.6502454
Y2023,Kasım,D27,T0000,0.8702454
Y2023,Kasım,D27,T0100,0.97024536
Y2023,Kasım,D27,T0200,0.7602454
Y2023,Kasım,D27,T0300,0.5902454
Y2023,Kasım,D27,T0400,0.5702454
Y2023,Kasım,D27,T0500,0.9202454
Y2023,Kasım,D27,T0600,1.1102455
Y2023,Kasım,D27,T0700,1.7302454
Y2023,Kasım,D27,T0800,2.2902455
Y2023,Kasım,D27,T0900,3.2402453
Y2023,Kasım,D27,T1000,4.150245
Y2023,Kasım,D27,T1100,4.790245
Y2023,Kasım,D27,T1200,5.210245
Y2023,Kasım,D27,T1300,5.6002455
Y2023,Kasım,D27,T1400,5.3202453
Y2023,Kasım,D27,T1500,4.980245
Y2023,Kasım,D27,T1600,4.900245
Y2023,Kasım,D27,T1700,4.2902455
Y2023,Kasım,D27,T1800,4.2502456
Y2023,Kasım,D27,T1900,4.400245
Y2023,Kasım,D27,T2000,4.4702454
Y2023,Kasım,D27,T2100,4.610245
Y2023,Kasım,D27,T2200,4.6402454
Y2023,Kasım,D27,T2300,5.110245
Y2023,Kasım,D28,T0000,5.4102454
Y2023,Kasım,D28,T0100,5.6202455
Y2023,Kasım,D28,T0200,5.9902453
Y2023,Kasım,D28,T0300,6.290245
Y2023,Kasım,D28,T0400,6.5302453
Y2023,Kasım,D28,T0500,6.5802455
Y2023,Kasım,D28,T0600,6.3102455
Y2023,Kasım,D28,T0700,5.900245
Y2023,Kasım,D28,T0800,5.420245
Y2023,Kasım,D28,T0900,4.7402453
Y2023,Kasım,D28,T1000,4.2802453
Y2023,Kasım,D28,T1100,3.9802456
Y2023,Kasım,D28,T1200,3.7402453
Y2023,Kasım,D28,T1300,3.5702453
Y2023,Kasım,D28,T1400,3.5302453
Y2023,Kasım,D28,T1500,3.3702455
Y2023,Kasım,D28,T1600,3.2402453
Y2023,Kasım,D28,T1700,2.7102456
Y2023,Kasım,D28,T1800,2.8602452
Y2023,Kasım,D28,T1900,2.3202453
Y2023,Kasım,D28,T2000,1.9102454
Y2023,Kasım,D28,T2100,1.4302454
Y2023,Kasım,D28,T2200,1.7802454
Y2023,Kasım,D28,T2300,1.1602454
Y2023,Kasım,D29,T0000,0.89024544
Y2023,Kasım,D29,T0100,0.4402454
Y2023,Kasım,D29,T0200,0.1202454
Y2023,Kasım,D29,T0300,0.2402454
Y2023,Kasım,D29,T0400,0.3102454
Y2023,Kasım,D29,T0500,0.2602454
Y2023,Kasım,D29,T0600,0.4002454
Y2023,Kasım,D29,T0700,0.4302454
Y2023,Kasım,D29,T0800,1.0602454
Y2023,Kasım,D29,T0900,2.2602453
Y2023,Kasım,D29,T1000,3.4602456
Y2023,Kasım,D29,T1100,4.4702454
Y2023,Kasım,D29,T1200,5.3102455
Y2023,Kasım,D29,T1300,5.8702455
Y2023,Kasım,D29,T1400,5.610245
Y2023,Kasım,D29,T1500,4.420245
Y2023,Kasım,D29,T1600,3.3602452
Y2023,Kasım,D29,T1700,2.3502455
Y2023,Kasım,D29,T1800,1.3502455
Y2023,Kasım,D29,T1900,0.9302454
Y2023,Kasım,D29,T2000,1.3402455
Y2023,Kasım,D29,T2100,1.0702454
Y2023,Kasım,D29,T2200,1.0702454
Y2023,Kasım,D29,T2300,0.77024543
Y2023,Kasım,D30,T0000,0.9902454
Y2023,Kasım,D30,T0100,0.9802454
Y2023,Kasım,D30,T0200,1.2002454
Y2023,Kasım,D30,T0300,1.4802454
Y2023,Kasım,D30,T0400,1.7202454
Y2023,Kasım,D30,T0500,1.7102454
Y2023,Kasım,D30,T0600,1.8002454
Y2023,Kasım,D30,T0700,1.9302454
Y2023,Kasım,D30,T0800,1.9102454
Y2023,Kasım,D30,T0900,1.6802454
Y2023,Kasım,D30,T1000,1.8002454
Y2023,Kasım,D30,T1100,1.9202454
Y2023,Kasım,D30,T1200,2.1102452
Y2023,Kasım,D30,T1300,2.2302454
Y2023,Kasım,D30,T1400,2.5702453
Y2023,Kasım,D30,T1500,2.6902456
Y2023,Kasım,D30,T1600,2.6802454
Y2023,Kasım,D30,T1700,2.6502452
Y2023,Kasım,D30,T1800,2.5402455
Y2023,Kasım,D30,T1900,2.5702453
Y2023,Kasım,D30,T2000,2.5702453
Y2023,Kasım,D30,T2100,2.7502456
Y2023,Kasım,D30,T2200,2.9302454
Y2023,Kasım,D30,T2300,2.9802456
Y2023,Aralık,D01,T0000,3.0602455
Y2023,Aralık,D01,T0100,3.0702453
Y2023,Aralık,D01,T0200,2.9602456
Y2023,Aralık,D01,T0300,2.9802456
Y2023,Aralık,D01,T0400,3.1802454
Y2023,Aralık,D01,T0500,3.1502452
Y2023,Aralık,D01,T0600,3.1602454
Y2023,Aralık,D01,T0700,3.2102456
Y2023,Aralık,D01,T0800,3.2102456
Y2023,Aralık,D01,T0900,3.3102455
Y2023,Aralık,D01,T1000,2.9702454
Y2023,Aralık,D01,T1100,2.9902453
Y2023,Aralık,D01,T1200,2.9002452
Y2023,Aralık,D01,T1300,2.7902455
Y2023,Aralık,D01,T1400,2.7302456
Y2023,Aralık,D01,T1500,2.5102453
Y2023,Aralık,D01,T1600,2.2802453
Y2023,Aralık,D01,T1700,1.9202454
Y2023,Aralık,D01,T1800,1.6802454
Y2023,Aralık,D01,T1900,1.5902454
Y2023,Aralık,D01,T2000,1.5202454
Y2023,Aralık,D01,T2100,1.4402454
Y2023,Aralık,D01,T2200,1.5402454
Y2023,Aralık,D01,T2300,1.5002453
Y2023,Aralık,D02,T0000,1.4102454
Y2023,Aralık,D02,T0100,1.3302454
Y2023,Aralık,D02,T0200,1.1402454
Y2023,Aralık,D02,T0300,0.9502454
Y2023,Aralık,D02,T0400,0.7402454
Y2023,Aralık,D02,T0500,0.4902454
Y2023,Aralık,D02,T0600,0.3302454
Y2023,Aralık,D02,T0700,0.16024542
Y2023,Aralık,D02,T0800,-0.029754579
Y2023,Aralık,D02,T0900,-0.17975461
Y2023,Aralık,D02,T1000,-0.07975459
Y2023,Aralık,D02,T1100,-0.1297546
Y2023,Aralık,D02,T1200,-0.08975458
Y2023,Aralık,D02,T1300,-0.05975461
Y2023,Aralık,D02,T1400,-0.07975459
Y2023,Aralık,D02,T1500,-0.21975458
Y2023,Aralık,D02,T1600,-0.33975458
Y2023,Aralık,D02,T1700,-0.4497546
Y2023,Aralık,D02,T1800,-0.5497546
Y2023,Aralık,D02,T1900,-1.0797546
Y2023,Aralık,D02,T2000,-1.1097546
Y2023,Aralık,D02,T2100,-1.1097546
Y2023,Aralık,D02,T2200,-1.1097546
Y2023,Aralık,D02,T2300,-1.1797546
Y2023,Aralık,D03,T0000,-1.4097546
Y2023,Aralık,D03,T0100,-1.5997547
Y2023,Aralık,D03,T0200,-2.5497546
Y2023,Aralık,D03,T0300,-3.7797546
Y2023,Aralık,D03,T0400,-4.209755
Y2023,Aralık,D03,T0500,-4.729755
Y2023,Aralık,D03,T0600,-4.7197547
Y2023,Aralık,D03,T0700,-5.1997547
Y2023,Aralık,D03,T0800,-4.5697546
Y2023,Aralık,D03,T0900,-2.6997547
Y2023,Aralık,D03,T1000,-1.6797546
Y2023,Aralık,D03,T1100,-0.75975454
Y2023,Aralık,D03,T1200,0.17024541
Y2023,Aralık,D03,T1300,0.7302454
Y2023,Aralık,D03,T1400,0.7302454
Y2023,Aralık,D03,T1500,-0.40975457
Y2023,Aralık,D03,T1600,-1.9397546
Y2023,Aralık,D03,T1700,-2.2797546
Y2023,Aralık,D03,T1800,-2.5197544
Y2023,Aralık,D03,T1900,-2.7697544
Y2023,Aralık,D03,T2000,-2.9797544
Y2023,Aralık,D03,T2100,-3.1397548
Y2023,Aralık,D03,T2200,-3.5597548
Y2023,Aralık,D03,T2300,-3.7797546
Y2023,Aralık,D04,T0000,-3.7397547
Y2023,Aralık,D04,T0100,-3.7997546
Y2023,Aralık,D04,T0200,-3.8397546
Y2023,Aralık,D04,T0300,-3.5097547
Y2023,Aralık,D04,T0400,-3.1097546
Y2023,Aralık,D04,T0500,-2.7297544
Y2023,Aralık,D04,T0600,-2.3397546
Y2023,Aralık,D04,T0700,-2.0197544
Y2023,Aralık,D04,T0800,-1.4497546
Y2023,Aralık,D04,T0900,-1.0197546
Y2023,Aralık,D04,T1000,-0.17975461
Y2023,Aralık,D04,T1100,0.5302454
Y2023,Aralık,D04,T1200,1.2202454
