Yil,Ay,Gun,Saat,Sicaklik
Y2023,Nisan,D21,T0500,2.8402452
Y2023,Nisan,D21,T0600,4.0002456
Y2023,Nisan,D21,T0700,5.730245
Y2023,Nisan,D21,T0800,7.4502454
Y2023,Nisan,D21,T0900,8.690246
Y2023,Nisan,D21,T1000,10.350245
Y2023,Nisan,D21,T1100,11.330245
Y2023,Nisan,D21,T1200,12.220245
Y2023,Nisan,D21,T1300,12.900246
Y2023,Nisan,D21,T1400,12.630245
Y2023,Nisan,D21,T1500,12.700245
Y2023,Nisan,D21,T1600,13.300245
Y2023,Nisan,D21,T1700,12.990245
Y2023,Nisan,D21,T1800,11.510245
Y2023,Nisan,D21,T1900,10.870245
Y2023,Nisan,D21,T2000,10.140245
Y2023,Nisan,D21,T2100,9.800245
Y2023,Nisan,D21,T2200,9.0602455
Y2023,Nisan,D21,T2300,8.860246
Y2023,Nisan,D22,T0000,8.640245
Y2023,Nisan,D22,T0100,7.940245
Y2023,Nisan,D22,T0200,7.440245
Y2023,Nisan,D22,T0300,7.2002454
Y2023,Nisan,D22,T0400,6.940245
Y2023,Nisan,D22,T0500,6.5102453
Y2023,Nisan,D22,T0600,8.490246
Y2023,Nisan,D22,T0700,10.740245
Y2023,Nisan,D22,T0800,12.3102455
Y2023,Nisan,D22,T0900,13.850245
Y2023,Nisan,D22,T1000,16.230246
Y2023,Nisan,D22,T1100,17.080246
Y2023,Nisan,D22,T1200,18.130245
Y2023,Nisan,D22,T1300,18.370245
Y2023,Nisan,D22,T1400,18.550245
Y2023,Nisan,D22,T1500,17.520245
Y2023,Nisan,D22,T1600,16.380245
Y2023,Nisan,D22,T1700,15.520246
Y2023,Nisan,D22,T1800,14.070246
Y2023,Nisan,D22,T1900,13.920245
Y2023,Nisan,D22,T2000,13.240245
Y2023,Nisan,D22,T2100,12.820246
Y2023,Nisan,D22,T2200,12.110246
Y2023,Nisan,D22,T2300,11.690246
Y2023,Nisan,D23,T0000,11.730246
Y2023,Nisan,D23,T0100,11.540245
Y2023,Nisan,D23,T0200,11.080245
Y2023,Nisan,D23,T0300,10.260245
Y2023,Nisan,D23,T0400,9.970245
Y2023,Nisan,D23,T0500,9.750245
Y2023,Nisan,D23,T0600,10.890245
Y2023,Nisan,D23,T0700,12.670245
Y2023,Nisan,D23,T0800,13.950245
Y2023,Nisan,D23,T0900,15.190246
Y2023,Nisan,D23,T1000,16.240246
Y2023,Nisan,D23,T1100,17.380245
Y2023,Nisan,D23,T1200,18.580246
Y2023,Nisan,D23,T1300,19.450245
Y2023,Nisan,D23,T1400,16.790245
Y2023,Nisan,D23,T1500,16.470245
Y2023,Nisan,D23,T1600,16.430246
Y2023,Nisan,D23,T1700,14.8102455
Y2023,Nisan,D23,T1800,12.840245
Y2023,Nisan,D23,T1900,12.080245
Y2023,Nisan,D23,T2000,11.780245
Y2023,Nisan,D23,T2100,11.600245
Y2023,Nisan,D23,T2200,11.300245
Y2023,Nisan,D23,T2300,11.190246
Y2023,Nisan,D24,T0000,11.210245
Y2023,Nisan,D24,T0100,10.750245
Y2023,Nisan,D24,T0200,10.530245
Y2023,Nisan,D24,T0300,10.260245
Y2023,Nisan,D24,T0400,10.120245
Y2023,Nisan,D24,T0500,9.880245
Y2023,Nisan,D24,T0600,9.960245
Y2023,Nisan,D24,T0700,10.130245
Y2023,Nisan,D24,T0800,10.200245
Y2023,Nisan,D24,T0900,10.730246
Y2023,Nisan,D24,T1000,10.5602455
Y2023,Nisan,D24,T1100,11.200245
Y2023,Nisan,D24,T1200,11.750245
Y2023,Nisan,D24,T1300,12.370245
Y2023,Nisan,D24,T1400,12.970245
Y2023,Nisan,D24,T1500,13.020246
Y2023,Nisan,D24,T1600,12.770246
Y2023,Nisan,D24,T1700,12.410245
Y2023,Nisan,D24,T1800,11.740245
Y2023,Nisan,D24,T1900,10.510245
Y2023,Nisan,D24,T2000,9.910245
Y2023,Nisan,D24,T2100,8.920245
Y2023,Nisan,D24,T2200,9.080245
Y2023,Nisan,D24,T2300,9.580245
Y2023,Nisan,D25,T0000,8.610246
Y2023,Nisan,D25,T0100,8.200246
Y2023,Nisan,D25,T0200,7.290245
Y2023,Nisan,D25,T0300,6.5802455
Y2023,Nisan,D25,T0400,6.290245
Y2023,Nisan,D25,T0500,6.670245
Y2023,Nisan,D25,T0600,7.1402454
Y2023,Nisan,D25,T0700,6.9502454
Y2023,Nisan,D25,T0800,7.210245
Y2023,Nisan,D25,T0900,8.240246
Y2023,Nisan,D25,T1000,9.670245
Y2023,Nisan,D25,T1100,10.400246
Y2023,Nisan,D25,T1200,10.610246
Y2023,Nisan,D25,T1300,11.320246
Y2023,Nisan,D25,T1400,10.890245
Y2023,Nisan,D25,T1500,10.840245
Y2023,Nisan,D25,T1600,10.410245
Y2023,Nisan,D25,T1700,10.100245
Y2023,Nisan,D25,T1800,9.500245
Y2023,Nisan,D25,T1900,8.0602455
Y2023,Nisan,D25,T2000,8.730246
Y2023,Nisan,D25,T2100,8.610246
Y2023,Nisan,D25,T2200,7.5502453
Y2023,Nisan,D25,T2300,6.7402453
Y2023,Nisan,D26,T0000,5.670245
Y2023,Nisan,D26,T0100,5.0502453
Y2023,Nisan,D26,T0200,4.6002455
Y2023,Nisan,D26,T0300,4.0402455
Y2023,Nisan,D26,T0400,3.8002453
Y2023,Nisan,D26,T0500,4.0702453
Y2023,Nisan,D26,T0600,5.500245
Y2023,Nisan,D26,T0700,6.6802454
Y2023,Nisan,D26,T0800,8.040245
Y2023,Nisan,D26,T0900,9.650246
Y2023,Nisan,D26,T1000,11.080245
Y2023,Nisan,D26,T1100,12.210245
Y2023,Nisan,D26,T1200,12.940246
Y2023,Nisan,D26,T1300,13.720245
Y2023,Nisan,D26,T1400,14.500245
Y2023,Nisan,D26,T1500,14.920245
Y2023,Nisan,D26,T1600,15.040245
Y2023,Nisan,D26,T1700,14.840245
Y2023,Nisan,D26,T1800,14.350245
Y2023,Nisan,D26,T1900,11.280245
Y2023,Nisan,D26,T2000,9.960245
Y2023,Nisan,D26,T2100,9.770246
Y2023,Nisan,D26,T2200,9.050245
Y2023,Nisan,D26,T2300,8.890245
Y2023,Nisan,D27,T0000,8.750245
Y2023,Nisan,D27,T0100,8.3102455
Y2023,Nisan,D27,T0200,8.670245
Y2023,Nisan,D27,T0300,8.3102455
Y2023,Nisan,D27,T0400,8.610246
Y2023,Nisan,D27,T0500,8.530246
Y2023,Nisan,D27,T0600,9.720245
Y2023,Nisan,D27,T0700,11.220245
Y2023,Nisan,D27,T0800,13.460245
Y2023,Nisan,D27,T0900,15.040245
Y2023,Nisan,D27,T1000,16.090246
Y2023,Nisan,D27,T1100,17.220245
Y2023,Nisan,D27,T1200,17.470245
Y2023,Nisan,D27,T1300,18.040245
Y2023,Nisan,D27,T1400,18.750246
Y2023,Nisan,D27,T1500,19.050245
Y2023,Nisan,D27,T1600,18.960245
Y2023,Nisan,D27,T1700,18.600245
Y2023,Nisan,D27,T1800,17.830246
Y2023,Nisan,D27,T1900,15.290245
Y2023,Nisan,D27,T2000,12.420245
Y2023,Nisan,D27,T2100,11.690246
Y2023,Nisan,D27,T2200,12.210245
Y2023,Nisan,D27,T2300,11.880245
Y2023,Nisan,D28,T0000,12.000245
Y2023,Nisan,D28,T0100,12.220245
Y2023,Nisan,D28,T0200,12.860246
Y2023,Nisan,D28,T0300,12.970245
Y2023,Nisan,D28,T0400,12.740245
Y2023,Nisan,D28,T0500,12.860246
Y2023,Nisan,D28,T0600,13.250245
Y2023,Nisan,D28,T0700,13.760245
Y2023,Nisan,D28,T0800,14.300245
Y2023,Nisan,D28,T0900,14.900246
Y2023,Nisan,D28,T1000,15.110246
Y2023,Nisan,D28,T1100,16.720245
Y2023,Nisan,D28,T1200,17.310246
Y2023,Nisan,D28,T1300,18.330246
Y2023,Nisan,D28,T1400,18.570246
Y2023,Nisan,D28,T1500,18.360245
Y2023,Nisan,D28,T1600,18.740246
Y2023,Nisan,D28,T1700,18.470245
Y2023,Nisan,D28,T1800,18.170246
Y2023,Nisan,D28,T1900,16.620245
Y2023,Nisan,D28,T2000,15.620245
Y2023,Nisan,D28,T2100,15.3102455
Y2023,Nisan,D28,T2200,15.040245
Y2023,Nisan,D28,T2300,14.420245
Y2023,Nisan,D29,T0000,13.680245
Y2023,Nisan,D29,T0100,13.370245
Y2023,Nisan,D29,T0200,13.340245
Y2023,Nisan,D29,T0300,13.270246
Y2023,Nisan,D29,T0400,12.740245
Y2023,Nisan,D29,T0500,12.840245
Y2023,Nisan,D29,T0600,13.890245
Y2023,Nisan,D29,T0700,14.930245
Y2023,Nisan,D29,T0800,16.230246
Y2023,Nisan,D29,T0900,17.070246
Y2023,Nisan,D29,T1000,18.030245
Y2023,Nisan,D29,T1100,18.790245
Y2023,Nisan,D29,T1200,19.320246
Y2023,Nisan,D29,T1300,19.670246
Y2023,Nisan,D29,T1400,19.480246
Y2023,Nisan,D29,T1500,19.090246
Y2023,Nisan,D29,T1600,18.510244
Y2023,Nisan,D29,T1700,17.170246
Y2023,Nisan,D29,T1800,15.470245
Y2023,Nisan,D29,T1900,13.780245
Y2023,Nisan,D29,T2000,12.980246
Y2023,Nisan,D29,T2100,12.3102455
Y2023,Nisan,D29,T2200,11.820246
Y2023,Nisan,D29,T2300,11.230246
Y2023,Nisan,D30,T0000,11.030245
Y2023,Nisan,D30,T0100,9.630245
Y2023,Nisan,D30,T0200,9.3102455
Y2023,Nisan,D30,T0300,9.660245
Y2023,Nisan,D30,T0400,9.550245
Y2023,Nisan,D30,T0500,10.280245
Y2023,Nisan,D30,T0600,11.250245
Y2023,Nisan,D30,T0700,12.470245
Y2023,Nisan,D30,T0800,13.590245
Y2023,Nisan,D30,T0900,15.040245
Y2023,Nisan,D30,T1000,16.570246
Y2023,Nisan,D30,T1100,17.370245
Y2023,Nisan,D30,T1200,17.540245
Y2023,Nisan,D30,T1300,17.700245
Y2023,Nisan,D30,T1400,18.170246
Y2023,Nisan,D30,T1500,18.190245
Y2023,Nisan,D30,T1600,17.980246
Y2023,Nisan,D30,T1700,17.210245
Y2023,Nisan,D30,T1800,16.000246
Y2023,Nisan,D30,T1900,14.830245
Y2023,Nisan,D30,T2000,14.420245
Y2023,Nisan,D30,T2100,14.080245
Y2023,Nisan,D30,T2200,13.710245
Y2023,Nisan,D30,T2300,13.160245
Y2023,Mayıs,D01,T0000,12.780245
Y2023,Mayıs,D01,T0100,12.320246
Y2023,Mayıs,D01,T0200,11.890245
Y2023,Mayıs,D01,T0300,11.380245
Y2023,Mayıs,D01,T0400,10.660245
Y2023,Mayıs,D01,T0500,10.710245
Y2023,Mayıs,D01,T0600,11.710245
Y2023,Mayıs,D01,T0700,12.850245
Y2023,Mayıs,D01,T0800,13.830245
Y2023,Mayıs,D01,T0900,14.490245
Y2023,Mayıs,D01,T1000,14.880245
Y2023,Mayıs,D01,T1100,15.490245
Y2023,Mayıs,D01,T1200,15.830245
Y2023,Mayıs,D01,T1300,15.880245
Y2023,Mayıs,D01,T1400,16.100246
Y2023,Mayıs,D01,T1500,15.800245
Y2023,Mayıs,D01,T1600,15.700245
Y2023,Mayıs,D01,T1700,15.270246
Y2023,Mayıs,D01,T1800,14.330245
Y2023,Mayıs,D01,T1900,13.030245
Y2023,Mayıs,D01,T2000,12.400246
Y2023,Mayıs,D01,T2100,11.460245
Y2023,Mayıs,D01,T2200,11.160245
Y2023,Mayıs,D01,T2300,10.210245
Y2023,Mayıs,D02,T0000,10.050245
Y2023,Mayıs,D02,T0100,9.8102455
Y2023,Mayıs,D02,T0200,9.440246
Y2023,Mayıs,D02,T0300,8.930245
Y2023,Mayıs,D02,T0400,8.950245
Y2023,Mayıs,D02,T0500,9.5602455
Y2023,Mayıs,D02,T0600,10.860246
Y2023,Mayıs,D02,T0700,12.220245
Y2023,Mayıs,D02,T0800,13.250245
Y2023,Mayıs,D02,T0900,14.480246
Y2023,Mayıs,D02,T1000,15.540245
Y2023,Mayıs,D02,T1100,16.170246
Y2023,Mayıs,D02,T1200,16.530245
Y2023,Mayıs,D02,T1300,17.020245
Y2023,Mayıs,D02,T1400,17.060246
Y2023,Mayıs,D02,T1500,16.850245
Y2023,Mayıs,D02,T1600,16.250246
Y2023,Mayıs,D02,T1700,15.900246
Y2023,Mayıs,D02,T1800,14.760245
Y2023,Mayıs,D02,T1900,13.360246
Y2023,Mayıs,D02,T2000,12.300245
Y2023,Mayıs,D02,T2100,11.250245
Y2023,Mayıs,D02,T2200,9.790245
Y2023,Mayıs,D02,T2300,8.910245
Y2023,Mayıs,D03,T0000,8.160246
Y2023,Mayıs,D03,T0100,7.4702454
Y2023,Mayıs,D03,T0200,7.0102453
Y2023,Mayıs,D03,T0300,6.6002455
Y2023,Mayıs,D03,T0400,6.110245
Y2023,Mayıs,D03,T0500,6.860245
Y2023,Mayıs,D03,T0600,9.150246
Y2023,Mayıs,D03,T0700,11.000245
Y2023,Mayıs,D03,T0800,12.950245
Y2023,Mayıs,D03,T0900,14.750245
Y2023,Mayıs,D03,T1000,16.560246
Y2023,Mayıs,D03,T1100,17.970245
Y2023,Mayıs,D03,T1200,19.080246
Y2023,Mayıs,D03,T1300,19.840246
Y2023,Mayıs,D03,T1400,20.380245
Y2023,Mayıs,D03,T1500,20.630245
Y2023,Mayıs,D03,T1600,20.450245
Y2023,Mayıs,D03,T1700,19.810246
Y2023,Mayıs,D03,T1800,17.630245
Y2023,Mayıs,D03,T1900,14.330245
Y2023,Mayıs,D03,T2000,12.830245
Y2023,Mayıs,D03,T2100,11.410245
Y2023,Mayıs,D03,T2200,10.350245
Y2023,Mayıs,D03,T2300,9.330245
Y2023,Mayıs,D04,T0000,8.570246
Y2023,Mayıs,D04,T0100,7.7202454
Y2023,Mayıs,D04,T0200,7.4902453
Y2023,Mayıs,D04,T0300,7.6402454
Y2023,Mayıs,D04,T0400,7.4702454
Y2023,Mayıs,D04,T0500,7.540245
Y2023,Mayıs,D04,T0600,10.400246
Y2023,Mayıs,D04,T0700,13.180245
Y2023,Mayıs,D04,T0800,15.390245
Y2023,Mayıs,D04,T0900,17.230246
Y2023,Mayıs,D04,T1000,19.150246
Y2023,Mayıs,D04,T1100,20.910246
Y2023,Mayıs,D04,T1200,22.340246
Y2023,Mayıs,D04,T1300,23.350245
Y2023,Mayıs,D04,T1400,24.220245
Y2023,Mayıs,D04,T1500,24.540245
Y2023,Mayıs,D04,T1600,24.520245
Y2023,Mayıs,D04,T1700,23.900246
Y2023,Mayıs,D04,T1800,21.790245
Y2023,Mayıs,D04,T1900,18.850245
Y2023,Mayıs,D04,T2000,19.050245
Y2023,Mayıs,D04,T2100,18.220245
Y2023,Mayıs,D04,T2200,14.920245
Y2023,Mayıs,D04,T2300,14.820246
Y2023,Mayıs,D05,T0000,14.490245
Y2023,Mayıs,D05,T0100,14.320246
Y2023,Mayıs,D05,T0200,14.360246
Y2023,Mayıs,D05,T0300,14.470245
Y2023,Mayıs,D05,T0400,14.160245
Y2023,Mayıs,D05,T0500,14.220245
Y2023,Mayıs,D05,T0600,15.360246
Y2023,Mayıs,D05,T0700,16.580246
Y2023,Mayıs,D05,T0800,18.100245
Y2023,Mayıs,D05,T0900,19.400246
Y2023,Mayıs,D05,T1000,20.740246
Y2023,Mayıs,D05,T1100,21.560246
Y2023,Mayıs,D05,T1200,22.190245
Y2023,Mayıs,D05,T1300,22.460245
Y2023,Mayıs,D05,T1400,20.450245
Y2023,Mayıs,D05,T1500,18.920246
Y2023,Mayıs,D05,T1600,18.710245
Y2023,Mayıs,D05,T1700,18.840246
Y2023,Mayıs,D05,T1800,17.760244
Y2023,Mayıs,D05,T1900,16.550245
Y2023,Mayıs,D05,T2000,15.790245
Y2023,Mayıs,D05,T2100,15.210245
Y2023,Mayıs,D05,T2200,14.590245
Y2023,Mayıs,D05,T2300,13.860246
Y2023,Mayıs,D06,T0000,13.180245
Y2023,Mayıs,D06,T0100,12.700245
Y2023,Mayıs,D06,T0200,12.440246
Y2023,Mayıs,D06,T0300,12.600245
Y2023,Mayıs,D06,T0400,12.850245
Y2023,Mayıs,D06,T0500,12.660245
Y2023,Mayıs,D06,T0600,13.280245
Y2023,Mayıs,D06,T0700,14.230246
Y2023,Mayıs,D06,T0800,15.460245
Y2023,Mayıs,D06,T0900,17.290245
Y2023,Mayıs,D06,T1000,19.970245
Y2023,Mayıs,D06,T1100,20.810246
Y2023,Mayıs,D06,T1200,21.490246
Y2023,Mayıs,D06,T1300,22.080246
Y2023,Mayıs,D06,T1400,22.590246
Y2023,Mayıs,D06,T1500,22.310246
Y2023,Mayıs,D06,T1600,22.310246
Y2023,Mayıs,D06,T1700,21.920246
Y2023,Mayıs,D06,T1800,20.840246
Y2023,Mayıs,D06,T1900,18.510244
Y2023,Mayıs,D06,T2000,16.770245
Y2023,Mayıs,D06,T2100,13.870245
Y2023,Mayıs,D06,T2200,14.100245
Y2023,Mayıs,D06,T2300,13.320246
Y2023,Mayıs,D07,T0000,13.210245
Y2023,Mayıs,D07,T0100,12.270246
Y2023,Mayıs,D07,T0200,11.550245
Y2023,Mayıs,D07,T0300,11.530245
Y2023,Mayıs,D07,T0400,11.790245
Y2023,Mayıs,D07,T0500,11.900246
Y2023,Mayıs,D07,T0600,13.690246
Y2023,Mayıs,D07,T0700,15.420245
Y2023,Mayıs,D07,T0800,16.830246
Y2023,Mayıs,D07,T0900,18.240246
Y2023,Mayıs,D07,T1000,19.310246
Y2023,Mayıs,D07,T1100,19.930244
Y2023,Mayıs,D07,T1200,20.320246
Y2023,Mayıs,D07,T1300,18.930244
Y2023,Mayıs,D07,T1400,18.980246
Y2023,Mayıs,D07,T1500,18.110245
Y2023,Mayıs,D07,T1600,17.900246
Y2023,Mayıs,D07,T1700,17.590246
Y2023,Mayıs,D07,T1800,16.540245
Y2023,Mayıs,D07,T1900,15.690246
Y2023,Mayıs,D07,T2000,15.300245
Y2023,Mayıs,D07,T2100,15.040245
Y2023,Mayıs,D07,T2200,14.670245
Y2023,Mayıs,D07,T2300,14.500245
Y2023,Mayıs,D08,T0000,14.320246
Y2023,Mayıs,D08,T0100,14.230246
Y2023,Mayıs,D08,T0200,14.250245
Y2023,Mayıs,D08,T0300,14.160245
Y2023,Mayıs,D08,T0400,14.360246
Y2023,Mayıs,D08,T0500,14.540245
Y2023,Mayıs,D08,T0600,14.630245
Y2023,Mayıs,D08,T0700,15.230246
Y2023,Mayıs,D08,T0800,16.080246
Y2023,Mayıs,D08,T0900,16.910246
Y2023,Mayıs,D08,T1000,17.670246
Y2023,Mayıs,D08,T1100,18.490246
Y2023,Mayıs,D08,T1200,18.820246
Y2023,Mayıs,D08,T1300,18.730246
Y2023,Mayıs,D08,T1400,19.040245
Y2023,Mayıs,D08,T1500,19.160246
Y2023,Mayıs,D08,T1600,18.610245
Y2023,Mayıs,D08,T1700,17.780245
Y2023,Mayıs,D08,T1800,16.910246
Y2023,Mayıs,D08,T1900,16.730246
Y2023,Mayıs,D08,T2000,15.910245
Y2023,Mayıs,D08,T2100,15.440246
Y2023,Mayıs,D08,T2200,14.600245
Y2023,Mayıs,D08,T2300,14.5602455
Y2023,Mayıs,D09,T0000,13.590245
Y2023,Mayıs,D09,T0100,12.130245
Y2023,Mayıs,D09,T0200,12.260245
Y2023,Mayıs,D09,T0300,12.260245
Y2023,Mayıs,D09,T0400,12.620245
Y2023,Mayıs,D09,T0500,13.180245
Y2023,Mayıs,D09,T0600,13.910245
Y2023,Mayıs,D09,T0700,15.280245
Y2023,Mayıs,D09,T0800,16.780245
Y2023,Mayıs,D09,T0900,17.950245
Y2023,Mayıs,D09,T1000,19.060246
Y2023,Mayıs,D09,T1100,19.810246
Y2023,Mayıs,D09,T1200,20.030245
Y2023,Mayıs,D09,T1300,20.270245
Y2023,Mayıs,D09,T1400,19.300245
Y2023,Mayıs,D09,T1500,17.690245
Y2023,Mayıs,D09,T1600,16.330246
Y2023,Mayıs,D09,T1700,15.490245
Y2023,Mayıs,D09,T1800,15.020246
Y2023,Mayıs,D09,T1900,14.770246
Y2023,Mayıs,D09,T2000,14.500245
Y2023,Mayıs,D09,T2100,14.170245
Y2023,Mayıs,D09,T2200,13.900246
Y2023,Mayıs,D09,T2300,13.780245
Y2023,Mayıs,D10,T0000,13.490245
Y2023,Mayıs,D10,T0100,13.290245
Y2023,Mayıs,D10,T0200,13.000245
Y2023,Mayıs,D10,T0300,12.950245
Y2023,Mayıs,D10,T0400,12.580245
Y2023,Mayıs,D10,T0500,12.620245
Y2023,Mayıs,D10,T0600,12.900246
Y2023,Mayıs,D10,T0700,13.240245
Y2023,Mayıs,D10,T0800,13.730246
Y2023,Mayıs,D10,T0900,14.340245
Y2023,Mayıs,D10,T1000,14.500245
Y2023,Mayıs,D10,T1100,15.100245
Y2023,Mayıs,D10,T1200,15.460245
Y2023,Mayıs,D10,T1300,15.420245
Y2023,Mayıs,D10,T1400,15.470245
Y2023,Mayıs,D10,T1500,15.130245
Y2023,Mayıs,D10,T1600,14.760245
Y2023,Mayıs,D10,T1700,14.370245
Y2023,Mayıs,D10,T1800,13.790245
Y2023,Mayıs,D10,T1900,12.770246
Y2023,Mayıs,D10,T2000,12.180245
Y2023,Mayıs,D10,T2100,11.590245
Y2023,Mayıs,D10,T2200,11.710245
Y2023,Mayıs,D10,T2300,11.750245
Y2023,Mayıs,D11,T0000,11.540245
Y2023,Mayıs,D11,T0100,11.380245
Y2023,Mayıs,D11,T0200,11.130245
Y2023,Mayıs,D11,T0300,11.0602455
Y2023,Mayıs,D11,T0400,10.990245
Y2023,Mayıs,D11,T0500,11.210245
Y2023,Mayıs,D11,T0600,11.400246
Y2023,Mayıs,D11,T0700,11.970245
Y2023,Mayıs,D11,T0800,12.980246
Y2023,Mayıs,D11,T0900,13.630245
Y2023,Mayıs,D11,T1000,13.820246
Y2023,Mayıs,D11,T1100,14.400246
Y2023,Mayıs,D11,T1200,14.360246
Y2023,Mayıs,D11,T1300,14.540245
Y2023,Mayıs,D11,T1400,14.580245
Y2023,Mayıs,D11,T1500,14.610246
Y2023,Mayıs,D11,T1600,14.100245
Y2023,Mayıs,D11,T1700,13.540245
Y2023,Mayıs,D11,T1800,12.970245
Y2023,Mayıs,D11,T1900,11.750245
Y2023,Mayıs,D11,T2000,10.980246
Y2023,Mayıs,D11,T2100,10.770246
Y2023,Mayıs,D11,T2200,10.620245
Y2023,Mayıs,D11,T2300,10.890245
Y2023,Mayıs,D12,T0000,11.130245
Y2023,Mayıs,D12,T0100,10.720245
Y2023,Mayıs,D12,T0200,11.110246
Y2023,Mayıs,D12,T0300,11.040245
Y2023,Mayıs,D12,T0400,10.740245
Y2023,Mayıs,D12,T0500,10.510245
Y2023,Mayıs,D12,T0600,11.090245
Y2023,Mayıs,D12,T0700,12.000245
Y2023,Mayıs,D12,T0800,12.720245
Y2023,Mayıs,D12,T0900,13.490245
Y2023,Mayıs,D12,T1000,15.140245
Y2023,Mayıs,D12,T1100,15.690246
Y2023,Mayıs,D12,T1200,16.330246
Y2023,Mayıs,D12,T1300,16.810246
Y2023,Mayıs,D12,T1400,16.700245
Y2023,Mayıs,D12,T1500,16.270247
Y2023,Mayıs,D12,T1600,16.340246
Y2023,Mayıs,D12,T1700,16.410246
Y2023,Mayıs,D12,T1800,15.460245
Y2023,Mayıs,D12,T1900,14.070246
Y2023,Mayıs,D12,T2000,13.690246
Y2023,Mayıs,D12,T2100,12.830245
Y2023,Mayıs,D12,T2200,11.820246
Y2023,Mayıs,D12,T2300,11.340245
Y2023,Mayıs,D13,T0000,11.300245
Y2023,Mayıs,D13,T0100,11.050245
Y2023,Mayıs,D13,T0200,11.630245
Y2023,Mayıs,D13,T0300,11.680245
Y2023,Mayıs,D13,T0400,11.640245
Y2023,Mayıs,D13,T0500,11.870245
Y2023,Mayıs,D13,T0600,12.340245
Y2023,Mayıs,D13,T0700,13.090245
Y2023,Mayıs,D13,T0800,13.840245
Y2023,Mayıs,D13,T0900,13.940246
Y2023,Mayıs,D13,T1000,14.470245
Y2023,Mayıs,D13,T1100,14.860246
Y2023,Mayıs,D13,T1200,15.430245
Y2023,Mayıs,D13,T1300,15.620245
Y2023,Mayıs,D13,T1400,15.500245
Y2023,Mayıs,D13,T1500,15.430245
Y2023,Mayıs,D13,T1600,15.730246
Y2023,Mayıs,D13,T1700,15.530245
Y2023,Mayıs,D13,T1800,14.980246
Y2023,Mayıs,D13,T1900,13.510245
Y2023,Mayıs,D13,T2000,12.920245
Y2023,Mayıs,D13,T2100,11.950245
Y2023,Mayıs,D13,T2200,11.990245
Y2023,Mayıs,D13,T2300,11.990245
Y2023,Mayıs,D14,T0000,11.380245
Y2023,Mayıs,D14,T0100,10.8102455
Y2023,Mayıs,D14,T0200,10.420245
Y2023,Mayıs,D14,T0300,10.050245
Y2023,Mayıs,D14,T0400,10.110246
Y2023,Mayıs,D14,T0500,10.350245
Y2023,Mayıs,D14,T0600,11.250245
Y2023,Mayıs,D14,T0700,12.300245
Y2023,Mayıs,D14,T0800,13.480246
Y2023,Mayıs,D14,T0900,14.400246
Y2023,Mayıs,D14,T1000,14.830245
Y2023,Mayıs,D14,T1100,15.500245
Y2023,Mayıs,D14,T1200,16.060246
Y2023,Mayıs,D14,T1300,16.970245
Y2023,Mayıs,D14,T1400,17.210245
Y2023,Mayıs,D14,T1500,15.620245
Y2023,Mayıs,D14,T1600,15.870245
Y2023,Mayıs,D14,T1700,15.3102455
Y2023,Mayıs,D14,T1800,14.200245
Y2023,Mayıs,D14,T1900,12.730246
Y2023,Mayıs,D14,T2000,12.100245
Y2023,Mayıs,D14,T2100,11.700245
Y2023,Mayıs,D14,T2200,11.190246
Y2023,Mayıs,D14,T2300,10.910245
Y2023,Mayıs,D15,T0000,10.660245
Y2023,Mayıs,D15,T0100,10.350245
Y2023,Mayıs,D15,T0200,10.280245
Y2023,Mayıs,D15,T0300,9.890245
Y2023,Mayıs,D15,T0400,9.660245
Y2023,Mayıs,D15,T0500,10.150246
Y2023,Mayıs,D15,T0600,11.020246
Y2023,Mayıs,D15,T0700,11.980246
Y2023,Mayıs,D15,T0800,13.300245
Y2023,Mayıs,D15,T0900,14.800245
Y2023,Mayıs,D15,T1000,15.650246
Y2023,Mayıs,D15,T1100,16.410246
Y2023,Mayıs,D15,T1200,17.070246
Y2023,Mayıs,D15,T1300,17.000246
Y2023,Mayıs,D15,T1400,16.370245
Y2023,Mayıs,D15,T1500,16.250246
Y2023,Mayıs,D15,T1600,16.270247
Y2023,Mayıs,D15,T1700,14.240245
Y2023,Mayıs,D15,T1800,13.950245
Y2023,Mayıs,D15,T1900,13.150246
Y2023,Mayıs,D15,T2000,12.120245
Y2023,Mayıs,D15,T2100,11.570246
Y2023,Mayıs,D15,T2200,11.8102455
Y2023,Mayıs,D15,T2300,11.830245
Y2023,Mayıs,D16,T0000,11.620245
Y2023,Mayıs,D16,T0100,11.620245
Y2023,Mayıs,D16,T0200,11.270246
Y2023,Mayıs,D16,T0300,11.670245
Y2023,Mayıs,D16,T0400,11.480246
Y2023,Mayıs,D16,T0500,11.380245
Y2023,Mayıs,D16,T0600,11.200245
Y2023,Mayıs,D16,T0700,11.190246
Y2023,Mayıs,D16,T0800,11.450245
Y2023,Mayıs,D16,T0900,11.700245
Y2023,Mayıs,D16,T1000,11.480246
Y2023,Mayıs,D16,T1100,12.030245
Y2023,Mayıs,D16,T1200,12.250245
Y2023,Mayıs,D16,T1300,12.430245
Y2023,Mayıs,D16,T1400,12.410245
Y2023,Mayıs,D16,T1500,12.100245
Y2023,Mayıs,D16,T1600,12.090245
Y2023,Mayıs,D16,T1700,12.020246
Y2023,Mayıs,D16,T1800,11.620245
Y2023,Mayıs,D16,T1900,11.250245
Y2023,Mayıs,D16,T2000,10.940246
