Yil,Ay,Gun,Saat,Ruzgar Hizi,Ruzgar Yonu
Y2023,Temmuz,D01,T0300,31.575506,241.38954
Y2023,Temmuz,D01,T0400,33.588207,252.53607
Y2023,Temmuz,D01,T0500,31.394394,266.0548
Y2023,Temmuz,D01,T0600,26.220753,278.68634
Y2023,Temmuz,D01,T0700,23.000591,287.30054
Y2023,Temmuz,D01,T0800,22.73707,293.31772
Y2023,Temmuz,D01,T0900,25.744402,290.46228
Y2023,Temmuz,D01,T1000,28.387545,282.45
Y2023,Temmuz,D01,T1100,28.82249,279.34467
Y2023,Temmuz,D01,T1200,36.161636,279.74365
Y2023,Temmuz,D01,T1300,39.378475,284.2903
Y2023,Temmuz,D01,T1400,37.690125,287.22345
Y2023,Temmuz,D01,T1500,38.423992,282.99463
Y2023,Temmuz,D01,T1600,40.550766,276.1155
Y2023,Temmuz,D01,T1700,39.97459,268.45184
Y2023,Temmuz,D01,T1800,39.061245,260.45087
Y2023,Temmuz,D01,T1900,41.393738,262.50415
Y2023,Temmuz,D01,T2000,43.29589,266.1859
Y2023,Temmuz,D01,T2100,43.708508,265.27554
Y2023,Temmuz,D01,T2200,47.110508,260.32175
Y2023,Temmuz,D01,T2300,47.30405,259.03214
Y2023,Temmuz,D02,T0000,46.037792,257.81137
Y2023,Temmuz,D02,T0100,43.632824,259.0609
Y2023,Temmuz,D02,T0200,42.150757,259.16992
Y2023,Temmuz,D02,T0300,41.797222,259.0772
Y2023,Temmuz,D02,T0400,41.66679,260.04938
Y2023,Temmuz,D02,T0500,40.957813,259.87534
Y2023,Temmuz,D02,T0600,38.351406,260.27243
Y2023,Temmuz,D02,T0700,36.71294,258.69006
Y2023,Temmuz,D02,T0800,36.457886,260.90973
Y2023,Temmuz,D02,T0900,35.821354,264.23212
Y2023,Temmuz,D02,T1000,36.115017,265.4261
Y2023,Temmuz,D02,T1100,37.079998,270.0
Y2023,Temmuz,D02,T1200,36.36,270.0
Y2023,Temmuz,D02,T1300,35.369884,265.91437
Y2023,Temmuz,D02,T1400,36.40275,261.46924
Y2023,Temmuz,D02,T1500,36.997772,259.3461
Y2023,Temmuz,D02,T1600,36.58918,256.92087
Y2023,Temmuz,D02,T1700,36.345737,253.89871
Y2023,Temmuz,D02,T1800,36.088093,251.38431
Y2023,Temmuz,D02,T1900,36.663483,250.49756
Y2023,Temmuz,D02,T2000,37.34295,250.86636
Y2023,Temmuz,D02,T2100,38.03413,252.93715
Y2023,Temmuz,D02,T2200,36.26006,245.97975
Y2023,Temmuz,D02,T2300,37.77256,247.59016
Y2023,Temmuz,D03,T0000,38.511585,249.1932
Y2023,Temmuz,D03,T0100,38.82162,251.061
Y2023,Temmuz,D03,T0200,39.516457,253.05078
Y2023,Temmuz,D03,T0300,41.301273,255.35812
Y2023,Temmuz,D03,T0400,42.219883,258.69006
Y2023,Temmuz,D03,T0500,41.90406,261.10416
Y2023,Temmuz,D03,T0600,41.442238,262.01068
Y2023,Temmuz,D03,T0700,41.750687,262.5686
Y2023,Temmuz,D03,T0800,43.53619,262.875
Y2023,Temmuz,D03,T0900,46.438602,262.875
Y2023,Temmuz,D03,T1000,48.04348,265.27203
Y2023,Temmuz,D03,T1100,50.086594,267.52832
Y2023,Temmuz,D03,T1200,49.367275,267.4923
Y2023,Temmuz,D03,T1300,46.50832,266.89398
Y2023,Temmuz,D03,T1400,44.490234,264.4278
Y2023,Temmuz,D03,T1500,43.274933,261.8699
Y2023,Temmuz,D03,T1600,43.085846,260.38028
Y2023,Temmuz,D03,T1700,42.793083,259.8245
Y2023,Temmuz,D03,T1800,41.376514,259.47223
Y2023,Temmuz,D03,T1900,40.89606,260.37186
Y2023,Temmuz,D03,T2000,40.481995,260.78897
Y2023,Temmuz,D03,T2100,40.66885,259.28687
Y2023,Temmuz,D03,T2200,47.139385,252.67209
Y2023,Temmuz,D03,T2300,51.136475,253.2235
Y2023,Temmuz,D04,T0000,52.27443,253.18738
Y2023,Temmuz,D04,T0100,52.830536,252.55283
Y2023,Temmuz,D04,T0200,53.6255,252.41652
Y2023,Temmuz,D04,T0300,52.619144,253.30075
Y2023,Temmuz,D04,T0400,49.85837,255.36172
Y2023,Temmuz,D04,T0500,47.06234,256.28265
Y2023,Temmuz,D04,T0600,44.180374,255.85052
Y2023,Temmuz,D04,T0700,41.301273,255.35812
Y2023,Temmuz,D04,T0800,38.868332,254.41908
Y2023,Temmuz,D04,T0900,37.11319,251.91656
Y2023,Temmuz,D04,T1000,42.694542,250.80116
Y2023,Temmuz,D04,T1100,37.440002,247.38014
Y2023,Temmuz,D04,T1200,34.776817,242.90445
Y2023,Temmuz,D04,T1300,31.255795,237.22513
Y2023,Temmuz,D04,T1400,30.96837,234.46233
Y2023,Temmuz,D04,T1500,34.75445,230.04245
Y2023,Temmuz,D04,T1600,41.251034,226.41443
Y2023,Temmuz,D04,T1700,48.166058,227.72632
Y2023,Temmuz,D04,T1800,51.444744,230.9645
Y2023,Temmuz,D04,T1900,50.97783,233.61566
Y2023,Temmuz,D04,T2000,49.971317,233.79054
Y2023,Temmuz,D04,T2100,50.3228,236.08258
Y2023,Temmuz,D04,T2200,60.36954,247.56412
Y2023,Temmuz,D04,T2300,62.83521,245.63754
Y2023,Temmuz,D05,T0000,63.84293,238.37134
Y2023,Temmuz,D05,T0100,67.0074,235.28539
Y2023,Temmuz,D05,T0200,72.36359,233.7002
Y2023,Temmuz,D05,T0300,76.59291,235.33891
Y2023,Temmuz,D05,T0400,78.59634,239.44131
Y2023,Temmuz,D05,T0500,75.737015,240.9983
Y2023,Temmuz,D05,T0600,70.07528,245.40988
Y2023,Temmuz,D05,T0700,64.77799,248.13947
Y2023,Temmuz,D05,T0800,60.716324,249.52348
Y2023,Temmuz,D05,T0900,58.904846,249.23904
Y2023,Temmuz,D05,T1000,62.1915,249.67686
Y2023,Temmuz,D05,T1100,57.896236,248.86018
Y2023,Temmuz,D05,T1200,56.22112,248.1986
Y2023,Temmuz,D05,T1300,56.293686,249.0151
Y2023,Temmuz,D05,T1400,55.968136,246.8982
Y2023,Temmuz,D05,T1500,56.40064,245.88898
Y2023,Temmuz,D05,T1600,56.40064,245.88898
Y2023,Temmuz,D05,T1700,56.29944,247.04195
Y2023,Temmuz,D05,T1800,55.916008,250.04842
Y2023,Temmuz,D05,T1900,56.076862,254.35776
Y2023,Temmuz,D05,T2000,56.753403,256.0519
Y2023,Temmuz,D05,T2100,56.404083,255.96376
Y2023,Temmuz,D05,T2200,48.539967,249.14554
Y2023,Temmuz,D05,T2300,46.527824,248.1986
Y2023,Temmuz,D06,T0000,45.464165,249.12537
Y2023,Temmuz,D06,T0100,46.10952,250.85774
Y2023,Temmuz,D06,T0200,44.309258,253.47911
Y2023,Temmuz,D06,T0300,40.44997,253.98456
Y2023,Temmuz,D06,T0400,37.45557,252.0875
Y2023,Temmuz,D06,T0500,35.97299,247.02728
Y2023,Temmuz,D06,T0600,34.936695,243.69897
Y2023,Temmuz,D06,T0700,34.137413,242.35403
Y2023,Temmuz,D06,T0800,32.039997,244.01077
Y2023,Temmuz,D06,T0900,29.827904,246.529
Y2023,Temmuz,D06,T1000,30.625402,252.20401
Y2023,Temmuz,D06,T1100,29.427658,255.11374
Y2023,Temmuz,D06,T1200,27.504095,255.59998
Y2023,Temmuz,D06,T1300,25.161398,250.78732
Y2023,Temmuz,D06,T1400,25.338476,247.44275
Y2023,Temmuz,D06,T1500,26.61323,239.96672
Y2023,Temmuz,D06,T1600,28.757215,235.71313
Y2023,Temmuz,D06,T1700,25.772078,245.22487
Y2023,Temmuz,D06,T1800,21.749481,245.55606
Y2023,Temmuz,D06,T1900,18.35647,244.44003
Y2023,Temmuz,D06,T2000,14.904173,232.85332
Y2023,Temmuz,D06,T2100,13.392774,233.74615
Y2023,Temmuz,D06,T2200,22.66857,249.55045
Y2023,Temmuz,D06,T2300,21.99538,248.89517
Y2023,Temmuz,D07,T0000,23.675304,241.87627
Y2023,Temmuz,D07,T0100,30.75209,242.83502
Y2023,Temmuz,D07,T0200,34.07091,254.0546
Y2023,Temmuz,D07,T0300,33.145424,261.25385
Y2023,Temmuz,D07,T0400,29.660152,264.4278
Y2023,Temmuz,D07,T0500,27.698952,261.02737
Y2023,Temmuz,D07,T0600,28.817993,257.00537
Y2023,Temmuz,D07,T0700,30.302078,256.95438
Y2023,Temmuz,D07,T0800,30.430117,259.08887
Y2023,Temmuz,D07,T0900,27.595823,262.50415
Y2023,Temmuz,D07,T1000,28.241076,258.97656
Y2023,Temmuz,D07,T1100,22.314194,252.14969
Y2023,Temmuz,D07,T1200,19.694992,239.21585
Y2023,Temmuz,D07,T1300,20.390114,227.86241
Y2023,Temmuz,D07,T1400,23.277834,219.35175
Y2023,Temmuz,D07,T1500,27.943514,218.19868
Y2023,Temmuz,D07,T1600,29.5551,214.0772
Y2023,Temmuz,D07,T1700,32.978832,216.11934
Y2023,Temmuz,D07,T1800,34.746994,214.01935
Y2023,Temmuz,D07,T1900,36.06115,211.94476
Y2023,Temmuz,D07,T2000,37.14286,213.53604
Y2023,Temmuz,D07,T2100,38.305763,220.42609
Y2023,Temmuz,D07,T2200,37.427883,223.83087
Y2023,Temmuz,D07,T2300,39.047966,229.11223
Y2023,Temmuz,D08,T0000,32.587456,225.89517
Y2023,Temmuz,D08,T0100,26.496098,216.7142
Y2023,Temmuz,D08,T0200,29.533169,224.01224
Y2023,Temmuz,D08,T0300,30.888754,233.53076
Y2023,Temmuz,D08,T0400,26.574244,234.3721
Y2023,Temmuz,D08,T0500,28.082308,233.86462
Y2023,Temmuz,D08,T0600,30.45566,237.06131
Y2023,Temmuz,D08,T0700,31.106167,246.10484
Y2023,Temmuz,D08,T0800,28.883131,247.27026
Y2023,Temmuz,D08,T0900,23.507753,242.65013
Y2023,Temmuz,D08,T1000,5.1544156,192.09476
Y2023,Temmuz,D08,T1100,9.531505,190.88553
Y2023,Temmuz,D08,T1200,17.84816,221.7295
Y2023,Temmuz,D08,T1300,20.991426,239.03624
Y2023,Temmuz,D08,T1400,16.09969,243.43495
Y2023,Temmuz,D08,T1500,14.186923,234.2933
Y2023,Temmuz,D08,T1600,16.981165,237.99463
Y2023,Temmuz,D08,T1700,21.2522,243.869
Y2023,Temmuz,D08,T1800,21.868332,249.77515
Y2023,Temmuz,D08,T1900,20.898611,259.0772
Y2023,Temmuz,D08,T2000,18.775301,274.3987
Y2023,Temmuz,D08,T2100,18.455048,290.55603
Y2023,Temmuz,D08,T2200,27.248457,285.32153
Y2023,Temmuz,D08,T2300,29.795301,295.0169
Y2023,Temmuz,D09,T0000,29.76484,302.15228
Y2023,Temmuz,D09,T0100,28.00837,307.1645
Y2023,Temmuz,D09,T0200,27.059933,310.68396
Y2023,Temmuz,D09,T0300,26.478971,313.89832
Y2023,Temmuz,D09,T0400,23.933908,316.21887
Y2023,Temmuz,D09,T0500,21.407139,317.72632
Y2023,Temmuz,D09,T0600,18.161278,320.63068
Y2023,Temmuz,D09,T0700,15.349684,320.71057
Y2023,Temmuz,D09,T0800,12.538134,320.82635
Y2023,Temmuz,D09,T0900,10.44,316.3972
Y2023,Temmuz,D09,T1000,15.03835,281.04095
Y2023,Temmuz,D09,T1100,14.471821,264.28943
Y2023,Temmuz,D09,T1200,16.700275,262.5686
Y2023,Temmuz,D09,T1300,16.981165,265.1355
Y2023,Temmuz,D09,T1400,16.58346,242.8787
Y2023,Temmuz,D09,T1500,22.545315,231.48308
Y2023,Temmuz,D09,T1600,27.776047,227.6264
Y2023,Temmuz,D09,T1700,31.093666,222.18445
Y2023,Temmuz,D09,T1800,30.421598,219.71877
Y2023,Temmuz,D09,T1900,37.179478,226.56937
Y2023,Temmuz,D09,T2000,34.01762,230.58261
Y2023,Temmuz,D09,T2100,34.37387,226.27304
Y2023,Temmuz,D09,T2200,28.894344,239.2811
Y2023,Temmuz,D09,T2300,30.489683,247.0679
Y2023,Temmuz,D10,T0000,31.796375,254.23282
Y2023,Temmuz,D10,T0100,34.97192,249.51299
Y2023,Temmuz,D10,T0200,35.09954,248.9625
Y2023,Temmuz,D10,T0300,35.127216,245.79904
Y2023,Temmuz,D10,T0400,37.517803,244.41849
Y2023,Temmuz,D10,T0500,41.924156,249.38638
Y2023,Temmuz,D10,T0600,45.536797,251.56506
Y2023,Temmuz,D10,T0700,48.689247,246.46765
Y2023,Temmuz,D10,T0800,49.750385,242.8787
Y2023,Temmuz,D10,T0900,49.10405,243.43495
Y2023,Temmuz,D10,T1000,57.640484,249.52771
Y2023,Temmuz,D10,T1100,53.058186,250.58154
Y2023,Temmuz,D10,T1200,51.074345,248.49857
Y2023,Temmuz,D10,T1300,46.568195,245.81265
Y2023,Temmuz,D10,T1400,44.861546,247.34476
Y2023,Temmuz,D10,T1500,41.343613,253.30075
Y2023,Temmuz,D10,T1600,37.289116,254.89043
Y2023,Temmuz,D10,T1700,36.691753,254.0546
Y2023,Temmuz,D10,T1800,37.249126,246.65599
Y2023,Temmuz,D10,T1900,39.79262,241.34818
Y2023,Temmuz,D10,T2000,42.1692,238.61682
Y2023,Temmuz,D10,T2100,43.327312,241.73149
Y2023,Temmuz,D10,T2200,48.3594,240.57254
Y2023,Temmuz,D10,T2300,52.599438,250.82098
Y2023,Temmuz,D11,T0000,53.5239,255.58989
Y2023,Temmuz,D11,T0100,52.64992,256.1538
Y2023,Temmuz,D11,T0200,50.90405,255.66893
Y2023,Temmuz,D11,T0300,48.908356,254.63391
Y2023,Temmuz,D11,T0400,47.247856,252.25534
Y2023,Temmuz,D11,T0500,47.79873,247.87805
Y2023,Temmuz,D11,T0600,50.07236,243.98763
Y2023,Temmuz,D11,T0700,52.69421,240.98343
Y2023,Temmuz,D11,T0800,53.718464,239.82648
Y2023,Temmuz,D11,T0900,54.12944,241.38954
Y2023,Temmuz,D11,T1000,55.707016,243.93172
Y2023,Temmuz,D11,T1100,51.952377,249.30457
Y2023,Temmuz,D11,T1200,51.252926,255.76855
Y2023,Temmuz,D11,T1300,43.565945,259.52576
Y2023,Temmuz,D11,T1400,35.27449,255.82195
Y2023,Temmuz,D11,T1500,31.32207,232.47156
Y2023,Temmuz,D11,T1600,45.05756,224.6763
Y2023,Temmuz,D11,T1700,59.149654,211.56181
Y2023,Temmuz,D11,T1800,82.83521,209.12717
Y2023,Temmuz,D11,T1900,89.9892,221.91907
Y2023,Temmuz,D11,T2000,93.569534,230.30733
Y2023,Temmuz,D11,T2100,93.816444,240.58237
Y2023,Temmuz,D11,T2200,86.93012,246.83258
Y2023,Temmuz,D11,T2300,95.89389,253.19775
Y2023,Temmuz,D12,T0000,83.21686,256.7453
Y2023,Temmuz,D12,T0100,79.01815,250.57445
Y2023,Temmuz,D12,T0200,67.855934,250.79602
Y2023,Temmuz,D12,T0300,55.483227,253.79929
Y2023,Temmuz,D12,T0400,50.90405,255.66893
Y2023,Temmuz,D12,T0500,52.025913,251.43968
Y2023,Temmuz,D12,T0600,52.379692,246.07748
Y2023,Temmuz,D12,T0700,52.379692,240.7924
Y2023,Temmuz,D12,T0800,53.019093,236.63364
Y2023,Temmuz,D12,T0900,55.81393,236.30994
Y2023,Temmuz,D12,T1000,52.939587,250.949
Y2023,Temmuz,D12,T1100,53.978397,250.11484
Y2023,Temmuz,D12,T1200,57.15957,242.62802
Y2023,Temmuz,D12,T1300,61.019733,242.98145
Y2023,Temmuz,D12,T1400,69.34557,240.10754
Y2023,Temmuz,D12,T1500,71.62643,238.14725
Y2023,Temmuz,D12,T1600,69.83721,239.99869
Y2023,Temmuz,D12,T1700,59.655807,240.3409
Y2023,Temmuz,D12,T1800,58.769375,242.65013
Y2023,Temmuz,D12,T1900,57.7999,242.95618
Y2023,Temmuz,D12,T2000,54.74486,242.59244
Y2023,Temmuz,D12,T2100,54.73894,243.43495
Y2023,Temmuz,D12,T2200,46.640495,275.31454
Y2023,Temmuz,D12,T2300,45.14377,274.5739
Y2023,Temmuz,D13,T0000,41.230606,275.51147
Y2023,Temmuz,D13,T0100,37.441727,270.5509
Y2023,Temmuz,D13,T0200,38.19564,258.58417
Y2023,Temmuz,D13,T0300,40.417915,252.37198
Y2023,Temmuz,D13,T0400,38.93995,250.55997
Y2023,Temmuz,D13,T0500,38.141315,250.70996
Y2023,Temmuz,D13,T0600,37.923225,250.0169
Y2023,Temmuz,D13,T0700,37.038036,248.92252
Y2023,Temmuz,D13,T0800,37.503983,248.60712
Y2023,Temmuz,D13,T0900,40.199284,250.10458
Y2023,Temmuz,D13,T1000,36.10963,249.57767
Y2023,Temmuz,D13,T1100,35.97479,251.92767
Y2023,Temmuz,D13,T1200,34.17157,258.4533
Y2023,Temmuz,D13,T1300,28.623962,263.50067
Y2023,Temmuz,D13,T1400,26.693459,259.9025
Y2023,Temmuz,D13,T1500,27.103,253.00919
Y2023,Temmuz,D13,T1600,29.07989,248.1986
Y2023,Temmuz,D13,T1700,31.421213,251.98022
Y2023,Temmuz,D13,T1800,31.52005,256.12247
Y2023,Temmuz,D13,T1900,29.68636,255.96376
Y2023,Temmuz,D13,T2000,28.576382,250.88028
Y2023,Temmuz,D13,T2100,28.146843,249.0151
Y2023,Temmuz,D13,T2200,28.357857,249.95476
Y2023,Temmuz,D13,T2300,30.513052,250.70996
Y2023,Temmuz,D14,T0000,29.749592,248.7136
Y2023,Temmuz,D14,T0100,28.745949,247.9321
Y2023,Temmuz,D14,T0200,28.551426,246.99113
Y2023,Temmuz,D14,T0300,28.496904,243.75865
Y2023,Temmuz,D14,T0400,28.185955,241.79837
Y2023,Temmuz,D14,T0500,29.257614,235.52779
Y2023,Temmuz,D14,T0600,30.699368,230.7106
Y2023,Temmuz,D14,T0700,33.66337,228.46823
Y2023,Temmuz,D14,T0800,37.798286,229.63547
Y2023,Temmuz,D14,T0900,41.475063,233.82637
Y2023,Temmuz,D14,T1000,40.808823,228.57634
Y2023,Temmuz,D14,T1100,43.70406,233.0357
Y2023,Temmuz,D14,T1200,46.874706,233.74615
Y2023,Temmuz,D14,T1300,46.874706,233.74615
Y2023,Temmuz,D14,T1400,46.727947,236.30994
Y2023,Temmuz,D14,T1500,45.14377,240.36847
Y2023,Temmuz,D14,T1600,45.241272,243.02716
Y2023,Temmuz,D14,T1700,48.1553,241.90231
Y2023,Temmuz,D14,T1800,52.556297,240.44984
Y2023,Temmuz,D14,T1900,54.16415,240.53853
Y2023,Temmuz,D14,T2000,54.425518,242.41797
Y2023,Temmuz,D14,T2100,53.557785,247.05426
Y2023,Temmuz,D14,T2200,48.8341,246.08041
Y2023,Temmuz,D14,T2300,50.23516,242.70044
Y2023,Temmuz,D15,T0000,52.852608,238.36694
Y2023,Temmuz,D15,T0100,52.240948,237.95277
Y2023,Temmuz,D15,T0200,48.98778,240.9863
Y2023,Temmuz,D15,T0300,43.53619,246.61478
Y2023,Temmuz,D15,T0400,36.115017,246.50143
Y2023,Temmuz,D15,T0500,31.863558,237.92601
Y2023,Temmuz,D15,T0600,32.409996,229.05356
Y2023,Temmuz,D15,T0700,36.23682,220.97174
Y2023,Temmuz,D15,T0800,43.488533,216.58533
Y2023,Temmuz,D15,T0900,52.64623,215.53769
Y2023,Temmuz,D15,T1000,60.91132,208.98883
Y2023,Temmuz,D15,T1100,71.64814,207.2088
Y2023,Temmuz,D15,T1200,72.428024,211.79407
Y2023,Temmuz,D15,T1300,67.213066,214.96689
Y2023,Temmuz,D15,T1400,74.95006,219.3475
Y2023,Temmuz,D15,T1500,67.967575,225.2146
Y2023,Temmuz,D15,T1600,62.87645,224.76804
Y2023,Temmuz,D15,T1700,64.1174,220.21747
Y2023,Temmuz,D15,T1800,67.213066,214.96689
Y2023,Temmuz,D15,T1900,77.68662,214.42648
Y2023,Temmuz,D15,T2000,84.96992,213.42076
Y2023,Temmuz,D15,T2100,92.053764,211.07904
Y2023,Temmuz,D15,T2200,93.26988,212.70865
Y2023,Temmuz,D15,T2300,98.14276,216.19734
Y2023,Temmuz,D16,T0000,91.726555,220.0647
Y2023,Temmuz,D16,T0100,85.0469,223.62791
Y2023,Temmuz,D16,T0200,81.22369,223.74294
Y2023,Temmuz,D16,T0300,75.09517,224.80579
Y2023,Temmuz,D16,T0400,74.6069,226.36858
Y2023,Temmuz,D16,T0500,77.95475,227.24574
Y2023,Temmuz,D16,T0600,76.88591,229.7479
Y2023,Temmuz,D16,T0700,71.73039,229.27396
Y2023,Temmuz,D16,T0800,70.13721,228.53741
Y2023,Temmuz,D16,T0900,70.75533,229.74652
Y2023,Temmuz,D16,T1000,66.017555,237.69655
Y2023,Temmuz,D16,T1100,67.03447,232.63777
Y2023,Temmuz,D16,T1200,69.19215,229.43105
Y2023,Temmuz,D16,T1300,73.56783,225.19826
Y2023,Temmuz,D16,T1400,74.620804,223.24062
Y2023,Temmuz,D16,T1500,74.07694,224.8031
Y2023,Temmuz,D16,T1600,74.346756,223.82286
Y2023,Temmuz,D16,T1700,78.16975,226.3062
Y2023,Temmuz,D16,T1800,80.06258,228.28088
Y2023,Temmuz,D16,T1900,79.83888,230.85602
Y2023,Temmuz,D16,T2000,78.62518,232.81529
Y2023,Temmuz,D16,T2100,77.92316,234.40079
Y2023,Temmuz,D16,T2200,85.46646,233.56451
Y2023,Temmuz,D16,T2300,84.31228,232.98332
Y2023,Temmuz,D17,T0000,75.5211,228.86546
Y2023,Temmuz,D17,T0100,85.13448,230.31851
Y2023,Temmuz,D17,T0200,86.93235,230.37671
Y2023,Temmuz,D17,T0300,82.02472,234.28693
Y2023,Temmuz,D17,T0400,78.23273,239.89539
Y2023,Temmuz,D17,T0500,80.36471,241.94261
Y2023,Temmuz,D17,T0600,81.51039,241.51071
Y2023,Temmuz,D17,T0700,81.75884,240.16125
Y2023,Temmuz,D17,T0800,80.07634,239.16878
Y2023,Temmuz,D17,T0900,76.557365,238.85143
Y2023,Temmuz,D17,T1000,76.79822,242.9545
Y2023,Temmuz,D17,T1100,77.78166,242.13031
Y2023,Temmuz,D17,T1200,84.58468,241.25331
Y2023,Temmuz,D17,T1300,88.26389,241.76256
Y2023,Temmuz,D17,T1400,86.457726,243.00818
Y2023,Temmuz,D17,T1500,83.45247,245.53558
Y2023,Temmuz,D17,T1600,81.33929,245.1363
Y2023,Temmuz,D17,T1700,78.24598,243.78864
Y2023,Temmuz,D17,T1800,73.49997,240.67282
Y2023,Temmuz,D17,T1900,71.249084,238.63905
Y2023,Temmuz,D17,T2000,67.4008,236.98897
Y2023,Temmuz,D17,T2100,63.776924,239.0917
Y2023,Temmuz,D17,T2200,64.617744,241.00742
Y2023,Temmuz,D17,T2300,65.71061,241.89058
Y2023,Temmuz,D18,T0000,66.1705,243.15614
Y2023,Temmuz,D18,T0100,66.20281,245.24663
Y2023,Temmuz,D18,T0200,64.85597,247.1355
Y2023,Temmuz,D18,T0300,63.84293,248.49857
Y2023,Temmuz,D18,T0400,63.91901,249.21735
Y2023,Temmuz,D18,T0500,63.76168,250.54202
Y2023,Temmuz,D18,T0600,66.94258,252.14969
Y2023,Temmuz,D18,T0700,72.238106,257.62604
Y2023,Temmuz,D18,T0800,73.626816,260.99823
Y2023,Temmuz,D18,T0900,71.7927,261.05725
Y2023,Temmuz,D18,T1000,68.536285,260.9335
Y2023,Temmuz,D18,T1100,69.48373,269.40628
Y2023,Temmuz,D18,T1200,77.31204,265.19205
Y2023,Temmuz,D18,T1300,86.34298,253.52957
Y2023,Temmuz,D18,T1400,70.728775,255.25644
Y2023,Temmuz,D18,T1500,73.37026,257.53217
Y2023,Temmuz,D18,T1600,73.34907,255.2135
Y2023,Temmuz,D18,T1700,68.896515,255.16501
Y2023,Temmuz,D18,T1800,66.94258,252.14969
Y2023,Temmuz,D18,T1900,67.39792,250.98438
Y2023,Temmuz,D18,T2000,69.69511,250.06747
Y2023,Temmuz,D18,T2100,82.68566,256.14526
Y2023,Temmuz,D18,T2200,77.3531,260.62537
Y2023,Temmuz,D18,T2300,83.47111,256.02368
Y2023,Temmuz,D19,T0000,74.23074,257.10953
Y2023,Temmuz,D19,T0100,73.662895,252.362
Y2023,Temmuz,D19,T0200,71.835106,251.29265
Y2023,Temmuz,D19,T0300,68.19601,250.89552
Y2023,Temmuz,D19,T0400,65.44677,248.37418
Y2023,Temmuz,D19,T0500,65.26732,249.6659
Y2023,Temmuz,D19,T0600,62.158142,251.77493
Y2023,Temmuz,D19,T0700,57.767384,249.1932
Y2023,Temmuz,D19,T0800,53.94837,248.0566
Y2023,Temmuz,D19,T0900,54.48502,248.6907
Y2023,Temmuz,D19,T1000,69.5089,256.82745
Y2023,Temmuz,D19,T1100,64.612724,262.63742
Y2023,Temmuz,D19,T1200,59.312656,261.624
Y2023,Temmuz,D19,T1300,56.97675,258.33508
Y2023,Temmuz,D19,T1400,54.206,253.00919
Y2023,Temmuz,D19,T1500,53.146046,248.12653
Y2023,Temmuz,D19,T1600,52.234745,246.43845
Y2023,Temmuz,D19,T1700,52.091885,246.8014
Y2023,Temmuz,D19,T1800,51.479996,247.38013
Y2023,Temmuz,D19,T1900,51.14788,247.22504
Y2023,Temmuz,D19,T2000,52.812134,247.98102
Y2023,Temmuz,D19,T2100,53.683468,248.7694
Y2023,Temmuz,D19,T2200,51.46993,258.29712
Y2023,Temmuz,D19,T2300,52.032146,261.64566
Y2023,Temmuz,D20,T0000,49.300285,260.33133
Y2023,Temmuz,D20,T0100,48.774353,261.51105
Y2023,Temmuz,D20,T0200,47.357452,264.76614
Y2023,Temmuz,D20,T0300,45.86151,265.4978
Y2023,Temmuz,D20,T0400,44.71107,266.76898
Y2023,Temmuz,D20,T0500,41.835968,266.5467
Y2023,Temmuz,D20,T0600,39.345543,265.80234
Y2023,Temmuz,D20,T0700,37.612675,264.5077
Y2023,Temmuz,D20,T0800,36.93291,263.84485
Y2023,Temmuz,D20,T0900,36.258274,263.15723
Y2023,Temmuz,D20,T1000,29.17777,260.7701
Y2023,Temmuz,D20,T1100,30.173496,252.64598
Y2023,Temmuz,D20,T1200,32.67285,251.36542
Y2023,Temmuz,D20,T1300,35.309372,253.41266
Y2023,Temmuz,D20,T1400,38.243114,255.83295
Y2023,Temmuz,D20,T1500,40.883385,257.79953
Y2023,Temmuz,D20,T1600,41.998287,255.60641
Y2023,Temmuz,D20,T1700,43.037693,252.47443
Y2023,Temmuz,D20,T1800,43.832863,250.82098
Y2023,Temmuz,D20,T1900,43.034687,250.95877
Y2023,Temmuz,D20,T2000,41.848354,248.29013
Y2023,Temmuz,D20,T2100,43.327312,241.73149
Y2023,Temmuz,D20,T2200,43.631348,243.01212
Y2023,Temmuz,D20,T2300,44.67047,246.74078
Y2023,Temmuz,D21,T0000,43.632828,244.06918
Y2023,Temmuz,D21,T0100,44.631287,245.70905
Y2023,Temmuz,D21,T0200,45.311398,250.98923
Y2023,Temmuz,D21,T0300,44.861546,260.76443
Y2023,Temmuz,D21,T0400,42.53488,267.08917
Y2023,Temmuz,D21,T0500,41.425034,271.9921
Y2023,Temmuz,D21,T0600,39.160656,276.8637
Y2023,Temmuz,D21,T0700,36.758804,278.4475
Y2023,Temmuz,D21,T0800,34.94968,272.3614
Y2023,Temmuz,D21,T0900,30.652895,266.63354
Y2023,Temmuz,D21,T1000,36.016193,268.28165
Y2023,Temmuz,D21,T1100,41.085762,261.94092
Y2023,Temmuz,D21,T1200,41.305977,263.4944
Y2023,Temmuz,D21,T1300,44.982716,259.85922
Y2023,Temmuz,D21,T1400,45.891174,258.69006
Y2023,Temmuz,D21,T1500,47.169617,257.66092
Y2023,Temmuz,D21,T1600,50.7919,253.10628
Y2023,Temmuz,D21,T1700,55.2163,252.15572
Y2023,Temmuz,D21,T1800,54.69157,253.951
Y2023,Temmuz,D21,T1900,54.48383,256.23923
Y2023,Temmuz,D21,T2000,52.753204,257.38638
Y2023,Temmuz,D21,T2100,49.51407,256.97418
