location,Basel,Basel
lat,47.75000,47.75000
lon,7.50000,7.50000
asl,363.653,363.653
variable,Wind Speed,Wind Direction
unit,km/h,°
level,10 m,10 m
resolution,hourly,hourly
aggregation,None,None
timestamp,Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20190101T0600,3.96,180.0
20190101T0700,4.3349743,184.76364
20190101T0800,3.319036,192.52881
20190101T0900,3.219938,206.56505
20190101T1000,4.6102495,218.65982
20190101T1100,5.1165614,230.7106
20190101T1200,5.95906,244.98311
20190101T1300,7.072878,255.25644
20190101T1400,8.766573,250.82098
20190101T1500,7.968939,251.56506
20190101T1600,7.5685663,244.65384
20190101T1700,8.707237,240.25513
20190101T1800,9.360001,247.38014
20190101T1900,10.163227,247.0679
20190101T2000,10.30883,245.22485
20190101T2100,10.30883,245.22485
20190101T2200,9.360001,247.38014
20190101T2300,10.163227,247.0679
20190102T0000,9.346143,254.35776
20190102T0100,10.239453,280.1247
20190102T0200,12.218805,315.0
20190102T0300,13.53236,331.38956
20190102T0400,11.966953,338.83875
20190102T0500,10.163227,337.0679
20190102T0600,8.049845,333.43497
20190102T0700,7.2,323.13013
20190102T0800,6.8777895,312.8789
20190102T0900,7.8954163,313.1524
20190102T1000,7.754637,291.8014
20190102T1100,10.315115,299.24884
20190102T1200,14.003028,316.04163
20190102T1300,14.529915,318.0128
20190102T1400,14.291592,319.08563
20190102T1500,11.480557,318.8141
20190102T1600,9.957108,319.3987
20190102T1700,9.449572,319.63547
20190102T1800,7.491114,324.7824
20190102T1900,6.12,331.92752
20190102T2000,7.42159,309.09387
20190102T2100,7.10031,300.46555
20190102T2200,1.08,360.0
20190102T2300,4.1046314,307.875
20190103T0000,5.6233797,309.80557
20190103T0100,6.9247384,332.10272
20190103T0200,5.5887027,345.0686
20190103T0300,5.0911684,8.130096
20190103T0400,6.0347,17.35402
20190103T0500,5.0911684,8.130096
20190103T0600,6.28713,23.629364
20190103T0700,5.315336,28.30075
20190103T0800,4.6938257,32.47119
20190103T0900,3.096837,35.53766
20190103T1000,2.8799999,89.99999
20190103T1100,3.319036,40.601288
20190103T1200,4.5536795,18.434952
20190103T1300,2.9024127,7.125
20190103T1400,2.52,360.0
20190103T1500,2.968636,14.03624
20190103T1600,1.609969,296.56506
20190103T1700,2.2768397,251.56506
20190103T1800,3.2599385,263.65982
20190103T1900,2.4149535,296.56506
20190103T2000,1.9386592,338.1986
20190103T2100,2.5455842,315.0
20190103T2200,1.0182338,44.999985
20190103T2300,1.9386592,21.801407
20190104T0000,2.968636,14.03624
20190104T0100,2.9024127,29.744873
20190104T0200,3.4152596,71.56504
20190104T0300,2.1897945,80.537674
20190104T0400,2.5959969,33.690063
20190104T0500,3.6,53.130096
20190104T0600,4.3349743,41.63353
20190104T0700,4.6102495,38.659805
20190104T0800,4.0249224,26.565033
20190104T0900,4.2136917,19.983109
20190104T1000,3.319036,49.398697
20190104T1100,5.3517847,42.27368
20190104T1200,4.6938257,32.47119
20190104T1300,3.4152596,18.434952
20190104T1400,3.6,360.0
20190104T1500,2.3051248,308.65982
20190104T1600,4.510787,241.38954
20190104T1700,5.692099,235.30484
20190104T1800,5.2416787,285.9454
20190104T1900,4.802999,282.99463
20190104T2000,5.3999996,233.1301
20190104T2100,4.8433046,228.01279
20190104T2200,4.5820518,225.0
20190104T2300,3.7585104,253.30075
20190105T0000,3.563818,225.0
20190105T0100,4.8965297,216.02737
20190105T0200,3.7064266,209.05461
20190105T0300,4.8433046,221.98721
20190105T0400,4.5820518,225.0
20190105T0500,4.5820518,225.0
20190105T0600,4.1046314,232.12502
20190105T0700,4.3349743,228.36647
20190105T0800,6.618519,225.0
20190105T0900,8.161764,228.57634
20190105T1000,11.090103,234.24612
20190105T1100,9.422101,226.54816
20190105T1200,9.726664,231.009
20190105T1300,11.119281,240.9454
20190105T1400,9.693296,238.67131
20190105T1500,9.290511,234.46233
20190105T1600,9.220499,231.3402
20190105T1700,8.435069,230.19443
20190105T1800,7.928177,230.52754
20190105T1900,7.653705,228.81409
20190105T2000,7.145796,229.08562
20190105T2100,6.1305785,229.76364
20190105T2200,5.6002855,225.0
20190105T2300,5.315336,241.69925
20190106T0000,6.12,241.92752
20190106T0100,6.9247384,242.10274
20190106T0200,6.9247384,242.10274
20190106T0300,6.6185193,247.61987
20190106T0400,6.638072,257.4712
20190106T0500,6.162207,263.29016
20190106T0600,5.4119864,266.1859
20190106T0700,4.73506,261.25385
20190106T0800,5.1544156,257.90524
20190106T0900,5.8603754,259.38034
20190106T1000,5.4119864,273.8141
20190106T1100,6.519877,276.34018
20190106T1200,6.9899354,281.88867
20190106T1300,7.42159,292.83368
20190106T1400,7.5942082,301.42957
20190106T1500,4.39436,304.99203
20190106T1600,2.968636,284.03625
20190106T1700,4.3349743,274.76364
20190106T1800,3.9763298,264.80557
20190106T1900,4.68,270.0
20190106T2000,4.379589,260.5377
20190106T2100,4.0249224,259.69516
20190106T2200,4.1046314,307.875
20190106T2300,3.6,323.13013
20190107T0000,2.968636,284.03625
20190107T0100,2.6208394,254.0546
20190107T0200,2.4149535,206.56505
20190107T0300,3.219938,206.56505
20190107T0400,2.8116899,230.19443
20190107T0500,2.9024127,240.25513
20190107T0600,2.4149535,206.56505
20190107T0700,1.9386592,201.8014
20190107T0800,0.71999997,180.0
20190107T0900,1.835647,168.69006
20190107T1000,2.8799999,270.0
20190107T1100,3.5455887,293.9625
20190107T1200,4.6800003,292.61987
20190107T1300,5.8603754,317.48956
20190107T1400,6.193674,324.46234
20190107T1500,4.3349743,318.36646
20190107T1600,4.1046314,285.25513
20190107T1700,5.00128,239.74356
20190107T1800,6.638072,229.39871
20190107T1900,5.495161,211.6075
20190107T2000,5.495161,211.6075
20190107T2100,5.991594,212.73523
20190107T2200,7.5685663,205.34618
20190107T2300,9.021574,208.61046
20190108T0000,9.290511,215.53769
20190108T0100,9.726664,218.991
20190108T0200,11.592894,216.15819
20190108T0300,13.584932,212.00539
20190108T0400,14.689588,216.02737
20190108T0500,16.055355,222.2737
20190108T0600,17.566378,225.83032
20190108T0700,17.429354,231.70984
20190108T0800,17.673029,236.63364
20190108T0900,17.727943,240.83238
20190108T1000,14.77755,235.9228
20190108T1100,15.94601,241.69925
20190108T1200,15.617529,244.0256
20190108T1300,18.899143,252.25534
20190108T1400,18.486622,263.29016
20190108T1500,14.154915,262.69424
20190108T1600,13.202726,258.99646
20190108T1700,13.896187,253.44293
20190108T1800,14.345898,252.47443
20190108T1900,13.779114,250.14479
20190108T2000,13.1041975,249.0755
20190108T2100,12.313893,254.74487
20190108T2200,8.854829,243.43495
20190108T2300,9.449572,252.25534
20190109T0000,11.367109,259.04596
20190109T0100,11.928989,264.80557
20190109T0200,11.542478,266.42368
20190109T0300,10.948973,260.5377
20190109T0400,10.308831,257.90524
20190109T0500,10.464798,266.0548
20190109T0600,10.661107,281.68936
20190109T0700,10.966713,293.1986
20190109T0800,11.631956,291.8014
20190109T0900,11.923557,298.8866
20190109T1000,8.766573,289.17902
20190109T1100,10.787993,295.70996
20190109T1200,11.681987,303.69006
20190109T1300,11.988594,311.34778
20190109T1400,12.496718,311.49646
20190109T1500,10.948973,313.6678
20190109T1600,10.685391,327.38077
20190109T1700,9.659814,333.43497
20190109T1800,9.983106,334.359
20190109T1900,8.854829,333.43497
20190109T2000,6.696387,323.74615
20190109T2100,5.991594,327.26477
20190109T2200,2.6208394,344.0546
20190109T2300,4.510787,331.38956
20190110T0000,7.0911775,336.0375
20190110T0100,6.0347,342.646
20190110T0200,5.4477882,352.40536
20190110T0300,7.2359104,354.28943
20190110T0400,6.849467,356.98724
20190110T0500,9.0,360.0
20190110T0600,8.64,360.0
20190110T0700,7.6367526,351.8699
20190110T0800,7.172949,342.47443
20190110T0900,10.182337,351.8699
20190110T1000,7.928178,2.6025543
20190110T1100,9.726665,357.8789
20190110T1200,11.252519,352.64764
20190110T1300,11.183201,356.30862
20190110T1400,10.823973,356.18594
20190110T1500,10.464798,356.0548
20190110T1600,8.647496,357.61407
20190110T1700,8.287822,357.51044
20190110T1800,6.849467,356.98724
20190110T1900,6.489992,356.8202
20190110T2000,5.04,360.0
20190110T2100,4.68,360.0
20190110T2200,5.771239,356.42368
20190110T2300,6.28713,346.7595
20190111T0000,7.0911775,336.0375
20190111T0100,6.379216,343.61047
20190111T0200,5.4833565,336.8014
20190111T0300,4.39436,325.008
20190111T0400,3.219938,333.43497
20190111T0500,1.9386592,338.1986
20190111T0600,0.5091169,225.0
20190111T0700,0.8049845,206.56505
20190111T0800,1.08,180.0
20190111T0900,2.52,180.0
20190111T1000,3.671294,191.30994
20190111T1100,2.7416782,203.1986
20190111T1200,4.6102495,231.3402
20190111T1300,5.1919937,236.30994
20190111T1400,5.692099,235.30484
20190111T1500,6.3690495,227.29062
20190111T1600,6.1094027,225.0
20190111T1700,5.6002855,225.0
20190111T1800,6.1305785,220.23636
20190111T1900,7.2,216.8699
20190111T2000,7.42159,219.09386
20190111T2100,7.7879906,213.69006
20190111T2200,9.290511,215.53769
20190111T2300,7.491114,215.21759
20190112T0000,7.2,216.8699
20190112T0100,6.9153743,218.65982
20190112T0200,6.4096174,218.15723
20190112T0300,6.489992,213.69006
20190112T0400,7.10031,210.46555
20190112T0500,7.24486,206.56505
20190112T0600,7.0911775,203.9625
20190112T0700,7.24486,206.56505
20190112T0800,7.4128532,209.05461
20190112T0900,8.0899935,212.27565
20190112T1000,8.217153,208.81079
20190112T1100,8.714677,218.29016
20190112T1200,11.457958,223.72697
20190112T1300,13.513193,221.7603
20190112T1400,14.480773,235.12466
20190112T1500,12.7279215,225.0
20190112T1600,14.264361,222.95459
20190112T1700,15.629971,231.5463
20190112T1800,17.566378,224.16968
20190112T1900,18.584509,224.21518
20190112T2000,17.309975,225.0
20190112T2100,17.057314,224.1449
20190112T2200,12.88981,215.90973
20190112T2300,15.281989,223.09085
20190113T0000,17.935081,231.5198
20190113T0100,16.485485,238.3925
20190113T0200,16.87398,236.30994
20190113T0300,15.484185,234.46233
20190113T0400,14.113652,232.2532
20190113T0500,14.05845,230.19443
20190113T0600,15.629971,231.5463
20190113T0700,17.283749,234.3236
20190113T0800,17.654688,230.7928
20190113T0900,18.35647,228.17984
20190113T1000,15.03835,227.91084
20190113T1100,18.844202,226.54816
20190113T1200,21.203358,229.82077
20190113T1300,20.746122,231.3402
20190113T1400,20.767975,236.30994
20190113T1500,20.466246,230.7106
20190113T1600,21.67487,228.36647
20190113T1700,23.113008,232.59465
20190113T1800,23.966375,237.26477
20190113T1900,23.990698,244.20398
20190113T2000,24.269983,249.14554
20190113T2100,24.144167,249.94391
20190113T2200,20.61766,245.22485
20190113T2300,20.056877,248.9625
20190114T0000,19.011953,251.22197
20190114T0100,18.511143,256.50427
20190114T0200,18.391735,266.63354
20190114T0300,17.418196,288.0605
20190114T0400,16.641972,308.8534
20190114T0500,14.291592,319.08563
20190114T0600,11.753876,310.03027
20190114T0700,9.826088,298.44293
20190114T0800,10.041354,284.53445
20190114T0900,12.661564,284.82648
20190114T1000,11.659777,278.88065
20190114T1100,13.698934,273.0128
20190114T1200,15.124284,268.63608
20190114T1300,16.215992,272.5448
20190114T1400,14.471821,275.7106
20190114T1500,14.113653,275.85602
20190114T1600,13.32,270.0
20190114T1700,12.261158,273.36646
20190114T1800,10.799999,270.0
20190114T1900,10.440001,270.0
20190114T2000,10.041354,284.53445
20190114T2100,8.225035,293.1986
20190114T2200,4.896529,287.10272
20190114T2300,5.506941,258.69006
20190115T0000,5.6920996,251.56506
20190115T0100,5.3999996,233.1301
20190115T0200,5.1165614,219.28941
20190115T0300,5.95906,205.01689
20190115T0400,6.379216,196.38954
20190115T0500,4.0249224,190.30484
20190115T0600,3.6179552,185.71059
20190115T0700,2.8799999,180.0
20190115T0800,3.6,180.0
20190115T0900,5.04,180.0
20190115T1000,5.3517847,199.65382
20190115T1100,5.904439,232.43141
20190115T1200,7.0911775,246.0375
20190115T1300,7.24486,243.43495
20190115T1400,7.8954163,245.77226
20190115T1500,4.8433046,228.01279
20190115T1600,4.6938257,212.47119
20190115T1700,5.8048253,209.74489
20190115T1800,6.6185193,202.38013
20190115T1900,6.638072,192.52881
20190115T2000,5.04,180.0
20190115T2100,4.3349743,175.23636
20190115T2200,5.4119864,176.18593
20190115T2300,4.379589,170.53767
20190116T0000,4.452954,165.96376
20190116T0100,4.452954,165.96376
20190116T0200,4.802999,167.00539
20190116T0300,4.1046314,164.74487
20190116T0400,3.7064266,150.94539
20190116T0500,4.6938257,147.52881
20190116T0600,5.315336,151.69923
20190116T0700,5.495161,148.3925
20190116T0800,6.439876,153.43495
20190116T0900,7.42159,157.16635
20190116T1000,6.638072,167.47119
20190116T1100,8.825508,168.2317
20190116T1200,7.42159,165.96376
20190116T1300,6.379216,163.61046
20190116T1400,6.87779,173.991
20190116T1500,6.9899354,168.11134
20190116T1600,6.638072,167.47119
20190116T1700,6.725354,164.47589
20190116T1800,6.725354,164.47589
20190116T1900,6.638072,167.47119
20190116T2000,6.519877,173.6598
20190116T2100,6.849467,176.98721
20190116T2200,7.5685663,182.72632
20190116T2300,8.669949,184.76364
20190117T0000,10.495713,202.16635
20190117T0100,14.291592,220.91438
20190117T0200,13.246826,222.7974
20190117T0300,10.685391,212.61925
20190117T0400,10.24578,198.43495
20190117T0500,11.27553,196.69925
20190117T0600,14.039999,202.61987
20190117T0700,16.992609,216.38435
20190117T0800,17.309975,225.0
20190117T0900,18.218275,232.22432
20190117T1000,16.375053,236.6593
20190117T1100,16.575644,235.61966
20190117T1200,16.323528,228.57634
20190117T1300,18.374111,235.37584
20190117T1400,18.079027,234.72757
20190117T1500,15.696165,233.39293
20190117T1600,14.480773,235.12466
20190117T1700,14.081477,237.52881
20190117T1800,14.021525,240.80252
20190117T1900,13.089354,238.49574
20190117T2000,11.609651,240.25513
20190117T2100,9.693296,238.67131
20190117T2200,9.028754,246.50143
20190117T2300,8.209263,254.74487
20190118T0000,8.647496,272.38596
20190118T0100,6.519877,276.34018
20190118T0200,5.3517847,289.6538
20190118T0300,6.379216,286.38956
20190118T0400,5.6920996,251.56506
20190118T0500,5.1919937,236.30994
20190118T0600,3.396233,212.00539
20190118T0700,1.835647,168.69006
20190118T0800,1.484318,104.03624
20190118T0900,1.484318,104.03624
20190118T1000,3.8773184,68.19859
20190118T1100,7.289444,69.77513
20190118T1200,7.0911775,66.037506
20190118T1300,6.792466,57.994614
20190118T1400,6.297428,59.036255
20190118T1500,4.8433046,48.01277
20190118T1600,6.489992,19.440033
20190118T1700,6.830519,18.434952
20190118T1800,7.491114,35.217575
20190118T1900,6.8777895,47.121094
20190118T2000,6.3690495,47.29059
20190118T2100,5.3517847,47.726303
20190118T2200,4.6102495,51.34018
20190118T2300,4.1046314,74.74488
20190119T0000,3.9763298,84.805565
20190119T0100,4.452954,75.96376
20190119T0200,4.379589,80.537674
20190119T0300,5.0911684,98.1301
20190119T0400,5.4477882,97.59464
20190119T0500,4.802999,102.99461
20190119T0600,4.0249224,100.30484
20190119T0700,4.0249224,100.30484
20190119T0800,3.4152596,108.434944
20190119T0900,4.2136917,109.9831
20190119T1000,4.3349743,138.36646
20190119T1100,5.1165614,140.71059
20190119T1200,5.3517847,137.72632
20190119T1300,5.6233797,140.19443
20190119T1400,5.6233797,140.19443
20190119T1500,4.5536795,108.434944
20190119T1600,5.771239,93.576324
20190119T1700,5.8603754,100.61965
20190119T1800,4.452954,104.03624
20190119T1900,4.2136917,109.9831
20190119T2000,4.3498964,114.44395
20190119T2100,4.3498964,114.44395
20190119T2200,3.319036,130.60129
20190119T2300,3.096837,125.537674
20190120T0000,3.6,126.869896
20190120T0100,3.6,143.1301
20190120T0200,3.319036,130.60129
20190120T0300,4.3349743,138.36646
20190120T0400,4.1046314,142.12502
20190120T0500,4.3349743,138.36646
20190120T0600,4.1046314,142.12502
20190120T0700,4.1046314,142.12502
20190120T0800,4.3349743,131.63353
20190120T0900,4.6938257,122.47119
20190120T1000,3.5455887,113.96249
20190120T1100,3.8268526,131.18591
20190120T1200,3.6,143.1301
20190120T1300,2.9024127,150.25511
20190120T1400,2.2768397,108.434944
20190120T1500,4.198285,59.036232
20190120T1600,6.297428,59.036255
20190120T1700,5.634891,63.43495
20190120T1800,4.3498964,65.55604
20190120T1900,4.0249224,63.43495
20190120T2000,3.7064266,60.945396
20190120T2100,3.8939953,56.30993
20190120T2200,4.39436,34.99202
20190120T2300,3.8268526,48.81407
20190121T0000,3.8268526,48.81407
20190121T0100,4.072935,44.999985
20190121T0200,4.1046314,52.125
20190121T0300,4.072935,44.999985
20190121T0400,4.6938257,32.47119
20190121T0500,5.4833565,23.198593
20190121T0600,5.5887027,14.931412
20190121T0700,4.896529,17.102722
20190121T0800,4.6800003,22.619858
20190121T0900,4.5536795,18.434952
20190121T1000,7.42159,22.833649
20190121T1100,6.297428,30.963745
20190121T1200,5.815978,21.801407
20190121T1300,6.2145634,10.00798
20190121T1400,6.87779,6.0090027
20190121T1500,6.130579,3.3664398
20190121T1600,3.9763298,354.8056
20190121T1700,5.937272,345.96375
20190121T1800,6.87779,353.991
20190121T1900,5.7599998,360.0
20190121T2000,5.3999996,360.0
20190121T2100,3.8773184,21.801407
20190121T2200,1.835647,11.309921
20190121T2300,1.1384199,18.434952
20190122T0000,0.8049845,116.56505
20190122T0100,1.4399999,180.0
20190122T0200,2.2768397,161.56505
20190122T0300,1.9386592,158.1986
20190122T0400,1.9386592,158.1986
20190122T0500,2.6208394,164.0546
20190122T0600,2.9024127,172.87498
20190122T0700,3.6,180.0
20190122T0800,5.0911684,171.8699
20190122T0900,6.2145634,169.99202
20190122T1000,5.1544156,192.09476
20190122T1100,6.4799995,180.0
20190122T1200,6.924738,171.02737
20190122T1300,6.849467,176.98721
20190122T1400,7.2359104,174.28941
20190122T1500,6.489992,160.55997
20190122T1600,7.145796,139.08562
20190122T1700,6.3690495,137.2906
20190122T1800,6.3690495,137.2906
20190122T1900,5.1165614,140.71059
20190122T2000,5.1165614,140.71059
20190122T2100,5.1165614,140.71059
20190122T2200,4.3498964,155.55605
20190122T2300,5.154415,155.22485
20190123T0000,5.315336,151.69923
20190123T0100,5.991594,147.26477
20190123T0200,6.1305785,139.76364
20190123T0300,5.8603754,137.48955
20190123T0400,4.8433046,138.01279
20190123T0500,4.5820518,135.0
20190123T0600,5.0911684,135.0
20190123T0700,4.5820518,135.0
20190123T0800,4.8433046,131.98721
20190123T0900,5.495161,121.6075
20190123T1000,6.379216,106.38954
20190123T1100,6.6087217,119.35774
20190123T1200,6.1305785,130.23636
20190123T1300,4.198285,120.96376
20190123T1400,3.671294,78.69006
20190123T1500,3.563818,44.999985
20190123T1600,4.379589,9.462311
20190123T1700,5.506941,11.309921
20190123T1800,5.6920996,18.434952
20190123T1900,5.0911684,8.130096
20190123T2000,4.6938252,355.60132
20190123T2100,5.1544156,347.90524
20190123T2200,6.28713,346.7595
20190123T2300,7.2805495,351.46924
20190124T0000,7.2359104,354.28943
20190124T0100,7.9526596,354.8056
20190124T0200,8.311245,355.03027
20190124T0300,8.64,360.0
20190124T0400,7.92,360.0
20190124T0500,7.2,360.0
20190124T0600,6.519877,353.65985
20190124T0700,7.2805495,351.46924
20190124T0800,7.6367526,351.8699
20190124T0900,6.87779,353.991
20190124T1000,5.937272,345.96375
20190124T1100,6.763786,334.7989
20190124T1200,7.491114,324.7824
20190124T1300,7.653705,318.8141
20190124T1400,8.654987,315.0
20190124T1500,8.14587,315.0
20190124T1600,7.653705,318.8141
20190124T1700,5.692099,325.30484
20190124T1800,6.4096174,321.84277
20190124T1900,4.198285,329.03625
20190124T2000,3.096837,305.5377
20190124T2100,2.9024127,299.74487
20190124T2200,3.8773184,291.8014
20190124T2300,4.3349743,311.63354
20190125T0000,6.1094027,315.0
20190125T0100,6.1305785,310.23636
20190125T0200,4.1046314,285.25513
20190125T0300,3.319036,257.4712
20190125T0400,3.8939953,236.30994
20190125T0500,4.1046314,217.87498
20190125T0600,4.39436,214.99202
20190125T0700,4.6102495,231.3402
20190125T0800,4.39436,235.00798
20190125T0900,5.1165614,219.28941
20190125T1000,4.3349743,221.63354
20190125T1100,2.9024127,240.25513
20190125T1200,3.319036,257.4712
20190125T1300,3.6179552,264.28943
20190125T1400,3.671294,281.30994
20190125T1500,2.5455842,278.1301
20190125T1600,3.219938,206.56505
20190125T1700,4.896529,197.10272
20190125T1800,4.32,180.0
20190125T1900,5.4119864,183.81407
20190125T2000,6.162207,186.70984
20190125T2100,6.8399997,180.0
20190125T2200,8.209263,195.25513
20190125T2300,8.699793,204.44395
20190126T0000,9.339208,207.55281
20190126T0100,9.387651,212.47119
20190126T0200,9.339208,207.55281
20190126T0300,9.693296,201.8014
20190126T0400,9.565437,199.79887
20190126T0500,9.904906,199.09349
20190126T0600,10.028439,201.0375
20190126T0700,9.360001,202.61987
20190126T0800,8.427383,199.98311
20190126T0900,7.968939,198.43495
20190126T1000,8.891344,201.37062
20190126T1100,9.178235,205.55997
20190126T1200,10.495713,210.96376
20190126T1300,10.685391,212.61925
20190126T1400,10.00256,210.25644
20190126T1500,9.659814,206.56505
20190126T1600,8.427383,199.98311
20190126T1700,8.654986,196.92752
20190126T1800,9.0,196.26021
20190126T1900,9.793058,197.10272
20190126T2000,9.793058,197.10272
20190126T2100,9.6932955,195.0685
20190126T2200,9.3669195,182.20259
20190126T2300,10.446206,178.02507
20190127T0000,10.105681,184.08562
20190127T0100,11.609651,187.12502
20190127T0200,12.287555,185.04245
20190127T0300,13.363711,184.63547
20190127T0400,14.440443,184.28915
20190127T0500,15.629972,187.94347
20190127T0600,15.542662,193.3925
20190127T0700,16.62249,197.65013
20190127T0800,17.25373,203.35556
20190127T0900,17.555307,208.1416
20190127T1000,11.792404,192.33908
20190127T1100,12.979984,199.44003
20190127T1200,15.459054,207.75854
20190127T1300,18.844202,223.45184
20190127T1400,17.072504,227.56378
20190127T1500,18.391737,229.76364
20190127T1600,18.35647,228.17984
20190127T1700,18.844202,226.54816
20190127T1800,19.586119,233.97263
20190127T1900,19.602652,262.61395
20190127T2000,18.806337,275.49234
20190127T2100,16.954432,266.34778
20190127T2200,13.18308,235.00798
20190127T2300,15.530151,224.0608
20190128T0000,16.039202,225.9094
20190128T0100,15.782622,225.0
20190128T0200,17.429354,231.70984
20190128T0300,17.57744,235.00798
20190128T0400,17.57744,235.00798
20190128T0500,17.283749,234.3236
20190128T0600,17.208603,232.65065
20190128T0700,17.429354,231.70984
20190128T0800,17.429354,231.70984
20190128T0900,16.135872,231.3402
20190128T1000,16.870138,219.80557
20190128T1100,18.59845,227.3533
20190128T1200,22.104116,239.67639
20190128T1300,20.326454,247.0679
20190128T1400,17.992796,250.11484
20190128T1500,15.379206,253.68616
20190128T1600,15.226764,263.21103
20190128T1700,13.138765,260.5377
20190128T1800,12.758432,253.61046
20190128T1900,12.72283,244.88516
20190128T2000,11.966953,248.83875
20190128T2100,11.043261,250.9744
20190128T2200,5.95906,244.98311
20190128T2300,5.8603754,222.51045
20190129T0000,5.6002855,225.0
20190129T0100,6.1305785,229.76364
20190129T0200,5.6233797,230.19443
20190129T0300,5.0911684,225.0
20190129T0400,4.8433046,221.98721
20190129T0500,5.1165614,219.28941
20190129T0600,5.8048253,209.74489
20190129T0700,4.829907,206.56505
20190129T0800,6.763786,205.20113
20190129T0900,8.39657,210.96376
20190129T1000,6.130579,183.36646
20190129T1100,6.489992,160.55997
20190129T1200,8.311245,162.34987
20190129T1300,9.531505,169.11447
20190129T1400,8.825508,168.2317
20190129T1500,8.12197,167.19574
20190129T1600,5.8603754,132.51044
20190129T1700,7.5685663,115.34617
20190129T1800,9.021574,118.61046
20190129T1900,9.085988,123.69006
20190129T2000,8.714677,128.29016
20190129T2100,9.085988,123.69006
20190129T2200,7.5685663,115.34617
20190129T2300,7.6367526,135.0
20190130T0000,7.127636,135.0
20190130T0100,6.989936,124.508514
20190130T0200,7.7043357,127.40535
20190130T0300,8.942214,139.8991
20190130T0400,9.693296,148.67131
20190130T0500,11.440979,155.85446
20190130T0600,17.64,180.0
20190130T0700,23.358425,204.59012
20190130T0800,24.962307,213.23172
20190130T0900,24.014996,220.1355
20190130T1000,21.385939,216.09828
20190130T1100,22.218153,220.3999
20190130T1200,25.63847,231.84277
20190130T1300,22.728518,240.59282
20190130T1400,19.486609,244.85522
20190130T1500,16.263872,242.30054
20190130T1600,13.089354,238.49574
20190130T1700,8.435069,219.80557
20190130T1800,7.754637,201.8014
20190130T1900,7.5685663,177.27368
20190130T2000,7.771331,166.6075
20190130T2100,6.489992,160.55997
20190130T2200,6.9153743,141.34018
20190130T2300,6.696387,143.74615
20190131T0000,6.12,151.9275
20190131T0100,6.9247384,152.10272
20190131T0200,7.289444,159.77515
20190131T0300,8.557102,165.37912
20190131T0400,9.255571,166.50427
20190131T0500,9.449572,162.25533
20190131T0600,7.5685663,154.65382
20190131T0700,6.9247384,152.10272
20190131T0800,7.5685663,154.65382
20190131T0900,8.209263,164.74487
20190131T1000,6.193674,144.46231
20190131T1100,8.225035,156.8014
20190131T1200,8.39657,149.03624
20190131T1300,8.669949,131.63353
20190131T1400,9.885262,123.11134
20190131T1500,9.290511,125.537674
20190131T1600,8.089993,110.854454
20190131T1700,9.605998,102.99461
20190131T1800,8.557102,112.249016
20190131T1900,8.373386,115.46334
20190131T2000,8.4963045,126.38435
20190131T2100,9.449572,130.36453
20190131T2200,7.729527,117.75854
20190131T2300,9.178235,138.17982
20190201T0000,8.225035,156.8014
20190201T0100,9.659814,153.43495
20190201T0200,10.00256,149.74356
20190201T0300,8.891343,148.24051
20190201T0400,9.422101,133.45184
20190201T0500,8.404285,136.7357
20190201T0600,6.696387,143.74615
20190201T0700,5.8048253,150.25511
20190201T0800,6.12,151.9275
20190201T0900,7.10031,149.53445
20190201T1000,6.1305785,139.76364
20190201T1100,5.6233797,129.80557
20190201T1200,7.42159,140.90614
20190201T1300,4.8965297,126.027374
20190201T1400,3.2399998,89.99999
20190201T1500,2.7416782,23.198593
20190201T1600,4.896529,17.102722
20190201T1700,1.484318,255.96376
20190201T1800,3.6179552,185.71059
20190201T1900,4.3349743,175.23636
20190201T2000,4.8965297,143.97263
20190201T2100,4.8433046,138.01279
20190201T2200,4.39436,124.99202
20190201T2300,6.489992,160.55997
20190202T0000,5.95906,154.98311
20190202T0100,4.39436,145.00798
20190202T0200,5.1919937,146.30994
20190202T0300,2.5455842,135.0
20190202T0400,2.8116899,129.80557
20190202T0500,3.8268526,138.81407
20190202T0600,4.6938257,147.52881
20190202T0700,4.6800003,157.38013
20190202T0800,5.2416787,164.0546
20190202T0900,4.6800003,157.38013
20190202T1000,5.4833565,156.8014
20190202T1100,4.379589,170.53767
20190202T1200,5.04,180.0
20190202T1300,3.319036,192.52881
20190202T1400,2.9024127,299.74487
20190202T1500,5.495161,301.6075
20190202T1600,4.2136917,289.98312
20190202T1700,4.3349743,274.76364
20190202T1800,4.829907,296.56506
20190202T1900,5.3517847,312.27368
20190202T2000,7.9036193,329.93143
20190202T2100,10.163227,337.0679
20190202T2200,8.350138,352.5686
20190202T2300,6.519877,353.65985
20190203T0000,5.8048253,330.25513
20190203T0100,8.714677,308.29016
20190203T0200,7.145796,319.08563
20190203T0300,6.638072,319.3987
20190203T0400,9.387651,302.4712
20190203T0500,8.669949,311.63354
20190203T0600,9.290511,324.46234
20190203T0700,11.4862,327.80426
20190203T0800,14.007655,334.0935
20190203T0900,15.484185,342.4076
20190203T1000,13.009903,345.57922
20190203T1100,14.003029,342.03088
20190203T1200,14.934577,344.62375
20190203T1300,14.973576,350.31122
20190203T1400,14.264361,349.8245
20190203T1500,12.224107,346.37302
20190203T1600,7.5170207,343.30075
20190203T1700,4.6800003,337.38013
